nearest_gene	chr	start	end	length	nCG	meanMethy1	meanMethy2	diff.Methy	areaStat	annotation	direction	gene_name
XLOC_040255U_lncRNA	chr8	13202163	13202596	434	9	0.600617264390711	0.322206294087849	0.278410970302862	44.854567008619	Intron	Hyper	
LOC_00003786	chr4	36811274	36811566	293	8	0.355308508967951	0.0485994099110076	0.306709099056944	44.8539474403633	Intergenic	Hyper	NVL
XLOC_033388U_lncRNA	chr3	48664830	48665141	312	10	0.310673486181945	0.0801951432353866	0.230478342946559	44.8462644550103	Promoter	Hyper	
LOC_00019298	chr29	18016674	18017181	508	9	0.158098354616484	0.399890277042179	-0.241791922425695	-44.799435344016	Promoter	Hypo	Smad6
LOC_00025890	chr12	50114284	50114460	177	9	0.0886059851818081	0.305287106109831	-0.216681120928023	-44.6328581023116	Intron	Hypo	myoI
LOC_00007063	chr1	112785489	112785649	161	10	0.346753198717546	0.138858863495604	0.207894335221942	44.4658833459712	Intron	Hyper	COG1
LOC_00026021	chr12	58374967	58375206	240	11	0.155306182353862	0.367246999333441	-0.211940816979579	-44.4386290676555	Intron	Hypo	
LOC_00009203	chr14	16924319	16924538	220	10	0.308218473213001	0.529000090853717	-0.220781617640716	-44.4265822701456	Exon	Hypo	SWT1
LOC_00005141	chr16	23425833	23426051	219	12	0.462960962855507	0.66025996187293	-0.197298999017423	-44.4078810822415	Intergenic	Hypo	Ecd
LOC_00017879	chr26	18611581	18612004	424	10	0.280854998304549	0.0743120306462969	0.206542967658252	44.3686760041533	Intergenic	Hyper	F52C9.6
LOC_00014183	chr2	72960986	72961122	137	11	0.254347905817708	0.438395943959	-0.184048038141292	-44.2385214534458	Intron	Hypo	Guanine
LOC_00006746	chr1	86479579	86479983	405	8	0.566995502607319	0.21170546600806	0.355290036599259	44.1025259050693	Intron	Hyper	UTP15
LOC_00002341	chr7	3073050	3073373	324	8	0.371608379365243	0.0792634081597091	0.292344971205534	44.0641808873765	Intergenic	Hyper	MPDZ
LOC_00015679	chr5	45793030	45793468	439	8	0.478966270751851	0.155599559173928	0.323366711577923	44.055181319047	Intron	Hyper	Hpd
LOC_00011119	chr23	5143793	5144175	383	9	0.727934525880457	0.484239074714509	0.243695451165948	43.8951397224162	Exon	Hyper	RpS9
LOC_00000529	chr9	39983897	39984050	154	8	0.218644493285102	0.0446900541774505	0.173954439107651	43.8568363403723	Intron	Hyper	TUB
LOC_00017201	chr10	26448184	26448715	532	9	0.410224840248242	0.712250539032891	-0.302025698784649	-43.8310157792138	Intron	Hypo	
XLOC_035880U_lncRNA	chr5	2070440	2071267	828	11	0.688762612245744	0.497036286011451	0.191726326234293	43.7955523852194	Exon	Hyper	
LOC_00020779	chr18	8197045	8197373	329	10	0.463238811734387	0.687573041904427	-0.224334230170041	-43.7377824822628	Promoter	Hypo	Naalad2
XLOC_031549U_lncRNA	chr28	33519992	33520340	349	7	0.400417121616004	0.100862937928753	0.29955418368725	43.7274587367881	Intergenic	Hyper	
LOC_00002749	chr7	34121247	34121469	223	8	0.352620041147993	0.10443633634544	0.248183704802553	43.6730388955675	Intergenic	Hyper	Prdm9
LOC_00015472	chr5	34836156	34836305	150	9	0.394867439248881	0.60085703505644	-0.205989595807558	-43.6574933877032	Intron	Hypo	Doc2b
LOC_00013441	chr2	29969020	29969570	551	10	0.286699126195473	0.575923202267873	-0.2892240760724	-43.6351098097742	Intron	Hypo	CUBN
LOC_00012008	chr15	33032813	33033050	238	8	0.245416446866389	0.0336864350648787	0.21173001180151	43.589372223546	Intergenic	Hyper	
LOC_00006167	chr1	40679271	40679565	295	8	0.0661442596847392	0.319470996720844	-0.253326737036105	-43.5304238090767	Intron	Hypo	Pde6
LOC_00015701	chr5	46955772	46955954	183	8	0.283068023627928	0.0332777749946191	0.249790248633309	43.5240926979615	Intron	Hyper	
LOC_00025352	chr12	12165280	12165740	461	8	0.464476066690551	0.177593153850389	0.286882912840162	43.5147864868307	Intron	Hyper	EVL
LOC_00013916	chr2	59139003	59139168	166	11	0.457846280827734	0.218846755265367	0.238999525562368	43.4648339021609	Intron	Hyper	Cbp53E
LOC_00008666	chr22	28109518	28109613	96	8	0.243598327605165	0.0589227896237028	0.184675537981462	43.4262605946315	Intergenic	Hyper	HELZ
LOC_00013412	chr2	26254654	26254933	280	9	0.435443242430059	0.166782591934444	0.268660650495615	43.3312214811678	Intergenic	Hyper	GCLC
LOC_00013023	chr21	48511586	48511893	308	10	0.543144403108053	0.307931279248332	0.235213123859721	43.3178925979394	Exon	Hyper	klhl21
LOC_00013028	chr21	48792350	48792815	466	10	0.311752642547292	0.0926755382509071	0.219077104296385	43.239018033668	Exon	Hyper	glod5
LOC_00022985	chr11	39985200	39985530	331	7	0.344297063807605	0.035693016923898	0.308604046883707	43.2333314004162	Intron	Hyper	feh-1
LOC_00025513	chr12	23935303	23935886	584	9	0.737778100303544	0.454623169525289	0.283154930778255	43.1117599933684	Intron	Hyper	Eif2ak4
LOC_00023601	chr30	19947320	19947401	82	9	0.0845193502293465	0.245144479790877	-0.160625129561531	-43.0992640147727	Intergenic	Hypo	PUDP
LOC_00009349	chr14	25978196	25978381	186	7	0.136784645258754	0.463955696534099	-0.327171051275345	-43.0448731413766	Intron	Hypo	NUP98A
LOC_00013377	chr2	23393459	23393855	397	8	0.414882810827284	0.143961234499327	0.270921576327956	42.7457244382761	Intergenic	Hyper	
LOC_00012382	chr15	61448610	61448868	259	9	0.231311098649493	0.5365647074413	-0.305253608791807	-42.6831983781419	Intergenic	Hypo	Rnf145
LOC_00009995	chr13	9234643	9234843	201	7	0.0423261315420323	0.237761801080623	-0.195435669538591	-42.6391301488281	Intron	Hypo	ZNF808
LOC_00008589	chr22	24578806	24579138	333	8	0.122126919986355	0.418831724175506	-0.29670480418915	-42.5424524051837	Exon	Hypo	notch1
LOC_00013305	chr2	19065310	19065573	264	7	0.15628786216581	0.469606695630232	-0.313318833464423	-42.5285636918561	Intron	Hypo	PBLD
LOC_00021882	chr19	50640739	50640861	123	6	0.355950188703334	0.00833890428240116	0.347611284420932	42.4829158676653	Intergenic	Hyper	MAP2K1
LOC_00025936	chr12	52444630	52444970	341	9	0.0732623232611624	0.285978694233059	-0.212716370971897	-42.3565537561737	Intron	Hypo	CCDC88A
LOC_00022671	chr11	14070358	14070573	216	9	0.229485460647664	0.0343246585900836	0.195160802057581	42.1702937664131	Intron	Hyper	Cpes
LOC_00006897	chr1	97426620	97426946	327	10	0.477600657151501	0.198931105067436	0.278669552084065	42.1681246354805	Intron	Hyper	PKD1L1
LOC_00003932	chr4	48647243	48647361	119	9	0.523892782542905	0.233476375704062	0.290416406838844	42.0394141361736	Intron	Hyper	PPP4R4
LOC_00011690	chr23	44992671	44993025	355	8	0.246684452368412	0.541736103094697	-0.295051650726285	-42.0161632448225	Intron	Hypo	
LOC_00003764	chr4	35276813	35277063	251	8	0.392581687351336	0.63971905174734	-0.247137364396003	-42.0124955703032	Intron	Hypo	
LOC_00005909	chr1	24312443	24312733	291	8	0.132538696489567	0.383803469221535	-0.251264772731969	-41.6997084723329	Exon	Hypo	
LOC_00006822	chr1	92715079	92715152	74	8	0.203385373694177	0.0407692157583431	0.162616157935834	41.630551729021	Intron	Hyper	RBMS3
LOC_00017066	chr10	15094111	15094446	336	11	0.453959269067482	0.677928247131601	-0.223968978064119	-41.5324201960354	Intron	Hypo	Bltp3b
LOC_00006350	chr1	54950571	54950795	225	8	0.336586468194783	0.626968137045523	-0.29038166885074	-41.4948417797361	Promoter	Hypo	MAK16
LOC_00022609	chr11	9230280	9230538	259	7	0.821335776487556	0.535531313056782	0.285804463430774	41.4283605748232	Intergenic	Hyper	FPGT
LOC_00006124	chr1	38195749	38195925	177	8	0.181875481176424	0.0188209198757249	0.163054561300699	41.2317304746276	Intron	Hyper	TIA1
LOC_00012505	chr21	12949533	12949870	338	7	0.533481815535821	0.2547475082077	0.278734307328121	41.0859746155111	Intergenic	Hyper	rpl37
LOC_00022738	chr11	20016744	20017042	299	6	0.479868468748548	0.0860859826961901	0.393782486052358	41.0703136299533	Exon	Hyper	jade1
LOC_00003420	chr4	12938111	12938405	295	9	0.514227896708132	0.771264488274291	-0.257036591566159	-41.053056737848	Intron	Hypo	PLCB4
LOC_00006049	chr1	33911889	33912333	445	7	0.631580175552838	0.308752112559904	0.322828062992934	41.036582079734	Promoter	Hyper	RIGI
LOC_00006462	chr1	65183004	65183384	381	7	0.552387114531296	0.208105600274586	0.34428151425671	40.9878772870548	Intron	Hyper	MATK
LOC_00016435	chr24	9260953	9261036	84	7	0.194834365550348	0.0314423829597063	0.163391982590641	40.963518939951	Intron	Hyper	ZNF45
LOC_00007587	chr6	27125725	27126530	806	10	0.522374802610451	0.754509518261215	-0.232134715650764	-40.9151426392997	Intergenic	Hypo	
LOC_00005438	chr16	47909111	47909402	292	9	0.368639543462047	0.135783059457268	0.232856484004779	40.870255850041	Intron	Hyper	OGDH
LOC_00025948	chr12	53664419	53664669	251	9	0.0759187879326281	0.314750979183055	-0.238832191250426	-40.8591148170368	Intergenic	Hypo	XRN2
LOC_00002365	chr7	5232913	5233177	265	9	0.263261187935596	0.0776078777769077	0.185653310158689	40.8229059038805	Intergenic	Hyper	LTV1
LOC_00021017	chr18	28820486	28821240	755	10	0.592775324217653	0.364492195618951	0.228283128598702	40.6094738025444	Intron	Hyper	Endothelin-converting
LOC_00016241	chr24	1808102	1808414	313	7	0.295720645845753	0.0428433014638968	0.252877344381856	40.6065826672318	Intergenic	Hyper	ZNF227
LOC_00020856	chr18	15388419	15388586	168	8	0.931154551057488	0.76467668111805	0.166477869939438	40.5390462181565	Intron	Hyper	
LOC_00021034	chr18	29662305	29662732	428	8	0.40123270022962	0.713758063322624	-0.312525363093004	-40.4114313999905	Intergenic	Hypo	
LOC_00019696	chr17	19306009	19306178	170	10	0.220137561047011	0.428334302560523	-0.208196741513511	-40.290917428581	Intron	Hypo	Sik3
LOC_00005446	chr16	48180455	48180816	362	10	0.658000866826588	0.888941515080278	-0.23094064825369	-40.2898981819846	Intergenic	Hypo	ANKHD1
LOC_00023928	chr8	7415922	7416158	237	8	0.711608356382917	0.907581624628981	-0.195973268246064	-40.1584047705682	Intron	Hypo	PBRM1
LOC_00021225	chr18	47925835	47926010	176	11	0.566520608551985	0.315661858992756	0.250858749559229	40.1574905380727	Intergenic	Hyper	NXPE3
LOC_00014110	chr2	68795052	68795241	190	9	0.210759027052439	0.398124313671868	-0.187365286619429	-40.1231775200897	Intron	Hypo	PLA2G15
LOC_00008903	chr22	44124212	44124371	160	10	0.209011078863759	0.407664278773472	-0.198653199909713	-40.0077554821752	Intron	Hypo	IFT56
LOC_00006911	chr1	98588104	98588328	225	10	0.202006492718685	0.390858297213881	-0.188851804495196	-39.9288002370173	Intron	Hypo	DYSF
LOC_00009809	chr14	60698701	60698964	264	9	0.458211213532304	0.235111027123736	0.223100186408568	39.8805689938011	Intron	Hyper	Oacyl
LOC_00019582	chr17	8908251	8908466	216	8	0.124904826259596	0.330812356969141	-0.205907530709545	-39.8781780180014	Promoter	Hypo	
LOC_00008025	chr6	59322854	59323179	326	7	0.225709589619932	0.00680470860845451	0.218904881011478	39.8437798403105	Intron	Hyper	fuz
LOC_00016860	chr24	37954303	37954585	283	9	0.568076412136801	0.748610240060595	-0.180533827923794	-39.8316099384726	Exon	Hypo	
LOC_00013071	chr21	51436434	51436864	431	10	0.395621366922058	0.184386873633081	0.211234493288977	39.8316055269162	Exon	Hyper	MPDZ
LOC_00006234	chr1	46203273	46203753	481	7	0.301488357563793	0.023784519878373	0.27770383768542	39.8257486606231	Intergenic	Hyper	CHD2
LOC_00020788	chr18	8540148	8540379	232	10	0.39920229885781	0.642062097971566	-0.242859799113756	-39.765017200215	Intron	Hypo	CASP2
XLOC_036792U_lncRNA	chr5	2354864	2355186	323	7	0.255143835718448	0.00451630873963817	0.25062752697881	39.7305685018844	Intron	Hyper	
LOC_00023844	chr8	717370	717703	334	8	0.277866329016877	0.55494403615255	-0.277077707135673	-39.6697271789039	Intergenic	Hypo	tpa-1
LOC_00020667	chr18	1865480	1865779	300	8	0.735867254303963	0.42300445488722	0.312862799416743	39.6590198700359	Intergenic	Hyper	DHX36
LOC_00013763	chr2	50427809	50428073	265	11	0.486289658671473	0.696060173122731	-0.209770514451258	-39.6377205143186	Promoter	Hypo	RNF114
LOC_00014757	chr20	38344201	38344435	235	10	0.158963907068883	0.388072413476203	-0.22910850640732	-39.6194462210013	Intergenic	Hypo	
LOC_00003816	chr4	38980502	38980586	85	9	0.10584320575601	0.287234364505216	-0.181391158749206	-39.6118914902599	Intergenic	Hypo	
LOC_00025631	chr12	32569007	32569245	239	8	0.492288032283392	0.731581402009006	-0.239293369725613	-39.5787718454467	Intergenic	Hypo	NUDT14
LOC_00013601	chr2	39522391	39522558	168	6	0.184153172618157	0.0106460311255288	0.173507141492628	39.568043218584	Intergenic	Hyper	
LOC_00003310	chr4	5278886	5279072	187	10	0.718085794665486	0.515441945602154	0.202643849063331	39.5535574110487	Intron	Hyper	GNPAT
LOC_00016205	chr5	79146776	79146890	115	9	0.642533755934983	0.382572820720827	0.259960935214156	39.4505732664327	Intron	Hyper	Bcas3
LOC_00020651	chr18	460693	460782	90	7	0.00738894593014596	0.195806295105369	-0.188417349175223	-39.3650900437	Intron	Hypo	SLC17A5
LOC_00022671	chr11	14079684	14079945	262	9	0.669876817793113	0.446195723231095	0.223681094562018	39.3547521954715	Intron	Hyper	Cpes
LOC_00018954	chr3	70031512	70031651	140	7	0.619632769615119	0.313008120472348	0.306624649142771	39.2980378678749	Intron	Hyper	DCP1A
LOC_00018913	chr3	61821527	61821722	196	8	0.070005295279129	0.272373423487004	-0.202368128207875	-39.177808535635	Intergenic	Hypo	F52C9.6
LOC_00013104	chr2	1213592	1213859	268	8	0.0976947776786046	0.273061825828259	-0.175367048149654	-39.137789692444	Intron	Hypo	
LOC_00009898	chr13	3251332	3251408	77	5	0.381600311554329	0.856850335070677	-0.475250023516348	-39.0806617733364	Intron	Hypo	NFAT5
LOC_00012472	chr21	9489833	9490163	331	8	0.266777527213757	0.0477069921196157	0.219070535094141	39.0480384969636	Intergenic	Hyper	UQCC2
LOC_00015772	chr5	51320307	51320855	549	10	0.187119115295235	0.461993697157137	-0.274874581861901	-39.0045411229935	Intron	Hypo	AUTS2
LOC_00009824	chr14	61352399	61352615	217	8	0.198394611665013	0.404546857880152	-0.206152246215139	-38.97223806918	Intergenic	Hypo	Ddc
LOC_00024590	chr8	54558602	54558801	200	8	0.567959753304199	0.287163802285744	0.280795951018456	38.9442215438603	Intron	Hyper	DOCK2
LOC_00015035	chr5	8808160	8808592	433	8	0.726659641706257	0.453811107516963	0.272848534189295	38.9299283860408	Exon	Hyper	Ankrd28
LOC_00022742	chr11	20472239	20472568	330	8	0.557821439097433	0.300171282818062	0.257650156279371	38.888344462692	Intron	Hyper	
LOC_00015566	chr5	41088557	41089043	487	9	0.184555373461082	0.441221947746027	-0.256666574284945	-38.8472655694854	Intergenic	Hypo	CG11007
LOC_00002583	chr7	20119124	20119367	244	8	0.470404935189894	0.757214650737198	-0.286809715547304	-38.7751976602203	Intron	Hypo	ERCC6L2
LOC_00013389	chr2	24066889	24066961	73	5	0.592570666293161	0.116981497374537	0.475589168918625	38.7273031052091	Intron	Hyper	SMPD1
LOC_00020543	chr28	29815238	29815429	192	6	0.516615853140601	0.192604541615202	0.324011311525399	38.6901381270287	Intron	Hyper	Pisd
LOC_00007036	chr1	109694620	109694754	135	7	0.241916253425238	0.0555357591544638	0.186380494270774	38.6622731799943	Intron	Hyper	Plce1
LOC_00019286	chr29	17629586	17629812	227	9	0.158277367565453	0.422471622635464	-0.264194255070011	-38.6146380370148	Intron	Hypo	Hr3
LOC_00023473	chr30	9005963	9006197	235	8	0.401334371331733	0.131969317626425	0.269365053705308	38.6070807633823	Intron	Hyper	DLG1
LOC_00005805	chr1	15931704	15931889	186	10	0.426033514096939	0.224744411349715	0.201289102747224	38.5872121087488	Intron	Hyper	
LOC_00016139	chr5	74089023	74089159	137	10	0.233327943975406	0.0158467763517722	0.217481167623633	38.5775665952935	Intergenic	Hyper	ZIF1
LOC_00023437	chr30	6219992	6220351	360	9	0.166325067755429	0.411310682901098	-0.244985615145669	-38.5192438099089	Exon	Hypo	
LOC_00024248	chr8	28721474	28721767	294	6	0.525348489168931	0.133222471559062	0.392126017609869	38.5107304918685	Intron	Hyper	Fgd1
LOC_00010026	chr13	11308860	11308920	61	6	0.171674501901714	0.018198906646227	0.153475595255486	38.5044072563364	Intergenic	Hyper	FMRFaR
LOC_00014310	chr20	795396	795707	312	7	0.625442730897981	0.284757473638425	0.340685257259556	38.4112590964753	Intergenic	Hyper	
LOC_00003379	chr4	9497199	9497377	179	7	0.101291749667867	0.316721970002636	-0.21543022033477	-38.3814680343534	Intron	Hypo	GCH1
LOC_00005130	chr16	22888745	22888880	136	7	0.124399524068516	0.422940254818842	-0.298540730750326	-38.3711915294589	Intergenic	Hypo	Alyref2
LOC_00003604	chr4	22996027	22996252	226	6	0.279920569154223	0.113920789373802	0.165999779780421	38.2363054253658	Intron	Hyper	Taf6l
XLOC_027745U_lncRNA	chr22	40758184	40758352	169	8	0.195098144663738	0.00748495122824852	0.187613193435489	38.2162144666918	Intron	Hyper	
LOC_00009549	chr14	40535538	40535831	294	10	0.481854962798136	0.286530726379755	0.195324236418381	38.2146907305985	Intron	Hyper	RGS3
LOC_00017099	chr10	17124863	17125239	377	8	0.51445378612947	0.210029528639795	0.304424257489676	38.1243041028668	Intron	Hyper	PLCL2
LOC_00022891	chr11	34075888	34076301	414	10	0.513499944319342	0.254065604591298	0.259434339728045	38.1000628968745	Intergenic	Hyper	Atp6v0c
LOC_00005118	chr16	22282876	22283090	215	9	0.382977503891975	0.0987098843154512	0.284267619576524	38.0462180144574	Intron	Hyper	
LOC_00013594	chr2	38858671	38858858	188	9	0.518784117585316	0.306937398452685	0.211846719132632	38.0196464898858	Intergenic	Hyper	RBM34
LOC_00023074	chr11	46601914	46602285	372	9	0.487426519254258	0.24958302479048	0.237843494463777	38.0071703455635	Intergenic	Hyper	Cenatac
LOC_00006342	chr1	54403002	54403136	135	8	0.198131962576447	0.0128160889927449	0.185315873583702	37.9679455611395	Intron	Hyper	slc24a5
LOC_00003966	chr4	50807911	50808062	152	8	0.194037298175791	0.404117819798441	-0.210080521622649	-37.9634975246892	Promoter	Hypo	
LOC_00019030	chr3	74688663	74688810	148	7	0.302824434945031	0.056293071714429	0.246531363230602	37.925770710974	Intergenic	Hyper	
LOC_00023430	chr30	5860493	5860811	319	9	0.599920461713266	0.393076135950452	0.206844325762813	37.9092078306806	Intron	Hyper	FNDC3A
LOC_00000477	chr9	34164426	34164681	256	9	0.0845087074591296	0.29883532610391	-0.214326618644781	-37.867540028733	Intergenic	Hypo	ACTR6
LOC_00018841	chr3	55601954	55602122	169	7	0.488761650757252	0.24231120115918	0.246450449598071	37.8405413695402	Intergenic	Hyper	
LOC_00007501	chr6	20089781	20089922	142	7	0.223923093609203	0.0279188540783852	0.196004239530818	37.7842302448216	Exon	Hyper	MYLK
LOC_00004813	chr16	4536633	4536823	191	7	0.0153001444920455	0.218944628563254	-0.203644484071208	-37.6813057310467	Exon	Hypo	pan
LOC_00015219	chr5	21345358	21345820	463	9	0.357188750535259	0.109852954105354	0.247335796429905	37.5707893232998	Intergenic	Hyper	
LOC_00018846	chr3	55724049	55724273	225	7	0.202522857749671	0.50341575715806	-0.300892899408389	-37.5287025606007	Intergenic	Hypo	
LOC_00014211	chr2	75145686	75145844	159	9	0.761714225594889	0.514584204275806	0.247130021319083	37.521958027894	Exon	Hyper	NAGPA
LOC_00018354	chr3	20992827	20993083	257	7	0.088903594629697	0.326814684147107	-0.23791108951741	-37.4611241723361	Intergenic	Hypo	ZNF431
LOC_00004595	chr25	21098371	21098602	232	9	0.460670732638927	0.705489457764205	-0.244818725125278	-37.4594169466099	Intron	Hypo	C38C10.2
LOC_00004263	chr4	71133805	71134145	341	6	0.349319715916713	0.0185341039362793	0.330785611980434	37.4542339835713	Intron	Hyper	DHRS7
LOC_00007947	chr6	53372713	53372887	175	9	0.197745552166834	0.432546685434885	-0.234801133268052	-37.3405582242268	Intron	Hypo	SLC39A4
LOC_00000245	chr9	16892863	16893055	193	9	0.222863513765526	0.452855114066263	-0.229991600300737	-37.3232682972678	Intron	Hypo	Maco1a
LOC_00003306	chr4	5193612	5193863	252	7	0.193618645023036	0.540480634066268	-0.346861989043232	-37.2908618572726	Intergenic	Hypo	ccdc61
LOC_00012601	chr21	20439768	20440559	792	9	0.20493220462279	0.432528736312585	-0.227596531689796	-37.1845274195928	Intergenic	Hypo	SELENOI
LOC_00021662	chr19	31289219	31289574	356	9	0.730404255373766	0.516520435534383	0.213883819839383	37.1752128679087	Intron	Hyper	SMOX
LOC_00024975	chr27	16389622	16389778	157	7	0.631653401318468	0.822329086351722	-0.190675685033254	-37.1707452775155	Intron	Hypo	Pstpip1
LOC_00007138	chr1	118188934	118189138	205	7	0.0246240705131241	0.232780038063009	-0.208155967549885	-37.1307696888062	Intron	Hypo	RECK
LOC_00013395	chr2	25165741	25165946	206	10	0.342555433094623	0.553217879973881	-0.210662446879258	-37.020961958532	Intron	Hypo	KCNT1
LOC_00023700	chr30	25425647	25425926	280	9	0.760585662001047	0.534958159290105	0.225627502710942	37.0150092091755	Intergenic	Hyper	Fis1
LOC_00009332	chr14	25308134	25308248	115	8	0.64025976510201	0.449985928710858	0.190273836391151	36.9749474225868	Intron	Hyper	
LOC_00010671	chr13	53852346	53852522	177	9	0.0921480415752729	0.272410067577302	-0.180262026002029	-36.7982279315919	Intron	Hypo	
LOC_00008538	chr22	21738564	21738772	209	9	0.372734735069066	0.18016080297411	0.192573932094956	36.7793618331117	Intergenic	Hyper	
LOC_00014154	chr2	71534413	71534627	215	9	0.458012224928451	0.722015364164867	-0.264003139236416	-36.698987204619	Intergenic	Hypo	GLG1
LOC_00011211	chr23	9776528	9776697	170	8	0.336809324495604	0.126336874152092	0.210472450343512	36.694725128665	Intergenic	Hyper	RPS2
LOC_00008525	chr22	21269894	21270243	350	8	0.0509993527157247	0.28756151061217	-0.236562157896446	-36.6147491675189	Intron	Hypo	TEKT3
LOC_00013961	chr2	61231475	61231610	136	7	0.0893983587112097	0.270940200632683	-0.181541841921473	-36.5706740569392	Intergenic	Hypo	Rpn8
LOC_00009546	chr14	40364612	40364770	159	6	0.149916835934805	0.661013634579924	-0.511096798645119	-36.4552171384656	Intron	Hypo	EEIG2
LOC_00015280	chr5	24023586	24023860	275	7	0.287487227700692	0.559086479094699	-0.271599251394007	-36.4157369088995	Intergenic	Hypo	ANK1
LOC_00018054	chr26	32008046	32008200	155	6	0.31749055114856	0.676830358153841	-0.359339807005282	-36.3590165782769	Promoter	Hypo	CtsL1
LOC_00002876	chr7	44480229	44480591	363	7	0.146511347212377	0.459522304319888	-0.313010957107511	-36.3506076015492	Intron	Hypo	Atg10
LOC_00012913	chr21	40556374	40556721	348	9	0.144060718506007	0.382750498634496	-0.23868978012849	-36.2931460959888	Intergenic	Hypo	
LOC_00012042	chr15	35711968	35712146	179	7	0.686443093482394	0.411005778392438	0.275437315089956	36.1916275123858	Intron	Hyper	CA14
LOC_00011055	chr31	24593987	24594274	288	8	0.35203507403203	0.109252982305714	0.242782091726316	36.1540505038648	Intergenic	Hyper	Slc7a4
LOC_00021277	chr18	52763213	52763292	80	7	0.077671652937499	0.346397893308063	-0.268726240370564	-36.1183989894717	Exon	Hypo	SLC35E2A
LOC_00009247	chr14	19494420	19494723	304	8	0.488125514471298	0.240013909941041	0.248111604530257	36.0939124186994	Intron	Hyper	DARS2
LOC_00012665	chr21	23821615	23821894	280	8	0.269260360574078	0.513221375520567	-0.243961014946489	-36.0610635272703	Intergenic	Hypo	rpa2-a
LOC_00000937	chr9	67670214	67670577	364	6	0.508082044180395	0.148400829071493	0.359681215108902	36.0416815648544	Promoter	Hyper	DUSP16
LOC_00013251	chr2	15598270	15598417	148	8	0.711544445909616	0.898791962169133	-0.187247516259517	-36.0339288509186	Exon	Hypo	CLK2
LOC_00003555	chr4	19762856	19763108	253	8	0.536986447256673	0.347040573405729	0.189945873850944	36.0227599117688	Exon	Hyper	zfp36l2-A
LOC_00020235	chr28	12966870	12967090	221	6	0.359251334822529	0.6388992681694	-0.279647933346871	-35.9551216215881	Intergenic	Hypo	sup-9
LOC_00017569	chr10	54882811	54883148	338	8	0.479310245115885	0.712394291486495	-0.23308404637061	-35.8938761859017	Intergenic	Hypo	Fbxl7
LOC_00005184	chr16	26166359	26166748	390	8	0.104302143274741	0.312649157077027	-0.208347013802287	-35.8781077140697	Intron	Hypo	Pdlim5
LOC_00000962	chr9	70618439	70618625	187	6	0.327002081106421	0.00939043734290633	0.317611643763514	35.8655770440127	Exon	Hyper	
LOC_00016343	chr24	5720974	5721359	386	7	0.231905618864293	0.530818948159228	-0.298913329294935	-35.6616586199376	Intergenic	Hypo	ZNF227
LOC_00009818	chr14	61005246	61005385	140	8	0.442711299339137	0.617082583442168	-0.174371284103032	-35.6377632894676	Intron	Hypo	
LOC_00015391	chr5	29459578	29459942	365	7	0.122636637744819	0.371873559067701	-0.249236921322882	-35.5625098527255	Intron	Hypo	ANK1
LOC_00024103	chr8	17480093	17480249	157	7	0.0761937813914978	0.294681323929841	-0.218487542538343	-35.5577962510565	Intron	Hypo	xpot
LOC_00011604	chr23	37414561	37415380	820	9	0.197543151098678	0.484218563823923	-0.286675412725245	-35.3644973497473	Intron	Hypo	MYO15A
LOC_00004117	chr4	64051737	64052011	275	7	0.465404395473026	0.218794624914069	0.246609770558957	35.2144678688833	Intron	Hyper	ENTPD8
LOC_00012093	chr15	40125331	40125510	180	7	0.258330397286563	0.0415471745713665	0.216783222715197	35.1449371748315	Intergenic	Hyper	dnaaf4
LOC_00007433	chr6	14277689	14277825	137	7	0.201081060330772	0.017154140851494	0.183926919479278	35.0986210164379	Intron	Hyper	Slc4a3
LOC_00008117	chr6	66287855	66288117	263	8	0.0488038717368602	0.23669812066997	-0.187894248933109	-35.0926878613643	Intergenic	Hypo	amt-1
LOC_00023133	chr11	50356041	50356399	359	9	0.408331936330368	0.636934751536141	-0.228602815205773	-35.090758104831	Promoter	Hypo	CDKL5
LOC_00021042	chr18	30891644	30891818	175	7	0.207420076911038	0.0148067144534578	0.192613362457581	35.0288688094886	Intergenic	Hyper	
LOC_00002508	chr7	15694130	15694462	333	8	0.382566842756352	0.138861357276923	0.243705485479429	34.972433622997	Intergenic	Hyper	pde-5
LOC_00016959	chr10	9266907	9267173	267	7	0.149254745956789	0.396969210078401	-0.247714464121612	-34.914209407054	Intron	Hypo	LIMD2
LOC_00018862	chr3	56421463	56421681	219	9	0.179848622935537	0.388442944472203	-0.208594321536666	-34.8952810469353	Intron	Hypo	Pka-R2
LOC_00012271	chr15	53895733	53895820	88	7	0.269297301404072	0.0708268872254618	0.19847041417861	34.8798217727192	Intergenic	Hyper	tent2
LOC_00002769	chr7	37363606	37363877	272	8	0.430248935458777	0.656570156443976	-0.2263212209852	-34.7960030169786	Intron	Hypo	rrm2
LOC_00003591	chr4	22605081	22605337	257	7	0.169618817988197	0.441687491762683	-0.272068673774486	-34.787393714483	Intron	Hypo	ANK1
LOC_00018213	chr3	6541296	6541795	500	8	0.680660139716215	0.439193880421766	0.241466259294448	34.7175660191096	Intron	Hyper	LRP1
LOC_00015675	chr5	45607394	45607469	76	7	0.254162408690267	0.0490921798695529	0.205070228820714	34.706388941764	Intron	Hyper	SRL
LOC_00019391	chr29	24485543	24485914	372	7	0.580808871986029	0.246984583665234	0.333824288320795	34.6883754219795	Intron	Hyper	CBS
