win_id	chr	win_start	n_cpgs	mean_delta	sd_delta	mean_ctrl_entropy	mean_ctrl_beta	z_score	p_value	fdr	region	nearest_gene
chr14:41106000	chr14	41106000	11	0.183657836111709	0.144193500867572	0.254446244983968	0.948244616339553	4.22435219705599	0.0000239629055313007	0.0136079254161146	Intron	LOC_00009560
chr14:42264000	chr14	42264000	6	0.171756014472976	0.0954412655890014	0.411867438260233	0.913072846693536	4.40809950618841	0.0000104281635603435	0.00744629583971909	Intron	LOC_00009583
chr14:45840000	chr14	45840000	13	0.171117325428094	0.140385898193966	0.13972800828036	0.0284530344810937	4.39483095445101	0.0000110858988757427	0.00778865939112717	Intron	LOC_00009645
chr14:46273000	chr14	46273000	19	0.328494552825939	0.323083638651395	0.387966373978399	0.301212141967645	4.43190056063729	0.00000934060955739946	0.00687788962965613	Intergenic	LOC_00009652
chr14:47265000	chr14	47265000	31	0.24773515353153	0.267127939200603	0.0380988295015529	0.00875379101185553	5.16355931686071	0.000000242297751667687	0.000387814811560364	Intergenic	LOC_00009682
chr14:48721000	chr14	48721000	12	0.148100688832997	0.0878410685320299	0.0208235275801133	0.00347222222222222	5.84050084958073	0.00000000520441199209551	0.0000144452557141828	Intron	LOC_00009704
chr14:49537000	chr14	49537000	17	0.131347552976633	0.114510852354902	0.00000000346619761090596	0	4.72933196681325	0.00000225259801582339	0.00230861157604136	Intergenic	LOC_00009707
chr14:49819000	chr14	49819000	15	0.169488459699519	0.142945168797472	0.00000000346619761090596	0	4.5921522728804	0.00000438698078735118	0.00396316150881153	Intergenic	LOC_00009707
chr14:52807000	chr14	52807000	15	0.0866345973833785	0.0856303631342675	0.00000000346619761090596	0	3.91840394679975	0.0000891372365541125	0.0334334359685847	Intergenic	LOC_00009714
chr14:54531000	chr14	54531000	32	0.153820566641147	0.202625197430246	0.00694640431680669	0.00111607142857143	4.29433524111849	0.0000175217544698799	0.0108612871936491	Intergenic	LOC_00009741
chr14:55663000	chr14	55663000	37	0.0722951950267333	0.108357657425233	0.00000000346619761090596	0	4.05836111520449	0.0000494183095422732	0.0225558723459046	Intergenic	LOC_00009746
chr14:56075000	chr14	56075000	19	0.142295434514963	0.160767952530677	0.483486349771071	0.87702190865644	3.85805385597342	0.00011429346700417	0.0397590604072325	Intergenic	LOC_00009750
chr14:56517000	chr14	56517000	9	0.215326748302984	0.152139077298827	0.136537403925416	0.969876543209877	4.24598503144682	0.0000217635160299495	0.0126966867174901	Intron	LOC_00009757
chr14:59465000	chr14	59465000	9	0.27119475216873	0.182338578229096	0.127983548707081	0.0217051467051467	4.46194252696199	0.00000812200121450221	0.00617969436473765	Intergenic	LOC_00009788
chr14:60130000	chr14	60130000	8	0.179595298665343	0.121481923436865	0.541836691578326	0.847805111877287	4.18146338031886	0.0000289638904370539	0.0155183636305375	Intergenic	LOC_00009796
chr14:60241000	chr14	60241000	17	0.241959244922996	0.238151296335144	0.319864865580803	0.92696097597641	4.18903251531446	0.0000280146261659679	0.0152218522950369	Intron	LOC_00009800
chr14:60751000	chr14	60751000	6	0.129997612196894	0.0831927500030862	0.65261065255852	0.635577931127467	3.82759095775514	0.000129403570688196	0.0429387255861548	Intron	LOC_00009811
chr14:60857000	chr14	60857000	38	0.149157473325794	0.205738591222488	0.162467220400061	0.969416464598353	4.46911010595321	0.00000785456928959064	0.00605187124752201	Intron	LOC_00009813
chr14:61120000	chr14	61120000	13	0.21453338708772	0.188993521065196	0.135421187524437	0.975423367900743	4.09279176917872	0.0000426210438373315	0.0202646829312522	Exon	LOC_00009820
chr14:61349000	chr14	61349000	7	0.36156171277875	0.22064215899029	0.276935359207094	0.945256628292343	4.33553759622717	0.0000145404318661066	0.00942216773275459	Intron	LOC_00009824
chr14:61524000	chr14	61524000	12	0.286885365073832	0.192598763252352	0.0130409250861563	0.00189393939393939	5.15995035341697	0.000000247015337673381	0.000393762810326502	Intron	LOC_00009834
chr15:3601000	chr15	3601000	6	0.446057502131991	0.196193385943356	0.161361875940746	0.0304232804232804	5.56906274342627	0.0000000256113254559549	0.0000586634123217067	Intergenic	LOC_00011710
chr15:4336000	chr15	4336000	5	0.28885384350285	0.152611800515403	0.498013051293623	0.766440335027292	4.23228628096337	0.0000231327695002751	0.0132529872222846	Exon	LOC_00011715
chr15:4351000	chr15	4351000	8	0.445340154281405	0.201592649304957	0.267719238149751	0.938740079365079	6.24830407483119	0.000000000414933284592477	0.00000152007458417473	Intron	LOC_00011716
chr15:4762000	chr15	4762000	10	0.193129492059514	0.128073877322383	0.520148449213004	0.857419412007766	4.76856866542863	0.00000185539434195722	0.00195590896251468	Intron	LOC_00011719
chr15:8614000	chr15	8614000	28	0.109510703983782	0.131483793680044	0.00000000346619761090596	0	4.40720609789757	0.0000104712542353475	0.00746351141532018	Intergenic	LOC_00011735
chr15:8875000	chr15	8875000	7	0.195146733767502	0.0945279099431888	0.50016692491476	0.873787684954353	5.46198183188057	0.0000000470848277100211	0.0000995380852116896	Intron	LOC_00011735
chr15:11536000	chr15	11536000	5	0.0573768024228912	0.0202191127488521	0.878723076103246	0.691688339442719	6.34540358633903	0.000000000221843096055	0.000000855198610495082	Intergenic	LOC_00011753
chr15:11812000	chr15	11812000	6	0.15337441106109	0.098316744517564	0.333012761532725	0.932007876860818	3.82121121425491	0.000132797855548432	0.0436719094396143	Intergenic	LOC_00011756
chr15:11869000	chr15	11869000	17	0.138508919208374	0.142950256547784	0.462946695861169	0.882972229497492	3.99500440067676	0.0000646930512975082	0.0270998870257876	Exon	LOC_00011758
chr15:13925000	chr15	13925000	7	0.218176861650989	0.106507137462315	0.306729722984599	0.914515455304929	5.41974680299061	0.0000000596835034676604	0.000121806079660943	Intron	LOC_00011773
chr15:14383000	chr15	14383000	6	0.11256452161869	0.055446357583292	0.673576765221826	0.799264586067922	4.97283596478054	0.000000659804881303885	0.000883450276831521	Intron	LOC_00011784
chr15:14423000	chr15	14423000	5	0.177584416373713	0.0869676863566538	0.252394109641334	0.951340377458799	4.56595827015316	0.00000497217680308235	0.00431588239339868	Exon	LOC_00011784
chr15:22162000	chr15	22162000	18	0.187692757910314	0.187247400691623	0.24503037939945	0.9380862962882	4.25273156501313	0.000021117866129314	0.0124445190923343	Intron	LOC_00011858
chr15:22219000	chr15	22219000	8	0.218864259931459	0.16268153138582	0.0414132046651465	0.0076219512195122	3.80523593645982	0.000141669083981878	0.0453387506007393	Intron	LOC_00011859
chr15:22500000	chr15	22500000	25	0.126337102546277	0.159556005139098	0.0506377728437855	0.0103293650793651	3.95902060960159	0.0000752577430975518	0.0298173978440725	Intron	LOC_00011862
chr15:23287000	chr15	23287000	6	0.366948631781996	0.136047163056419	0.348454826265915	0.92852788551318	6.6068037692603	0.0000000000392706012100664	0.000000178170868730845	Intron	LOC_00011873
chr15:25053000	chr15	25053000	24	0.221297668016325	0.24589749013816	0.0360419245732341	0.00540773704746817	4.40888085196199	0.0000103906167154893	0.00743408373817488	Intergenic	LOC_00011902
chr15:25072000	chr15	25072000	16	0.249614993760411	0.21402367154644	0.00000000346619761090596	0	4.66518477992279	0.00000308339834115886	0.00296433694751113	Intergenic	LOC_00011903
chr15:26046000	chr15	26046000	25	0.137136120797386	0.16955284274182	0.00765733352011744	0.00117647058823529	4.04405253783344	0.0000525351387206913	0.0235096938060852	Intergenic	LOC_00011909
chr15:26437000	chr15	26437000	12	0.29238374223855	0.198270926534611	0.00000000346619761090596	0	5.10839895405328	0.000000324900076910457	0.000495166606750892	Intergenic	LOC_00011915
chr15:26942000	chr15	26942000	6	0.148151060496324	0.0810624003478198	0.56976266795192	0.86329220049311	4.47673029062921	0.0000075794903123034	0.00590160128164333	Intergenic	LOC_00011920
chr15:27122000	chr15	27122000	6	0.207956636227738	0.118798479752539	0.339874813366006	0.924109232780632	4.28782967967778	0.0000180427351656159	0.0111141458479368	Exon	LOC_00011922
chr15:27157000	chr15	27157000	7	0.142911812688308	0.0775033938921248	0.184261220862976	0.967290385053543	4.87861365546121	0.00000106834095807594	0.00126529862380171	Intron	LOC_00011924
chr15:28943000	chr15	28943000	13	0.120421345748157	0.102934156893236	0.0170988363292353	0.00274725274725275	4.21808804637799	0.0000246382615982602	0.0138861972215964	Intron	LOC_00011941
chr15:29349000	chr15	29349000	6	0.604452242694527	0.1314874828533	0.00000000346619761090596	0	11.2603841548509	0.0000000000000000000000000000205859363186058	0.000000000000000000000000263952204196632	Intergenic	LOC_00011945
chr15:30874000	chr15	30874000	12	0.174313272450373	0.148041122898541	0.583606360910304	0.844244682726687	4.07885914948864	0.0000452572447897712	0.0211515041030724	Intergenic	LOC_00011978
chr15:32598000	chr15	32598000	5	0.130880915654293	0.0534435021685328	0.46761127175519	0.876923694411311	5.47603754405023	0.000000043495544344113	0.0000927816591586743	Intron	LOC_00011999
chr15:35961000	chr15	35961000	16	0.240380306565449	0.198802119993817	0.207478657652816	0.961523719336219	4.83657430962859	0.00000132095903550081	0.00149829905616971	Intron	LOC_00012046
chr15:37340000	chr15	37340000	5	0.174445382752354	0.00792069083510375	0.00000000346619761090596	0	49.2471859230348	0	0	Intergenic	XLOC_019836U_lncRNA
chr15:38518000	chr15	38518000	18	0.176403007992595	0.104072232466994	0.00000000346619761090596	0	7.19129936293973	0.000000000000641775915452396	0.00000000358792581593304	Intergenic	LOC_00012081
chr15:39945000	chr15	39945000	8	0.324945241318953	0.144933298997621	0.00000000346619761090596	0	6.34142699407408	0.000000000227646628670853	0.000000874712520388732	Intron	LOC_00012092
chr15:41217000	chr15	41217000	13	0.228159901578432	0.17057831721283	0.0862891505910367	0.984237422496532	4.82266584397974	0.00000141652166077055	0.00158387213301623	Intergenic	LOC_00012104
chr15:41912000	chr15	41912000	12	0.0899643522071731	0.0783489586890731	0.372686243431823	0.895665051707394	3.97766177113409	0.0000695962726005473	0.0284116967506429	Exon	LOC_00012126
chr15:43875000	chr15	43875000	7	0.183373537662079	0.113868257477626	0.443852029467498	0.893231896513546	4.26072013773746	0.0000203769263509797	0.0121521993119661	Intron	LOC_00012144
chr15:46229000	chr15	46229000	24	0.161186679838689	0.207421314820688	0.242396434004491	0.946020536839035	3.80698694615319	0.000140670167308032	0.045172377501077	Intergenic	LOC_00012175
chr15:47452000	chr15	47452000	27	0.226535255568028	0.308875026213931	0.147697298380624	0.0306814507164238	3.81096436146634	0.000138425724598014	0.0448106179132915	Exon	LOC_00012194
chr15:48816000	chr15	48816000	11	0.231641023270427	0.193518047432385	0.332243650693402	0.921514887490936	3.969998511433	0.0000718730808340782	0.0290156881791689	Intron	LOC_00012214
chr15:49513000	chr15	49513000	35	0.0844270826869184	0.131401071754027	0.00779734683799432	0.00110044017607043	3.80116653816296	0.000144016460996715	0.0458443727240046	Intron	LOC_00012224
chr15:49578000	chr15	49578000	27	0.0805378501289937	0.110866500484328	0.00579596863062368	0.000841750841750842	3.77469247463541	0.000160205173556597	0.0488777114629245	Intron	LOC_00012224
chr15:49740000	chr15	49740000	14	0.259302902997008	0.248002154503813	0.423924241592361	0.901182698603917	3.91215400669337	0.0000914765427693361	0.0339759605976408	Intron	LOC_00012226
chr15:49866000	chr15	49866000	6	0.402668234592965	0.245588474032889	0.147135409626284	0.0305555555555556	4.01619707221273	0.000059144802984833	0.0255267398345668	Intron	LOC_00012226
chr15:50002000	chr15	50002000	8	0.238444223706171	0.168449711732512	0.020290775554847	0.00297619047619048	4.00369999528718	0.0000623594359955629	0.0265178443577945	Intron	LOC_00012228
chr15:52261000	chr15	52261000	10	0.219380302749484	0.131708871617972	0.00000000346619761090596	0	5.26723387683327	0.000000138494718839103	0.000246327306152418	Intergenic	LOC_00012244
chr15:53177000	chr15	53177000	10	0.171187731438363	0.129034388461968	0.60133030772163	0.743743261975086	4.19534005837517	0.0000272462495661099	0.0148728589354114	Intron	LOC_00012264
chr15:53658000	chr15	53658000	11	0.118078868117571	0.0841427668385002	0.07595536526655	0.0125701915692616	4.65427173279799	0.00000325127798757623	0.00310046547371274	Intergenic	LOC_00012269
chr15:54067000	chr15	54067000	8	0.12411891387188	0.0585554232606093	0.439871914723919	0.894080911845058	5.99536786074984	0.00000000203025326353073	0.0000062367952733838	Exon	LOC_00012274
chr15:55794000	chr15	55794000	8	0.158640818661104	0.102472417167707	0.4593711354323	0.896707327753486	4.37877827999954	0.0000119346475993914	0.00821032409736372	Intron	LOC_00012289
chr15:56129000	chr15	56129000	37	0.103658241096035	0.163457653602093	0.0466219854163831	0.00654309698546831	3.85744228551379	0.000114579722349047	0.0398027502706304	Intron	LOC_00012299
chr15:58331000	chr15	58331000	8	0.165830300158571	0.103064713790083	0.654009240136061	0.826908142919172	4.55091662146	0.00000534127126963411	0.00454594210415372	Intron	LOC_00012325
chr15:58980000	chr15	58980000	16	0.163861745440919	0.170970796915427	0.301976803214336	0.937972263012488	3.83367799407228	0.000126241376632695	0.0422411367586737	Intron	LOC_00012342
chr15:59156000	chr15	59156000	14	0.170584976908507	0.128529913550537	0.657068123958486	0.806829288039326	4.96592988581926	0.000000683726557353849	0.000901160005935536	Promoter	LOC_00012347
chr15:62242000	chr15	62242000	8	0.220637902412802	0.133000752404667	0.385679702075816	0.90896345850983	4.69214058303006	0.00000270361234893415	0.0026822858727183	Intron	LOC_00012389
chr16:1356000	chr16	1356000	7	0.126997553493166	0.0855624601784219	0.197621339742522	0.962186575034872	3.92700189961668	0.0000860113021089049	0.032608706312839	Intron	LOC_00004781
chr16:4683000	chr16	4683000	20	0.228535262152912	0.234646587812692	0.309954081740747	0.925381816326089	4.35566002636758	0.0000132666552022632	0.00880636631381825	Intron	LOC_00004814
chr16:5628000	chr16	5628000	14	0.160384746618656	0.138693719031096	0.374211203642456	0.909824557132741	4.32683452505167	0.000015126751375066	0.00970828813047158	Intron	LOC_00004829
chr16:7454000	chr16	7454000	6	0.43699933884784	0.0699887906605939	0.11464706170565	0.0154199973144027	15.2942405206253	0.0000000000000000000000000000000000000000000000000000835295509588755	0.00000000000000000000000000000000000000000000000197066424863319	Intergenic	LOC_00004844
chr16:7466000	chr16	7466000	17	0.189806532276803	0.130419375137105	0.564881348715345	0.855302896351719	6.0005837337187	0.00000000196609430256921	0.00000607132494055234	Exon	LOC_00004845
chr16:11022000	chr16	11022000	21	0.116806070334839	0.116643235914493	0.254829220335412	0.95202942347106	4.58897298881631	0.00000445432056150167	0.00398987644045663	Intron	LOC_00004910
chr16:11784000	chr16	11784000	8	0.190522222779024	0.117824175204885	0.38684430082733	0.911060037486668	4.57357941897809	0.00000479461818466154	0.00422580588296902	Exon	LOC_00004918
chr16:12844000	chr16	12844000	37	0.0936997477190223	0.143526581228158	0.0226231018955163	0.00394144144144144	3.9710645209171	0.000071552196134721	0.0289452925777214	Intergenic	LOC_00004929
chr16:13159000	chr16	13159000	5	0.0752562231170591	0.0246479898692739	0.448371258354304	0.887099969174273	6.82725169525528	0.0000000000086556760289275	0.0000000438215331026587	Intron	LOC_00004934
chr16:13213000	chr16	13213000	7	0.219112923711183	0.101293587205924	0.753260401638168	0.77780612244898	5.7231491269188	0.0000000104567401060376	0.0000265268606895142	Intron	LOC_00004936
chr16:13632000	chr16	13632000	6	0.177661102212275	0.0875621400146985	0.294916589815647	0.92297613819353	4.96994531526377	0.000000669717873473541	0.000890657573421344	Intron	LOC_00004946
chr16:14346000	chr16	14346000	9	0.166194452588621	0.128154028767328	0.229204698436789	0.955673976255397	3.89050084934181	0.000100037526795005	0.0361982722071933	Exon	LOC_00004962
chr16:14472000	chr16	14472000	6	0.0722217115714032	0.0431188563765815	0.625356024378147	0.828106168954996	4.10276052211064	0.000040824975286416	0.019761181030914	Intron	LOC_00004964
chr16:14977000	chr16	14977000	6	0.115897333624225	0.0413267763763202	0.215968061731194	0.963019933310403	6.86937997155581	0.00000000000644815449046243	0.0000000330712106443208	Intron	LOC_00004973
chr16:14980000	chr16	14980000	14	0.175466018784821	0.160202375840797	0.271846893803133	0.941681856866594	4.09815223943044	0.0000416461346499823	0.0200056015709695	Intron	LOC_00004973
chr16:15002000	chr16	15002000	17	0.112841132229369	0.109391863000775	0.120620713373882	0.980061579930629	4.2531125655359	0.0000210819534028506	0.01243881172656	Intron	LOC_00004973
chr16:15537000	chr16	15537000	13	0.209082922721031	0.191326708525833	0.0386121852115724	0.0064550833781603	3.94016708123512	0.000081424878450499	0.0313480732841567	Intron	LOC_00004979
chr16:16105000	chr16	16105000	25	0.337976692972942	0.246024856077604	0.214605371176256	0.0458493845734475	6.86875095389414	0.00000000000647664595109269	0.0000000330735392791078	Intron	LOC_00004988
chr16:16730000	chr16	16730000	8	0.166831087352176	0.0827138573467834	0.474222723528071	0.891727548200439	5.70484303179637	0.0000000116450351688028	0.0000293519829719194	Intron	LOC_00005000
chr16:17670000	chr16	17670000	31	0.153851319561069	0.17990902143056	0.00000000346619761090596	0	4.76133930035924	0.00000192312401962604	0.00201828957220221	Intron	LOC_00005019
chr16:18701000	chr16	18701000	5	0.324452268241354	0.150462176567643	0.00000000346619761090596	0	4.82179205293831	0.0000014227422204459	0.00158779243218979	Intron	LOC_00005041
chr16:19005000	chr16	19005000	17	0.167310684870113	0.160408661283851	0.0925959391705818	0.0151936268672747	4.30051357883476	0.0000170402728946058	0.0106467498687541	Intron	LOC_00005048
chr16:20288000	chr16	20288000	40	0.0934297853918086	0.132491923467395	0.0130397617662677	0.00221153846153846	4.45990842923418	0.00000819946780450081	0.00622410837259527	Intergenic	LOC_00005067
chr16:20743000	chr16	20743000	27	0.0676481539211012	0.0871074433501097	0.00000000346619761090596	0	4.035362597843	0.0000545180369842271	0.024163577186473	Intergenic	LOC_00005075
chr16:20809000	chr16	20809000	9	0.196835646076753	0.102253293665511	0.446243067440116	0.905291503300661	5.77494295843332	0.00000000769791590443082	0.0000205443965092774	Intron	LOC_00005078
chr16:20872000	chr16	20872000	6	0.121237507967033	0.0713466602561765	0.624702960771472	0.83355430801083	4.16235365663289	0.0000314984008287017	0.0164772395050794	Intron	LOC_00005079
chr16:22099000	chr16	22099000	5	0.243284894107726	0.126104514142672	0.355482315878272	0.928956704430108	4.31389442972868	0.0000160403565463015	0.0101455986217184	Intron	LOC_00005111
chr16:22859000	chr16	22859000	13	0.185478686882416	0.159801142769914	0.338971846115949	0.923861456653522	4.18490696917711	0.0000285282912805767	0.0154066266096781	Intron	LOC_00005129
chr16:24293000	chr16	24293000	5	0.156355754616628	0.0891158468526024	0.00000000346619761090596	0	3.92323148288464	0.0000873691316160074	0.0330165727713455	Intergenic	LOC_00005151
chr16:25569000	chr16	25569000	10	0.132905137603011	0.0976991497836384	0.349234153335302	0.919168474597314	4.30180762569941	0.0000169410366243133	0.0105959716669189	Intron	LOC_00005170
chr16:27247000	chr16	27247000	11	0.196779975016489	0.14725321270886	0.0213812196801107	0.0034965034965035	4.43212974018822	0.00000933068422237207	0.00687487261279124	Intergenic	XLOC_021174U_lncRNA
chr16:27514000	chr16	27514000	40	0.100437170840985	0.122368614251232	0.00305729330627704	0.000416666666666667	5.1910405873991	0.000000209122029523806	0.000342142493188491	Promoter	LOC_00005188
chr16:27802000	chr16	27802000	13	0.177318787897845	0.169091273892527	0.00000000346619761090596	0	3.78098743448556	0.000156207559217089	0.0480860431135756	Intergenic	LOC_00005197
chr16:28647000	chr16	28647000	10	0.135448192390212	0.113047217876811	0.356538291933307	0.911669654906497	3.78890167268433	0.000151314784801692	0.047258167265702	Intron	LOC_00005220
chr16:28672000	chr16	28672000	12	0.284584015343605	0.186316492877845	0.199167878616109	0.953704281171074	5.29114697237517	0.000000121551633783197	0.000220931987357425	Intron	LOC_00005220
chr16:28781000	chr16	28781000	11	0.170525858248538	0.138207917636997	0.297716581127455	0.944377489744967	4.09216996054598	0.0000427355234493766	0.0203109270374203	Intron	LOC_00005224
chr16:29374000	chr16	29374000	25	0.0928999733981704	0.11096596109694	0.0122485376164182	0.00180555555555556	4.18596714162702	0.0000283954427129844	0.0153721250704605	Intron	LOC_00005234
chr16:29950000	chr16	29950000	19	0.565135512048286	0.198827672548237	0.307991304815733	0.933707849168376	12.3894654846245	0.0000000000000000000000000000000000298023151719351	0.000000000000000000000000000000488269955908795	Intron	LOC_00005244
chr16:34889000	chr16	34889000	30	0.0900385551107612	0.123364273636178	0.00000000346619761090596	0	3.99760370046659	0.0000639869614553611	0.0269284207844932	Intergenic	LOC_00005297
chr16:36418000	chr16	36418000	18	0.213823613856611	0.189497637664323	0.00000000346619761090596	0	4.787272153872	0.0000016906350318171	0.00182461901817668	Intergenic	LOC_00005304
chr16:37914000	chr16	37914000	8	0.311663011072266	0.226366256644544	0.503531211126163	0.83173854627659	3.89420281699091	0.0000985221939942461	0.0358810895343274	Intron	LOC_00005313
chr16:38199000	chr16	38199000	9	0.151804189362116	0.0872127352532299	0.00000000346619761090596	0	5.22185855957868	0.000000177136246441497	0.000300220741614318	Intron	LOC_00005315
chr16:38436000	chr16	38436000	16	0.115359804631812	0.108368822321389	0.66137939896204	0.813017879246484	4.25804404479693	0.0000206223324274823	0.0122613590728019	Intron	LOC_00005320
chr16:38497000	chr16	38497000	12	0.157554965263159	0.104766387837799	0.386392900286613	0.887180665034284	5.20955643222213	0.000000189292628431455	0.000317178351765542	Intergenic	LOC_00005322
chr16:38577000	chr16	38577000	22	0.181588143361724	0.223325865173112	0.364838216942862	0.912971829960321	3.81381658931754	0.000136837036886676	0.0444426878549828	Intron	LOC_00005323
chr16:38744000	chr16	38744000	19	0.232536399496075	0.267541235482026	0.015146158793562	0.00216468590831919	3.78858482981885	0.00015150786048021	0.0472619127025995	Intron	LOC_00005325
chr16:40407000	chr16	40407000	8	0.263458761131663	0.189478332197854	0.292516623909849	0.931086389101095	3.93276580806459	0.0000839740413038683	0.032036721402623	Intron	LOC_00005346
chr16:41194000	chr16	41194000	8	0.306494768523644	0.0977400518656925	0.00000000346619761090596	0	8.86942558692632	0.000000000000000000735241706513279	0.00000000000000642449301539927	Intergenic	LOC_00005354
chr16:41961000	chr16	41961000	8	0.170852761725387	0.0779872513697377	0.259372350666246	0.953430555130923	6.19645617859794	0.00000000057748597929087	0.00000206428663144568	Exon	LOC_00005357
chr16:44647000	chr16	44647000	34	0.117889174095893	0.122064018016539	0.00000000346619761090596	0	5.631521182459	0.0000000178627031516697	0.0000419745413435771	Intergenic	LOC_00005404
chr16:49046000	chr16	49046000	13	0.149871049363904	0.137137593398286	0.435428100908129	0.893460636353613	3.94033276943815	0.0000813686576427492	0.0313468900382748	Exon	LOC_00005461
chr16:50754000	chr16	50754000	8	0.118946871857804	0.0854056250780316	0.49497920374459	0.876679955650085	3.93923185339299	0.000081742906215469	0.0314493191555671	Exon	LOC_00005475
chr16:54501000	chr16	54501000	8	0.163976071336	0.0753806017947218	0.319976232252232	0.91208485410788	6.15270184813694	0.000000000761739285444872	0.00000261971911847162	Intron	LOC_00005496
chr16:54677000	chr16	54677000	11	0.201758191041152	0.173925730127853	0.103844320558867	0.015269935378631	3.84736759519393	0.000119393763649839	0.0408451984810663	Intergenic	LOC_00005500
chr16:55792000	chr16	55792000	28	0.120778827946575	0.145405689505122	0.00000000346619761090596	0	4.39529902132528	0.0000110620371164215	0.0077811635571319	Intergenic	LOC_00005511
chr16:55871000	chr16	55871000	14	0.15533576241772	0.153855529635559	0.156371668296061	0.966706017057679	3.77765559845107	0.000158311596514877	0.0484429789344942	Intron	LOC_00005512
chr17:5940000	chr17	5940000	8	0.147754054401876	0.110014894544355	0.456384174880938	0.882575093035619	3.79868177842954	0.000145467720129942	0.0461157692790653	Intron	LOC_00019563
chr17:5948000	chr17	5948000	10	0.234979264227579	0.15867728467046	0.247541392178497	0.956111905669972	4.68289887498944	0.00000282846071840977	0.00276659341717351	Intron	LOC_00019563
chr17:8065000	chr17	8065000	35	0.128584005688048	0.141721274699845	0.165741047932017	0.0473582766439909	5.36767142471839	0.0000000797596873232339	0.000154855808205296	Exon	LOC_00019568
chr17:8578000	chr17	8578000	24	0.242455094358354	0.283811025251402	0.0980115218501989	0.9830573574817	4.18511765841543	0.0000285018431846719	0.0154014533941117	Intron	LOC_00019576
chr17:9191000	chr17	9191000	9	0.209486190972512	0.137548958099359	0.489681639789091	0.860087573432739	4.5689809766757	0.00000490101259363043	0.00426982080997852	Intron	LOC_00019585
chr17:10137000	chr17	10137000	11	0.275601053811964	0.106797080589795	0.00000000346619761090596	0	8.55889769900864	0.0000000000000000113951774403327	0.000000000000092703383498915	Intron	LOC_00019594
chr17:11186000	chr17	11186000	15	0.0963635121386759	0.0965570941796537	0.00000000346619761090596	0	3.86521861356709	0.00011098974171624	0.0389660208669801	Exon	LOC_00019604
chr17:11350000	chr17	11350000	13	0.0903557863551401	0.0850110289929321	0.861515803549407	0.685861502063911	3.8322371179087	0.0001269832584482	0.0423740080095967	Intron	LOC_00019602
chr17:11458000	chr17	11458000	26	0.156455708897656	0.211558075376916	0.162990317536832	0.96775634818398	3.7709300921783	0.000162640234126241	0.0493901691041353	Intron	LOC_00019602
chr17:12882000	chr17	12882000	17	0.133642135738606	0.125523032234356	0.00832003517652838	0.00117647058823529	4.38979709042268	0.0000113456477169138	0.00792395755208616	Exon	LOC_00019623
chr17:12994000	chr17	12994000	8	0.219283791710349	0.151493021527198	0.33678836265432	0.91922295273163	4.09410425799312	0.0000423803592742311	0.0201910656258944	Intron	LOC_00019626
chr17:14066000	chr17	14066000	19	0.0833058218303649	0.0874210113315906	0.00000000346619761090596	0	4.15371148464336	0.0000327125591861002	0.0169768683588503	Exon	LOC_00019640
chr17:14885000	chr17	14885000	35	0.131373091516159	0.170106499939401	0.0174410357290178	0.00342857142857143	4.5689829079954	0.00000490096743755802	0.00426982080997852	Intergenic	LOC_00019657
chr17:15289000	chr17	15289000	6	0.157759254356502	0.097784240100664	0.406820663619266	0.903571428571429	3.95186049385426	0.0000775459451480397	0.0302997102886637	Intergenic	LOC_00019662
chr17:15897000	chr17	15897000	11	0.108619086688024	0.0942395332456947	0.0263209766101981	0.00374961738598102	3.8226924859236	0.000132002361447987	0.0435194962587021	Intergenic	LOC_00019665
chr17:16083000	chr17	16083000	17	0.16037548143626	0.165872033555233	0.708730634292043	0.756799275311386	3.98647701814545	0.0000670616201293042	0.0277861943795398	Intron	LOC_00019667
chr17:16442000	chr17	16442000	30	0.159680639348405	0.191687467521464	0.067049910639382	0.011766058016058	4.56267116983928	0.00000505068864888021	0.00435518888500053	Intergenic	LOC_00019670
chr17:17247000	chr17	17247000	6	0.152475282892956	0.0933219878773162	0.333699002314404	0.929491341991342	4.00212907986118	0.0000627750333426368	0.0266178100671008	Intron	LOC_00019674
chr17:17741000	chr17	17741000	15	0.175865586011393	0.11148102318014	0.00000000346619761090596	0	6.10977964108308	0.000000000997687978044185	0.00000332455844731203	Promoter	LOC_00019674
chr17:18663000	chr17	18663000	11	0.115296025367743	0.0672713926068715	0.846872617037374	0.721405807502064	5.68434279633216	0.0000000131316648716736	0.0000323897450434279	Intron	LOC_00019687
chr17:19240000	chr17	19240000	8	0.333637138791679	0.187828926300889	0.284456523127406	0.886410984848485	5.02408415873816	0.000000505840535771167	0.000713696269425616	Exon	LOC_00019695
chr17:19483000	chr17	19483000	18	0.157187427256245	0.157375692226091	0.37560843505894	0.54897552851876	4.23756531232838	0.0000225956700652741	0.0130084562801702	Intron	XLOC_021510U_lncRNA
chr17:21103000	chr17	21103000	5	0.0932167720137152	0.0494319268689739	0.751688597128663	0.773697691197691	4.21668852639031	0.0000247916031669303	0.01395928196629	Intron	LOC_00019710
chr17:21178000	chr17	21178000	18	0.144189346832954	0.121868429476622	0.0193301019265284	0.00292022792022792	5.01970520297871	0.000000517508368871554	0.000726742547138847	Intergenic	LOC_00019713
