chr	start	end	length	nCG	meanMethy1	meanMethy2	diff.Methy	areaStat	annotation	in_te	nearest_gene
chr26	31479836	31480077	242	11	0.587325925289484	0.372178590549568	0.215147334739916	44.9652600631327	Promoter	TRUE	LOC_00018044
chr15	8831402	8831591	190	10	0.0211590116279325	0.204018700201336	-0.182859688573403	-44.8857075206162	Intergenic	FALSE	LOC_00011735
chr8	13202163	13202596	434	9	0.600617264390711	0.322206294087849	0.278410970302862	44.8545670086184	Intron	TRUE	XLOC_040255U_lncRNA
chr4	36811274	36811566	293	8	0.355308508967951	0.0485994099110076	0.306709099056944	44.853947440364	Intergenic	TRUE	LOC_00003786
chr3	48664830	48665141	312	10	0.310673486181945	0.0801951432353866	0.230478342946559	44.8462644550094	Promoter	FALSE	XLOC_033388U_lncRNA
chr29	18016674	18017181	508	9	0.158098354616484	0.399890277042605	-0.241791922426122	-44.7994353440821	Promoter	TRUE	LOC_00019298
chr12	50114284	50114460	177	9	0.0886059851818081	0.305287106109831	-0.216681120928023	-44.6328581023115	Intron	TRUE	LOC_00025890
chr1	112785489	112785649	161	10	0.346753198717546	0.138858863495604	0.207894335221942	44.4658833459708	Intron	FALSE	LOC_00007063
chr12	58374967	58375206	240	11	0.155306182353862	0.367246999333441	-0.211940816979579	-44.4386290676554	Intron	TRUE	LOC_00026021
chr14	16924319	16924538	220	10	0.308218473213001	0.529000090854054	-0.220781617641053	-44.4265822702328	Exon	FALSE	LOC_00009203
chr16	23425833	23426051	219	12	0.462960962855507	0.66025996187293	-0.197298999017423	-44.4078810822414	Intergenic	TRUE	LOC_00005141
chr26	18611581	18612004	424	10	0.280854998304549	0.0743120306462969	0.206542967658252	44.3686760041533	Intergenic	TRUE	LOC_00017879
chr2	72960986	72961122	137	11	0.254347905817708	0.438395943956959	-0.184048038139251	-44.2385214529679	Intron	TRUE	LOC_00014183
chr1	86479579	86479983	405	8	0.566995502607319	0.21170546600806	0.355290036599259	44.1025259050681	Intron	TRUE	LOC_00006746
chr7	3073050	3073373	324	8	0.371608379365188	0.0792634081597091	0.292344971205479	44.0641808873694	Intergenic	FALSE	LOC_00002341
chr5	45793030	45793468	439	8	0.478966270752092	0.155599559173928	0.323366711578164	44.0551813190833	Intron	FALSE	LOC_00015679
chr23	5143793	5144175	383	9	0.727934525880457	0.484239074714807	0.24369545116565	43.89513972236	Exon	TRUE	LOC_00011119
chr9	39983897	39984050	154	8	0.218644493285102	0.0446900541774505	0.173954439107651	43.8568363403723	Intron	TRUE	LOC_00000529
chr10	26448184	26448715	532	9	0.410224840248158	0.712250539032891	-0.302025698784732	-43.8310157791361	Intron	FALSE	LOC_00017201
chr5	2070440	2071267	828	11	0.688762612245696	0.497036286011511	0.191726326234186	43.7955523852019	Exon	TRUE	XLOC_035880U_lncRNA
chr18	8197045	8197373	329	10	0.463238811734387	0.687573041904576	-0.224334230170189	-43.7377824822927	Promoter	FALSE	LOC_00020779
chr28	33519992	33520340	349	7	0.400417121616004	0.100862937928753	0.29955418368725	43.7274587367883	Intergenic	TRUE	XLOC_031549U_lncRNA
chr7	34121247	34121469	223	8	0.352620041147993	0.10443633634544	0.248183704802553	43.6730388955672	Intergenic	TRUE	LOC_00002749
chr5	34836156	34836305	150	9	0.394867439248881	0.60085703505644	-0.205989595807558	-43.6574933877034	Intron	TRUE	LOC_00015472
chr2	29969020	29969570	551	10	0.286699126195473	0.575923202267873	-0.2892240760724	-43.6351098097737	Intron	TRUE	LOC_00013441
chr15	33032813	33033050	238	8	0.245416446866389	0.0336864350648787	0.21173001180151	43.5893722235461	Intergenic	TRUE	LOC_00012008
chr1	40679271	40679565	295	8	0.0661442596847392	0.319470996720844	-0.253326737036105	-43.5304238090768	Intron	FALSE	LOC_00006167
chr5	46955772	46955954	183	8	0.283068023627928	0.0332777749946191	0.249790248633309	43.5240926979615	Intron	TRUE	LOC_00015701
chr12	12165280	12165740	461	8	0.464476066691168	0.177593153850389	0.286882912840779	43.5147864869161	Intron	FALSE	LOC_00025352
chr2	59139003	59139168	166	11	0.457846280827734	0.218846755265367	0.238999525562368	43.4648339021614	Intron	TRUE	LOC_00013916
chr22	28109518	28109613	96	8	0.243598327605165	0.0589227896237028	0.184675537981462	43.4262605946317	Intergenic	TRUE	LOC_00008666
chr2	26254654	26254933	280	9	0.435443242430059	0.166782591934883	0.268660650495175	43.3312214810788	Intergenic	TRUE	LOC_00013412
chr21	48511586	48511893	308	10	0.543144403108053	0.307931279248332	0.235213123859721	43.3178925979395	Exon	TRUE	LOC_00013023
chr21	48792350	48792815	466	10	0.311752642547292	0.0926755382509071	0.219077104296385	43.239018033668	Exon	TRUE	LOC_00013028
chr11	39985200	39985530	331	7	0.344297063807605	0.035693016923898	0.308604046883707	43.2333314004204	Intron	FALSE	LOC_00022985
chr12	23935303	23935886	584	9	0.737778100303544	0.454623169525289	0.283154930778255	43.1117599933691	Intron	FALSE	LOC_00025513
chr30	19947320	19947401	82	9	0.0845193502293465	0.245144479790877	-0.160625129561531	-43.0992640147725	Intergenic	TRUE	LOC_00023601
chr14	25978196	25978381	186	7	0.136784645258754	0.463955696534099	-0.327171051275345	-43.0448731413761	Intron	FALSE	LOC_00009349
chr2	23393459	23393855	397	8	0.414882810827284	0.143961234499327	0.270921576327956	42.7457244382758	Intergenic	TRUE	LOC_00013377
chr15	61448610	61448868	259	9	0.231311098649493	0.5365647074413	-0.305253608791807	-42.6831983781421	Intergenic	FALSE	LOC_00012382
chr13	9234643	9234843	201	7	0.0423261315420323	0.237761801080623	-0.195435669538591	-42.639130148828	Intron	FALSE	LOC_00009995
chr22	24578806	24579138	333	8	0.122126919986355	0.418831724175506	-0.29670480418915	-42.542452405184	Exon	FALSE	LOC_00008589
chr2	19065310	19065573	264	7	0.15628786216581	0.469606695630232	-0.313318833464423	-42.5285636918612	Intron	TRUE	LOC_00013305
chr19	50640739	50640861	123	6	0.355950188703334	0.00833890428240116	0.347611284420932	42.4829158676653	Intergenic	TRUE	LOC_00021882
chr12	52444630	52444970	341	9	0.0732623232611624	0.285978694233059	-0.212716370971897	-42.356553756174	Intron	TRUE	LOC_00025936
chr11	14070358	14070573	216	9	0.229485460647664	0.0343246585900836	0.195160802057581	42.1702937664133	Intron	TRUE	LOC_00022671
chr1	97426620	97426946	327	10	0.477600657151501	0.198931105067436	0.278669552084065	42.1681246354811	Intron	FALSE	LOC_00006897
chr4	48647243	48647361	119	9	0.523892782542905	0.233476375704062	0.290416406838844	42.0394141361731	Intron	TRUE	LOC_00003932
chr23	44992671	44993025	355	8	0.246684452368412	0.541736103094697	-0.295051650726285	-42.0161632448222	Intron	TRUE	LOC_00011690
chr4	35276813	35277063	251	8	0.392581687351336	0.63971905174734	-0.247137364396003	-42.0124955703027	Intron	FALSE	LOC_00003764
chr1	24312443	24312733	291	8	0.132538696489567	0.383803469221535	-0.251264772731969	-41.6997084723289	Exon	TRUE	LOC_00005909
chr1	92715079	92715152	74	8	0.203385373694177	0.0407692157583431	0.162616157935834	41.6305517290205	Intron	FALSE	LOC_00006822
chr10	15094111	15094446	336	11	0.453959269067482	0.677928247130544	-0.223968978063062	-41.5324201958373	Intron	FALSE	LOC_00017066
chr1	54950571	54950795	225	8	0.336586468194783	0.626968137045523	-0.29038166885074	-41.4948417797356	Promoter	TRUE	LOC_00006350
chr11	9230280	9230538	259	7	0.821335776487556	0.535531313056924	0.285804463430633	41.4283605748214	Intergenic	TRUE	LOC_00022609
chr1	38195749	38195925	177	8	0.181875481176424	0.0188209198757249	0.163054561300699	41.2317304746279	Intron	TRUE	LOC_00006124
chr21	12949533	12949870	338	7	0.533481815535821	0.2547475082077	0.278734307328121	41.0859746155303	Intergenic	TRUE	LOC_00012505
chr11	20016744	20017042	299	6	0.479868468748548	0.0860859826961901	0.393782486052358	41.0703136299528	Exon	FALSE	LOC_00022738
chr4	12938111	12938405	295	9	0.514227896709771	0.771264488274291	-0.25703659156452	-41.0530567376014	Intron	FALSE	LOC_00003420
chr1	33911889	33912333	445	7	0.631580175552838	0.308752112559904	0.322828062992934	41.0365820798279	Promoter	TRUE	LOC_00006049
chr1	65183004	65183384	381	7	0.552387114531296	0.208105600274586	0.34428151425671	40.9878772870541	Intron	FALSE	LOC_00006462
chr24	9260953	9261036	84	7	0.194834365550348	0.0314423829597063	0.163391982590641	40.9635189399511	Intron	TRUE	LOC_00016435
chr6	27125725	27126530	806	10	0.522374802610451	0.754509518261215	-0.232134715650764	-40.9151426392994	Intergenic	FALSE	LOC_00007587
chr16	47909111	47909402	292	9	0.368639543462047	0.135783059457268	0.232856484004779	40.870255850041	Intron	FALSE	LOC_00005438
chr12	53664419	53664669	251	9	0.0759187879326281	0.314750979183055	-0.238832191250426	-40.8591148170369	Intergenic	TRUE	LOC_00025948
chr7	5232913	5233177	265	9	0.263261187935609	0.0776078777769077	0.185653310158701	40.8229059038715	Intergenic	TRUE	LOC_00002365
chr18	28820486	28821240	755	10	0.592775324217653	0.364492195618951	0.228283128598702	40.6094738025445	Intron	FALSE	LOC_00021017
chr24	1808102	1808414	313	7	0.295720645845753	0.0428433014638959	0.252877344381857	40.6065826672319	Intergenic	FALSE	LOC_00016241
chr18	15388419	15388586	168	8	0.931154551057488	0.76467668111805	0.166477869939438	40.5390462181564	Intron	TRUE	LOC_00020856
chr18	29662305	29662732	428	8	0.40123270022962	0.713758063322624	-0.312525363093004	-40.4114313999894	Intergenic	TRUE	LOC_00021034
chr17	19306009	19306178	170	10	0.220137561047011	0.428334302560523	-0.208196741513511	-40.2909174285812	Intron	TRUE	LOC_00019696
chr16	48180455	48180816	362	10	0.658000866826588	0.888941515080278	-0.23094064825369	-40.2898981819846	Intergenic	TRUE	LOC_00005446
chr8	7415922	7416158	237	8	0.711608356383149	0.907581624628981	-0.195973268245833	-40.158404770528	Intron	TRUE	LOC_00023928
chr18	47925835	47926010	176	11	0.566520608551985	0.315661858992756	0.250858749559229	40.1574905380726	Intergenic	TRUE	LOC_00021225
chr2	68795052	68795241	190	9	0.210759027052439	0.398124313671868	-0.187365286619429	-40.123177520091	Intron	TRUE	LOC_00014110
chr22	44124212	44124371	160	10	0.209011078863759	0.407664278773472	-0.198653199909713	-40.0077554821768	Intron	TRUE	LOC_00008903
chr1	98588104	98588328	225	10	0.202006492718685	0.390858297213881	-0.188851804495196	-39.9288002370185	Intron	TRUE	LOC_00006911
chr14	60698701	60698964	264	9	0.458211213532304	0.235111027123736	0.223100186408568	39.8805689938007	Intron	FALSE	LOC_00009809
chr17	8908251	8908466	216	8	0.124904826259596	0.330812356968969	-0.205907530709373	-39.8781780179811	Promoter	TRUE	LOC_00019582
chr6	59322854	59323179	326	7	0.225709589619932	0.00680470860845451	0.218904881011478	39.8437798403104	Intron	TRUE	LOC_00008025
chr24	37954303	37954585	283	9	0.568076412136801	0.748610240060595	-0.180533827923794	-39.8316099384747	Exon	TRUE	LOC_00016860
chr21	51436434	51436864	431	10	0.395621366922058	0.184386873633081	0.211234493288977	39.8316055269162	Exon	FALSE	LOC_00013071
chr1	46203273	46203753	481	7	0.301488357563793	0.023784519878373	0.27770383768542	39.8257486606226	Intergenic	TRUE	LOC_00006234
chr18	8540148	8540379	232	10	0.39920229885781	0.642062097971805	-0.242859799113995	-39.765017200252	Intron	FALSE	LOC_00020788
chr5	2354864	2355186	323	7	0.255143835718496	0.00451630873963817	0.250627526978858	39.7305685018969	Intron	FALSE	XLOC_036792U_lncRNA
chr8	717370	717703	334	8	0.277866329016881	0.554944036152539	-0.277077707135658	-39.6697271789031	Intergenic	TRUE	LOC_00023844
chr18	1865480	1865779	300	8	0.735867254303963	0.42300445488722	0.312862799416743	39.6590198700355	Intergenic	FALSE	LOC_00020667
chr2	50427809	50428073	265	11	0.486289658671473	0.696060173122731	-0.209770514451258	-39.6377205143186	Promoter	TRUE	LOC_00013763
chr20	38344201	38344435	235	10	0.158963907068883	0.388072413476203	-0.22910850640732	-39.6194462210013	Intergenic	TRUE	LOC_00014757
chr4	38980502	38980586	85	9	0.10584320575601	0.287234364505216	-0.181391158749206	-39.6118914902598	Intergenic	TRUE	LOC_00003816
chr12	32569007	32569245	239	8	0.492288032283392	0.731581402009006	-0.239293369725613	-39.5787718454471	Intergenic	TRUE	LOC_00025631
chr2	39522391	39522558	168	6	0.184153172618157	0.0106460311255288	0.173507141492628	39.5680432185841	Intergenic	TRUE	LOC_00013601
chr4	5278886	5279072	187	10	0.718085794665486	0.515441945602286	0.2026438490632	39.5535574110154	Intron	TRUE	LOC_00003310
chr5	79146776	79146890	115	9	0.642533755934983	0.382572820720827	0.259960935214156	39.4505732664331	Intron	FALSE	LOC_00016205
chr18	460693	460782	90	7	0.00738894593014596	0.195806295105398	-0.188417349175252	-39.3650900436984	Intron	TRUE	LOC_00020651
chr11	14079684	14079945	262	9	0.669876817793113	0.446195723231095	0.223681094562018	39.3547521954715	Intron	FALSE	LOC_00022671
chr3	70031512	70031651	140	7	0.619632769615119	0.313008120472348	0.306624649142771	39.2980378678749	Intron	FALSE	LOC_00018954
chr3	61821527	61821722	196	8	0.070005295279129	0.272373423487004	-0.202368128207875	-39.1778085356351	Intergenic	FALSE	LOC_00018913
chr2	1213592	1213859	268	8	0.0976947776786046	0.273061825828217	-0.175367048149613	-39.1377896924385	Intron	FALSE	LOC_00013104
chr13	3251332	3251408	77	5	0.38160031155436	0.85685033507072	-0.47525002351636	-39.0806617733387	Intron	FALSE	LOC_00009898
chr21	9489833	9490163	331	8	0.266777527213757	0.0477069921196157	0.219070535094141	39.0480384969657	Intergenic	TRUE	LOC_00012472
chr5	51320307	51320855	549	10	0.187119115295235	0.461993697157137	-0.274874581861901	-39.0045411229931	Intron	TRUE	LOC_00015772
chr14	61352399	61352615	217	8	0.198394611665013	0.404546857883018	-0.206152246218005	-38.9722380696766	Intergenic	FALSE	LOC_00009824
chr8	54558602	54558801	200	8	0.567959753304199	0.287163802285744	0.280795951018456	38.9442215438603	Intron	TRUE	LOC_00024590
chr5	8808160	8808592	433	8	0.726659641706425	0.453811107516963	0.272848534189463	38.929928386067	Exon	FALSE	LOC_00015035
chr11	20472239	20472568	330	8	0.557821439097433	0.300171282818062	0.257650156279371	38.888344462661	Intron	FALSE	LOC_00022742
chr5	41088557	41089043	487	9	0.184555373461082	0.441221947746027	-0.256666574284945	-38.8472655694862	Intergenic	TRUE	LOC_00015566
chr7	20119124	20119367	244	8	0.470404935189894	0.757214650737198	-0.286809715547304	-38.7751976602205	Intron	FALSE	LOC_00002583
chr2	24066889	24066961	73	5	0.592570666293161	0.116981497374537	0.475589168918625	38.7273031052102	Intron	FALSE	LOC_00013389
chr28	29815238	29815429	192	6	0.516615853140601	0.192604541615202	0.324011311525399	38.6901381270285	Intron	TRUE	LOC_00020543
chr1	109694620	109694754	135	7	0.241916253425238	0.0555357591544638	0.186380494270774	38.6622731799939	Intron	TRUE	LOC_00007036
chr29	17629586	17629812	227	9	0.158277367565453	0.422471622635464	-0.264194255070011	-38.6146380370154	Intron	FALSE	LOC_00019286
chr30	9005963	9006197	235	8	0.401334371331733	0.131969317626425	0.269365053705308	38.6070807633826	Intron	FALSE	LOC_00023473
chr1	15931704	15931889	186	10	0.426033514096939	0.224744411349715	0.201289102747224	38.5872121087493	Intron	TRUE	LOC_00005805
chr5	74089023	74089159	137	10	0.233327943975406	0.0158467763517722	0.217481167623633	38.5775665952936	Intergenic	TRUE	LOC_00016139
chr30	6219992	6220351	360	9	0.166325067755429	0.411310682901098	-0.244985615145669	-38.5192438099123	Exon	FALSE	LOC_00023437
chr8	28721474	28721767	294	6	0.525348489168931	0.133222471559062	0.392126017609869	38.5107304918684	Intron	FALSE	LOC_00024248
chr13	11308860	11308920	61	6	0.171674501901714	0.018198906646227	0.153475595255486	38.5044072563361	Intergenic	FALSE	LOC_00010026
chr20	795396	795707	312	7	0.625442730897803	0.284757473638523	0.34068525725928	38.4112590964366	Intergenic	FALSE	LOC_00014310
chr4	9497199	9497377	179	7	0.101291749667867	0.316721970002636	-0.21543022033477	-38.3814680343542	Intron	FALSE	LOC_00003379
chr16	22888745	22888880	136	7	0.124399524068516	0.422940254818842	-0.298540730750326	-38.371191529459	Intergenic	FALSE	LOC_00005130
chr4	22996027	22996252	226	6	0.279920569154223	0.113920789373802	0.165999779780421	38.2363054253659	Intron	FALSE	LOC_00003604
chr22	40758184	40758352	169	8	0.195098144663738	0.00748495122824852	0.187613193435489	38.2162144666916	Intron	FALSE	XLOC_027745U_lncRNA
chr14	40535538	40535831	294	10	0.481854962798136	0.286530726379755	0.195324236418381	38.2146907305988	Intron	FALSE	LOC_00009549
chr10	17124863	17125239	377	8	0.51445378612947	0.210029528639795	0.304424257489676	38.1243041028665	Intron	FALSE	LOC_00017099
chr11	34075888	34076301	414	10	0.513499944319342	0.254065604591298	0.259434339728045	38.1000628968744	Intergenic	TRUE	LOC_00022891
chr16	22282876	22283090	215	9	0.382977503891975	0.0987098843154512	0.284267619576524	38.0462180144572	Intron	TRUE	LOC_00005118
chr2	38858671	38858858	188	9	0.518784117585316	0.306937398452685	0.211846719132632	38.0196464898853	Intergenic	TRUE	LOC_00013594
chr11	46601914	46602285	372	9	0.487426519257858	0.24958302479048	0.237843494467378	38.0071703461107	Intergenic	FALSE	LOC_00023074
chr1	54403002	54403136	135	8	0.198131962576447	0.0128160889927449	0.185315873583702	37.9679455611397	Intron	TRUE	LOC_00006342
chr4	50807911	50808062	152	8	0.194037298175791	0.404117819798441	-0.210080521622649	-37.9634975246892	Promoter	FALSE	LOC_00003966
chr3	74688663	74688810	148	7	0.302824434945031	0.056293071714429	0.246531363230602	37.925770710974	Intergenic	TRUE	LOC_00019030
chr30	5860493	5860811	319	9	0.599920461713354	0.393076135950452	0.206844325762902	37.9092078307007	Intron	FALSE	LOC_00023430
chr9	34164426	34164681	256	9	0.0845087074591296	0.29883532610391	-0.214326618644781	-37.867540028733	Intergenic	FALSE	LOC_00000477
chr3	55601954	55602122	169	7	0.488761650757252	0.24231120115918	0.246450449598071	37.8405413695401	Intergenic	FALSE	LOC_00018841
chr6	20089781	20089922	142	7	0.223923093609203	0.0279188540783852	0.196004239530818	37.7842302448215	Exon	FALSE	LOC_00007501
chr16	4536633	4536823	191	7	0.0153001444920455	0.218944628563254	-0.203644484071208	-37.6813057310467	Exon	FALSE	LOC_00004813
chr5	21345358	21345820	463	9	0.357188750535259	0.109852954106511	0.247335796428748	37.5707893231429	Intergenic	TRUE	LOC_00015219
chr3	55724049	55724273	225	7	0.202522857749671	0.50341575715806	-0.300892899408389	-37.5287025606011	Intergenic	FALSE	LOC_00018846
chr2	75145686	75145844	159	9	0.761714225594889	0.514584204275806	0.247130021319083	37.5219580278945	Exon	TRUE	LOC_00014211
chr3	20992827	20993083	257	7	0.088903594629697	0.326814684147107	-0.23791108951741	-37.4611241723348	Intergenic	TRUE	LOC_00018354
chr25	21098371	21098602	232	9	0.460670732638927	0.705489457764205	-0.244818725125278	-37.45941694661	Intron	TRUE	LOC_00004595
chr4	71133805	71134145	341	6	0.349319715916713	0.0185341039362793	0.330785611980434	37.4542339835733	Intron	FALSE	LOC_00004263
chr6	53372713	53372887	175	9	0.197745552166834	0.432546685434885	-0.234801133268052	-37.3405582242268	Intron	TRUE	LOC_00007947
chr9	16892863	16893055	193	9	0.222863513765526	0.452855114064644	-0.229991600299118	-37.3232682970146	Intron	FALSE	LOC_00000245
chr4	5193612	5193863	252	7	0.193618645023036	0.540480634066268	-0.346861989043232	-37.2908618572726	Intergenic	FALSE	LOC_00003306
chr21	20439768	20440559	792	9	0.20493220462279	0.432528736311543	-0.227596531688753	-37.1845274194377	Intergenic	TRUE	LOC_00012601
chr19	31289219	31289574	356	9	0.730404255373766	0.516520435534383	0.213883819839383	37.175212867909	Intron	TRUE	LOC_00021662
chr27	16389622	16389778	157	7	0.631653401318468	0.822329086351722	-0.190675685033254	-37.1707452775155	Intron	TRUE	LOC_00024975
chr1	118188934	118189138	205	7	0.0246240705131241	0.232780038063009	-0.208155967549885	-37.1307696888064	Intron	TRUE	LOC_00007138
chr2	25165741	25165946	206	10	0.342555433094623	0.553217879973881	-0.210662446879258	-37.0209619585755	Intron	TRUE	LOC_00013395
chr30	25425647	25425926	280	9	0.760585662001047	0.534958159290105	0.225627502710942	37.0150092091753	Intergenic	TRUE	LOC_00023700
chr14	25308134	25308248	115	8	0.64025976510201	0.449985928711433	0.190273836390577	36.9749474224733	Intron	TRUE	LOC_00009332
chr13	53852346	53852522	177	9	0.0921480415752729	0.272410067577302	-0.180262026002029	-36.7982279315921	Intron	TRUE	LOC_00010671
chr22	21738564	21738772	209	9	0.372734735069066	0.18016080297411	0.192573932094956	36.7793618331118	Intergenic	TRUE	LOC_00008538
chr2	71534413	71534627	215	9	0.458012224928451	0.722015364164867	-0.264003139236416	-36.6989872046191	Intergenic	FALSE	LOC_00014154
chr23	9776528	9776697	170	8	0.336809324494815	0.126336874152092	0.210472450342723	36.6947251285454	Intergenic	TRUE	LOC_00011211
chr22	21269894	21270243	350	8	0.0509993527157247	0.28756151061217	-0.236562157896446	-36.6147491675189	Intron	FALSE	LOC_00008525
chr2	61231475	61231610	136	7	0.0893983587112097	0.270940200632683	-0.181541841921473	-36.570674056939	Intergenic	FALSE	LOC_00013961
chr14	40364612	40364770	159	6	0.149916835934805	0.661013634579924	-0.511096798645119	-36.4552171384656	Intron	FALSE	LOC_00009546
chr5	24023586	24023860	275	7	0.287487227700692	0.559086479094699	-0.271599251394007	-36.4157369088998	Intergenic	TRUE	LOC_00015280
chr26	32008046	32008200	155	6	0.31749055114856	0.676830358153841	-0.359339807005282	-36.3590165782768	Promoter	TRUE	LOC_00018054
chr7	44480229	44480591	363	7	0.146511347212377	0.459522304319888	-0.313010957107511	-36.3506076015497	Intron	FALSE	LOC_00002876
chr21	40556374	40556721	348	9	0.144060718506007	0.382750498634496	-0.23868978012849	-36.2931460959874	Intergenic	FALSE	LOC_00012913
chr15	35711968	35712146	179	7	0.686443093482394	0.411005778392438	0.275437315089956	36.1916275123859	Intron	TRUE	LOC_00012042
chr31	24593987	24594274	288	8	0.35203507403203	0.109252982305714	0.242782091726316	36.1540505038646	Intergenic	FALSE	LOC_00011055
chr18	52763213	52763292	80	7	0.077671652937499	0.346397893308063	-0.268726240370564	-36.1183989894717	Exon	TRUE	LOC_00021277
chr14	19494420	19494723	304	8	0.488125514471298	0.240013909941041	0.248111604530257	36.0939124186993	Intron	FALSE	LOC_00009247
chr21	23821615	23821894	280	8	0.269260360574078	0.513221375521415	-0.243961014947337	-36.0610635273946	Intergenic	TRUE	LOC_00012665
chr9	67670214	67670577	364	6	0.508082044180395	0.148400829071493	0.359681215108902	36.0416815648556	Promoter	FALSE	LOC_00000937
chr2	15598270	15598417	148	8	0.711544445909616	0.898791962169133	-0.187247516259517	-36.0339288509186	Exon	FALSE	LOC_00013251
chr4	19762856	19763108	253	8	0.536986447256743	0.347040573405729	0.189945873851014	36.0227599117859	Exon	FALSE	LOC_00003555
chr28	12966870	12967090	221	6	0.359251334822713	0.63889926817165	-0.279647933348937	-35.9551216219105	Intergenic	FALSE	LOC_00020235
chr10	54882811	54883148	338	8	0.479310245115885	0.712394291486495	-0.23308404637061	-35.8938761859015	Intergenic	TRUE	LOC_00017569
chr16	26166359	26166748	390	8	0.104302143274741	0.312649157077027	-0.208347013802287	-35.8781077140704	Intron	TRUE	LOC_00005184
chr9	70618439	70618625	187	6	0.327002081106421	0.00939043734290633	0.317611643763514	35.8655770440124	Exon	TRUE	LOC_00000962
chr24	5720974	5721359	386	7	0.231905618864293	0.530818948159228	-0.298913329294935	-35.6616586199375	Intergenic	TRUE	LOC_00016343
chr14	61005246	61005385	140	8	0.442711299339137	0.617082583442168	-0.174371284103032	-35.6377632894678	Intron	TRUE	LOC_00009818
chr5	29459578	29459942	365	7	0.122636637744819	0.371873559067701	-0.249236921322882	-35.5625098527254	Intron	TRUE	LOC_00015391
chr8	17480093	17480249	157	7	0.0761937813914978	0.294681323929841	-0.218487542538343	-35.557796251056	Intron	FALSE	LOC_00024103
chr23	37414561	37415380	820	9	0.197543151098678	0.484218563823923	-0.286675412725245	-35.3644973497489	Intron	FALSE	LOC_00011604
chr4	64051737	64052011	275	7	0.465404395473026	0.218794624914069	0.246609770558957	35.2144678688834	Intron	FALSE	LOC_00004117
chr15	40125331	40125510	180	7	0.258330397286563	0.0415471745713665	0.216783222715197	35.1449371748315	Intergenic	FALSE	LOC_00012093
chr6	14277689	14277825	137	7	0.201081060330772	0.017154140851494	0.183926919479278	35.0986210164369	Intron	FALSE	LOC_00007433
chr6	66287855	66288117	263	8	0.0488038717368602	0.23669812066997	-0.187894248933109	-35.0926878613643	Intergenic	TRUE	LOC_00008117
chr11	50356041	50356399	359	9	0.408331936330368	0.636934751536141	-0.228602815205773	-35.0907581048317	Promoter	FALSE	LOC_00023133
chr18	30891644	30891818	175	7	0.207420076911038	0.0148067144534578	0.192613362457581	35.0288688094887	Intergenic	FALSE	LOC_00021042
chr7	15694130	15694462	333	8	0.382566842756352	0.138861357276923	0.243705485479429	34.9724336229971	Intergenic	FALSE	LOC_00002508
chr10	9266907	9267173	267	7	0.149254745956789	0.396969210078401	-0.247714464121612	-34.914209407054	Intron	FALSE	LOC_00016959
chr3	56421463	56421681	219	9	0.179848622935537	0.388442944472203	-0.208594321536666	-34.8952810469352	Intron	TRUE	LOC_00018862
chr15	53895733	53895820	88	7	0.269297301404072	0.0708268872254618	0.19847041417861	34.8798217727193	Intergenic	TRUE	LOC_00012271
chr7	37363606	37363877	272	8	0.430248935458777	0.656570156443976	-0.2263212209852	-34.7960030169808	Intron	FALSE	LOC_00002769
chr4	22605081	22605337	257	7	0.169618817988197	0.441687491762683	-0.272068673774486	-34.787393714483	Intron	TRUE	LOC_00003591
chr3	6541296	6541795	500	8	0.680660139716406	0.439193880421766	0.24146625929464	34.7175660191416	Intron	FALSE	LOC_00018213
chr5	45607394	45607469	76	7	0.254162408690267	0.0490921798695529	0.205070228820714	34.7063889417639	Intron	TRUE	LOC_00015675
chr29	24485543	24485914	372	7	0.580808871986029	0.246984583665234	0.333824288320795	34.6883754219791	Intron	TRUE	LOC_00019391
chr7	52655760	52655918	159	8	0.409486764194129	0.201508556091521	0.207978208102608	34.6867113930398	Intergenic	TRUE	LOC_00002998
chr10	47237266	47237591	326	8	0.516172526968261	0.292210354237636	0.223962172730625	34.6286242558161	Intergenic	TRUE	LOC_00017427
chr18	21036535	21036754	220	9	0.176239372589222	0.378017682658545	-0.201778310069323	-34.6125109483892	Intergenic	TRUE	LOC_00020912
chr19	22852122	22852462	341	7	0.260869048641956	0.0378310105218474	0.223038038120108	34.5854099163163	Intergenic	TRUE	LOC_00021567
chr5	40348536	40348820	285	7	0.586874706167369	0.831758192084558	-0.244883485917189	-34.5571683016048	Exon	TRUE	LOC_00015552
chr6	42226030	42226278	249	5	0.223025802876521	0.522094652787426	-0.299068849910905	-34.4970897948725	Intron	FALSE	LOC_00007838
chr24	29809603	29809911	309	7	0.394074100881602	0.706640407994719	-0.312566307113118	-34.4242225765907	Exon	TRUE	LOC_00016775
chr12	21837557	21837670	114	7	0.287962862208086	0.553055587368976	-0.26509272516089	-34.3923682093387	Promoter	TRUE	LOC_00025479
chr7	28035907	28036118	212	8	0.700622619840712	0.438989522745334	0.261633097095378	34.2820544687041	Intron	FALSE	LOC_00002688
chr21	41208875	41209126	252	8	0.658367899033292	0.418490228108253	0.239877670925039	34.1987951130174	Intergenic	TRUE	LOC_00012917
chr1	66958332	66958704	373	6	0.255925297398767	0.00566015872670552	0.250265138672062	34.196386340321	Intergenic	TRUE	XLOC_013955U_lncRNA
