chr	pos	mu1	mu2	diff	diff.se	stat	phi1	phi2	pval	fdr	postprob.overThreshold	annotation	direction	nearest_gene	dist_to_gene
chr30	10951752	0.496513992282946	0.0152619630755013	0.481252029207445	0.153629149887268	3.13255674174194	0.0964439137176695	0.0504610944258343	0.00173290928321313	0.984564400182823	0.993538335093338	TE	Hyper	LOC_00023518	4678
chr6	39809149	0.272605875445054	0.710078307754375	-0.437472432309321	0.135880272271023	-3.21954338917389	0.0315789405518115	0.0356965258804718	0.00128394928600055	0.984564400182823	0.993535124433277	Intron	Hypo	LOC_00007788	0
chr9	47673216	0.106648617224942	0.520992425401595	-0.414343808176653	0.126705198524058	-3.27014055463541	0.0690928677491795	0.0274739387596532	0.00107494058483984	0.984564400182823	0.993472173396092	Intergenic	Hypo	LOC_00000635	2182
chr25	18543149	0.552716340274579	0.930987223936651	-0.378270883662072	0.112184119187313	-3.37187550610863	0.0304913106572389	0.0395259343665246	0.000746581873593509	0.793210062728529	0.993449860599876	Exon	Hypo	LOC_00004560	0
chr3	9292173	0.132692188246991	0.573927970061318	-0.441235781814327	0.137690077531894	-3.20455758122528	0.0452369404706462	0.0391983798359878	0.00135270229925236	0.984564400182823	0.993441615769676	TE	Hypo	LOC_00018246	8236
chr5	7262508	0.588317515622982	0.0960476604062761	0.492269855216706	0.158477691022807	3.10624070832697	0.0910026295079655	0.0292211153576018	0.00189482404231116	0.984564400182823	0.993435635972037	Promoter	Hyper	LOC_00015011	140
chr5	12309201	0.309050450106167	0.739661391166271	-0.430610941060104	0.134071939867325	-3.21179018880631	0.0417363919352558	0.0357966524447063	0.00131910673727866	0.984564400182823	0.993204788830681	TE	Hypo	LOC_00015080	6527
chr14	17763537	0.516826507747603	0.0869408276560981	0.429885680091505	0.13390106004913	3.21047256783311	0.0619243194406901	0.0285002071197582	0.00132516916329671	0.984564400182823	0.99316143302642	Intron	Hyper	LOC_00009220	0
chr17	36391837	0.463041135984267	0.853747298002064	-0.390706162017797	0.118022499089453	-3.31043796760878	0.0304369108710284	0.0380966650766159	0.000931500963794866	0.900000931202769	0.993129801071266	Intron	Hypo	LOC_00019882	0
chr20	25615264	0.398699158694981	0.0170811868500552	0.381617971844926	0.114610387918583	3.32969793380353	0.0434285040279131	0.0498656416017774	0.00086940246062031	0.860794515465653	0.993011525545346	TE	Hyper	LOC_00014621	4350
chr27	10635167	0.130622180179124	0.573976471517062	-0.443354291337938	0.139873702003945	-3.16967582173119	0.0834567457681172	0.036795172114027	0.00152609097118	0.984564400182823	0.99300202292605	Intron	Hypo	LOC_00024890	0
chr6	41891963	0.430844502864762	0.0154670695019008	0.415377433362861	0.128547752297941	3.2313084121465	0.0480142459725954	0.0502801621539523	0.00123224901557755	0.984564400182823	0.992954566354102	Intron	Hyper	LOC_00007825	0
chr19	15324208	0.748871720295423	0.307040255714809	0.441831464580614	0.139478625035474	3.16773602025574	0.0318898991534828	0.0492941090695722	0.00153630949743689	0.984564400182823	0.992923883190199	Intergenic	Hyper	LOC_00021461	7464
chr6	70397536	0.0928425600993117	0.53888466525703	-0.446042105157719	0.141272490424038	-3.15731749202479	0.052461494274441	0.034072144746798	0.00159227876114022	0.984564400182823	0.992902087254243	Intergenic	Hypo	LOC_00008160	35379
chr5	68462038	0.498116106671264	0.905150541062462	-0.407034434391198	0.125282879856658	-3.24892303606769	0.0421906553515131	0.0296781064488773	0.00115842816454585	0.984564400182823	0.992897571496929	Intron	Hypo	LOC_00016058	0
chr10	34088588	0.680317409009031	0.176345366768465	0.503972042240566	0.165411119139675	3.04678455028773	0.113396894734942	0.035960240492114	0.00231303434830718	0.984564400182823	0.992832021997958	Promoter	Hyper	LOC_00017279	328
chr28	16127860	0.333364250658292	0.851901408195025	-0.518537157536733	0.171563366882054	-3.02242353341792	0.0574587868577049	0.0433976407935367	0.00250759427753709	0.984564400182823	0.9928030832546	Intron	Hypo	LOC_00020290	0
chr24	5213286	0.276449696346816	0.695172642809123	-0.418722946462306	0.130345104534485	-3.21241789599798	0.0423309549411263	0.0289380377678629	0.00131622764111408	0.984564400182823	0.992796399023688	Exon	Hypo	LOC_00016339	0
chr6	27331213	0.0669388108746745	0.567780754571171	-0.500841943696497	0.164359761096909	-3.04722968903072	0.0479407915414477	0.0947732911670615	0.00230961151542032	0.984564400182823	0.992760372789313	Intron	Hypo	LOC_00007593	0
chr26	19930250	0.588017847216482	0.946628523093383	-0.358610675876902	0.105939742588826	-3.38504386657557	0.0279094260484121	0.0379685315671188	0.000711668803512684	0.782053630233719	0.992686414387307	Intron	Hypo	LOC_00017900	0
chr1	112238366	0.158062963923564	0.614664578698731	-0.456601614775167	0.146438862338287	-3.11803579653861	0.118864979050908	0.0283968427268127	0.00182060689541086	0.984564400182823	0.992629415870286	TE	Hypo	LOC_00007055	11331
chr25	12554421	0.374209261971274	0.770704938131067	-0.396495676159793	0.121871146327265	-3.25340072780697	0.0343363164709004	0.0267076972039105	0.00114032561464615	0.984564400182823	0.992533106966452	Intron	Hypo	LOC_00004482	0
chr1	45245663	0.0164918206416786	0.355785639087761	-0.339293818446083	0.098329157442663	-3.4505921465251	0.0501455286866216	0.02894170320708	0.000559358179534898	0.696852096434051	0.992529198702258	Exon	Hypo	LOC_00006224	0
chr15	17757308	0.582229802765878	0.958484457228164	-0.376254654462286	0.113645751927533	-3.31076743371988	0.0397142107325221	0.0381490399467171	0.000930404996803451	0.900000931202769	0.992481975251434	TE	Hypo	LOC_00011820	5896
chr16	11359441	0.104876695679683	0.571567414134175	-0.466690718454491	0.151100938102646	-3.08860238933433	0.0451275753334329	0.0524971121626096	0.00201100383764721	0.984564400182823	0.992471802733444	Intergenic	Hypo	LOC_00004913	41290
chr20	10310765	0.411376147535341	0.0216513871182994	0.389724760417041	0.119319009130971	3.26624201169203	0.0317807818504447	0.0485609222144099	0.00108985063964521	0.984564400182823	0.99243229578834	Intron	Hyper	LOC_00014444	0
chr18	7157163	0.902762089771561	0.566440384807177	0.336321704964384	0.0974701919345918	3.4505082865752	0.0243699909242264	0.0246437772613666	0.000559531989695984	0.696852096434051	0.992340184263477	Intron	Hyper	LOC_00020761	0
chr19	28229432	0.460795669155677	0.014068422739486	0.446727246416191	0.143353870246571	3.11625521967291	0.0861168398289862	0.0507455312451361	0.00183163673634678	0.984564400182823	0.992279962621959	TE	Hyper	LOC_00021623	2285
chr5	66451492	0.370971879804077	0.847540750310848	-0.47656887050677	0.156069443308688	-3.05356936248032	0.0494807499537664	0.0371919038967579	0.00226136437975999	0.984564400182823	0.992195619212812	Intron	Hypo	LOC_00016023	0
chr18	2630928	0.514920271093727	0.921993380983979	-0.407073109890252	0.127284301467133	-3.19814073847406	0.0329318868687367	0.0301226711807934	0.00138316758263551	0.984564400182823	0.992112098949734	Intron	Hypo	LOC_00020680	0
chr21	12949917	0.888521642076054	0.502503706213193	0.386017935862861	0.118714435582627	3.2516511910987	0.0280157013379479	0.0296163125694393	0.00114736734271445	0.984564400182823	0.992029483032363	Intergenic	Hyper	LOC_00012505	827
chr14	48210702	0.929485532419502	0.531003072071667	0.398482460347835	0.124050873728699	3.21225033222517	0.0294798640516743	0.042930190279077	0.00131699563572714	0.984564400182823	0.99196802554355	Exon	Hyper	LOC_00009696	0
chr11	8840999	0.53850512754021	0.115433569696037	0.423071557844173	0.13462143448601	3.14267604902204	0.0405597654520423	0.0284594321684984	0.00167411006543326	0.984564400182823	0.991850215381459	Exon	Hyper	LOC_00022601	0
chr1	6309743	0.26577501202144	0.699153214511685	-0.433378202490245	0.139468015820235	-3.10736622975149	0.053575222765318	0.0295406922658966	0.00188762392800209	0.984564400182823	0.991649526571077	Intron	Hypo	LOC_00005668	0
chr20	148092	0.795700459685136	0.348080550184152	0.447619909500984	0.145558249145458	3.075194378394	0.0366782579606415	0.0331215555523713	0.0021036540381077	0.984564400182823	0.991618284367684	Intron	Hyper	LOC_00014299	0
chr26	24753092	0.766862269507474	0.215466441587505	0.551395827919969	0.189778108287613	2.90547646878382	0.136578477692927	0.0801984722884881	0.00366694420410752	0.984564400182823	0.991608573287468	Promoter	Hyper	LOC_00017949	410
chr24	6767484	0.96124984723836	0.615257082075135	0.345992765163226	0.102962273538075	3.36038388891326	0.0357210549682147	0.028309083454151	0.000778342394237134	0.806823822467994	0.99156379837295	Exon	Hyper	LOC_00016378	0
chr25	4056759	0.880322684339339	0.478001270686389	0.40232141365295	0.126886943774571	3.17070773150403	0.0321141762549596	0.0316873871855612	0.00152068060048188	0.984564400182823	0.991442337785559	Intron	Hyper	LOC_00004337	0
chr9	25223026	0.439499521214087	0.022417300379137	0.41708222083495	0.133157532954546	3.13224653221326	0.0337060765880948	0.0487734002350727	0.00173474142680527	0.984564400182823	0.991424687341814	Intron	Hyper	LOC_00000377	0
chr14	49157945	0.445994133167457	0.0598193251406583	0.386174808026799	0.120181423617115	3.21326538165424	0.0304176399526144	0.038033354019276	0.00131234968925616	0.984564400182823	0.991397719995037	Intergenic	Hyper	LOC_00009707	290241
chr5	18270788	0.0514330154894379	0.404405646003733	-0.352972630514295	0.106373079424903	-3.31825150143825	0.0375574692362667	0.031480104330509	0.000905828829048521	0.892442196106917	0.991310755300573	Intron	Hypo	LOC_00015152	0
chr16	10874754	0.0210050317013887	0.404197976288729	-0.38319294458734	0.119196485203301	-3.21480070434767	0.0488397389182204	0.0313920518347696	0.00130535115157434	0.984564400182823	0.99127090706921	TE	Hypo	LOC_00004907	42762
chr10	46809186	0.414463161622134	0.0266143677387213	0.387848793883413	0.121213726615442	3.19971017072915	0.0317605342757122	0.0478781422702983	0.00137565847395122	0.984564400182823	0.991247416750453	Intron	Hyper	LOC_00017417	0
chr3	27966212	0.479913015129261	0.014316703982559	0.465596311146702	0.15433671442801	3.01675666008737	0.10590800771628	0.0506631906812848	0.00255494822278766	0.984564400182823	0.991201415846133	Intron	Hyper	LOC_00018424	0
chr12	27449155	0.356465740802714	0.751576601550985	-0.395110860748271	0.124599409682699	-3.17104921888833	0.0284490581208138	0.0283218861037662	0.00151889405425207	0.984564400182823	0.99110465338058	Promoter	Hypo	LOC_00025551	1115
chr14	61092643	0.454455297104766	0.022417300379137	0.432037996725629	0.14029527435337	3.07949072922749	0.0481331551876663	0.0487734002350727	0.00207354823754281	0.984564400182823	0.991101102529503	Promoter	Hyper	LOC_00009819	1446
chr9	7251326	0.183760998365706	0.649224988050125	-0.465463989684418	0.154623376036602	-3.01030802466916	0.109082782597311	0.0358905963077306	0.00260982871130758	0.984564400182823	0.991077797450756	Exon	Hypo	LOC_00000106	0
chr31	24331153	0.60825329033748	0.981862966464145	-0.373609676126665	0.115741987449219	-3.22795283164273	0.0319444352802401	0.0485558067094566	0.00124679530815911	0.984564400182823	0.990981058492767	Intron	Hypo	LOC_00011047	0
chr6	21735323	0.582951982956687	0.958334417655028	-0.375382434698341	0.116581684451414	-3.21990916896369	0.03028190765491	0.0357174101713811	0.00128231219394906	0.984564400182823	0.990937891129792	TE	Hypo	LOC_00007515	1326
chr9	42067954	0.0284833203208303	0.463049045845522	-0.434565725524692	0.141887925393064	-3.06273930160611	0.0476320936819633	0.0369628499430027	0.00219321037787038	0.984564400182823	0.990894544885855	TE	Hypo	LOC_00000557	4869
chr21	49943410	0.0623268149797081	0.451544322253621	-0.389217507273913	0.122685198176031	-3.17248953468255	0.0417042036596296	0.0328560761328286	0.00151138006429339	0.984564400182823	0.990831552235834	TE	Hypo	LOC_00013045	214
chr23	14327153	0.921116262473514	0.5649939064126	0.356122356060914	0.108729732332567	3.27529874691181	0.0302342776802184	0.0314611762550367	0.00105550289571871	0.981334848216049	0.990766912753217	Exon	Hyper	LOC_00011290	0
chr6	52918316	0.506293508141081	0.0984173554447068	0.407876152696374	0.130832299970842	3.11754935736265	0.0356541459916956	0.0319710215240056	0.00182361408312262	0.984564400182823	0.990745817674196	Intergenic	Hyper	LOC_00007936	2513
chr27	22879917	0.706978658526694	0.257044973928242	0.449933684598452	0.149475912611407	3.0100748457589	0.0372619159469955	0.0319053414882681	0.00261183319885627	0.984564400182823	0.99050277705713	Intron	Hyper	LOC_00025061	0
chr5	34835219	0.72450287841929	0.302052700558599	0.422450177860692	0.137741416962421	3.06698004984185	0.0306179551488187	0.0305042399248193	0.00216233288525531	0.984564400182823	0.990457878485027	Exon	Hyper	LOC_00015472	0
chr23	7275632	0.943545526892044	0.554790194661189	0.388755332230855	0.123408102492283	3.15016051928328	0.0350045438919298	0.0314143342153197	0.00163180778770062	0.984564400182823	0.990391422875541	Intron	Hyper	LOC_00011157	0
chr4	41884131	0.411241568373369	0.0358850621022369	0.375356506271133	0.117694165451662	3.18925330606379	0.0433240167750991	0.0362190927195345	0.0014264082773114	0.984564400182823	0.990374480744925	Intron	Hyper	LOC_00003851	0
chr6	5666100	0.0164527935160244	0.367013375052102	-0.350560581536077	0.107078145686824	-3.27387609570096	0.0503655914294539	0.0428493558425696	0.00106083116001476	0.981334848216049	0.990370475443641	Intron	Hypo	LOC_00007328	0
chr18	38111896	0.731160720685427	0.340545383353359	0.390615337332068	0.12487205672855	3.12812447849079	0.0310564381677923	0.0330980630467453	0.00175925657013349	0.984564400182823	0.990068135648884	Intergenic	Hyper	LOC_00021115	589
chr22	26354960	0.646994157897922	0.194304551937268	0.452689605960654	0.151887053858878	2.98043575446042	0.0878185227260094	0.0268815569584271	0.0028783860834926	0.984564400182823	0.99002187177852	Intron	Hyper	LOC_00008633	0
chr26	30177733	0.505998438633546	0.0181979587143853	0.48780047991916	0.167344616852253	2.914945751436	0.121004738765288	0.0494554763018165	0.0035575037465668	0.984564400182823	0.989980327372796	Intron	Hyper	LOC_00018028	0
chr1	65964821	0.0742917446652012	0.483742782078881	-0.40945103741368	0.133276940399051	-3.07218215084862	0.0494844738585557	0.0349278501813358	0.00212500009853563	0.984564400182823	0.989945944692867	Intron	Hypo	LOC_00006467	0
chr9	45858137	0.235908669572021	0.714803022619816	-0.478894353047795	0.163591915206126	-2.92737176188925	0.0971293000733534	0.0349230676210952	0.00341839999863481	0.984564400182823	0.989924538412664	Exon	Hypo	LOC_00000604	0
chr1	74757367	0.433546991978658	0.0537909017677366	0.379756090210922	0.120692763741909	3.14646941901998	0.0387611873575591	0.0372604774431	0.00165254541928725	0.984564400182823	0.989808333928204	TE	Hyper	LOC_00006597	9587
chr19	16216853	0.104876695679683	0.485390598296619	-0.380513902616936	0.121407916627601	-3.13417702227853	0.0451275753334329	0.0282697100766046	0.00172336855144987	0.984564400182823	0.989607777518053	Intron	Hypo	LOC_00021480	0
chr1	127894656	0.35599706679705	0.0161188285481493	0.3398782382489	0.103848283865841	3.27283442341697	0.0320009095131111	0.050084975444373	0.00106474831031441	0.981334848216049	0.989564299232679	Intron	Hyper	LOC_00007258	0
chr13	4208455	0.36327350714371	0.0145450220317034	0.348728485112007	0.107816453995644	3.23446442716524	0.0354766725695488	0.0506112442305819	0.00121871101336578	0.984564400182823	0.989487312499406	Intron	Hyper	LOC_00009918	0
chr31	22913029	0.955504841583138	0.610849458015373	0.344655383567764	0.10636768496451	3.24022642480901	0.0359574273063145	0.028825188071824	0.00119434818445987	0.984564400182823	0.989293027404632	Intron	Hyper	LOC_00011024	0
chr1	34300785	0.465899336324813	0.857006355891594	-0.391107019566781	0.126783932845612	-3.08483110429332	0.0312691737898265	0.0298124713757882	0.00203667773081415	0.984564400182823	0.98921818949042	Intergenic	Hypo	LOC_00006059	93483
chr5	39187387	0.30190413126012	0.707921035058285	-0.406016903798166	0.133400457328149	-3.0435945418044	0.033765693569797	0.0296029915532766	0.00233769974517017	0.984564400182823	0.989178298263838	Intron	Hypo	XLOC_037236U_lncRNA	0
chr13	28234196	0.719071169910635	0.285757025033303	0.433314144877332	0.145466758490733	2.97878463350056	0.0335403462198998	0.0443869511915849	0.00289394106270633	0.984564400182823	0.989151267370244	Exon	Hyper	LOC_00010275	0
chr31	14336765	0.412731482010788	0.01697480193504	0.395756680075748	0.129060963435169	3.06643209179628	0.0467697742351279	0.0498510849500372	0.00216630010056378	0.984564400182823	0.989096963460598	Intron	Hyper	LOC_00010911	0
chr7	52814178	0.402268425513919	0.841496063030381	-0.439227637516463	0.149118552066192	-2.94549290769331	0.0670398549682948	0.0306130702145264	0.00322440539891587	0.984564400182823	0.988693138714136	Intergenic	Hypo	LOC_00002999	668
chr11	5496239	0.690428398399337	0.257071923050291	0.433356475349046	0.146694275950787	2.95414713723684	0.0513900451041011	0.0385477123819243	0.00313534479835594	0.984564400182823	0.988609087041661	Intron	Hyper	LOC_00022546	0
chr1	102312404	0.0634966255215152	0.400142781176287	-0.336646155654771	0.104100618919443	-3.23385354620494	0.0410890796950065	0.0304145869331078	0.00122132067019959	0.984564400182823	0.988507949873041	Intron	Hypo	LOC_00006957	0
chr27	26792212	0.61997694572507	0.951541012403443	-0.331564066678373	0.102157613783557	-3.24561287601005	0.0269780273784462	0.0366653181171396	0.00117198092484663	0.984564400182823	0.988308713054063	Intron	Hypo	LOC_00025135	0
chr12	40109431	0.658732878289844	0.278755731341728	0.379977146948116	0.123621935152857	3.07370327505614	0.0294884843196163	0.0264070761654798	0.00211419599570768	0.984564400182823	0.988288740623958	Intergenic	Hyper	LOC_00025740	6610
chr1	70944468	0.276858565046113	0.672359594958291	-0.395501029912178	0.130722910856136	-3.02549130310782	0.043391455427779	0.0367385877652777	0.0024822954336515	0.984564400182823	0.988180511719887	Intron	Hypo	LOC_00006542	0
chr14	40511704	0.0177013237958437	0.374170178803996	-0.356468855008152	0.113383647737938	-3.14391768231035	0.0502642574471242	0.0305748158283612	0.00166702326057118	0.984564400182823	0.988178329378494	Intergenic	Hypo	LOC_00009549	21442
chr20	26407269	0.491106666726412	0.101932195393841	0.389174471332571	0.128137204625119	3.03716998096804	0.0568178744891915	0.0268742446773362	0.00238810745985688	0.984564400182823	0.988055735948532	TE	Hyper	LOC_00014634	16092
chr6	70321008	0.186974713222607	0.608738560313642	-0.421763847091035	0.142702986290949	-2.95553623686	0.0507363574113411	0.0312286780263765	0.00312126028804109	0.984564400182823	0.988054375780884	TE	Hypo	LOC_00008157	836
chr20	42774810	0.277030301861408	0.722087004449535	-0.445056702588127	0.153245544174093	-2.90420648108715	0.0456916005670488	0.0356359313259848	0.00368185252701966	0.984564400182823	0.988015816698842	Intergenic	Hypo	XLOC_026094U_lncRNA	21693
chr14	8160740	0.415214504710065	0.0203912588054795	0.394823245904586	0.130864013807313	3.01704979403989	0.0531039234735303	0.0488353071245321	0.00255247879658754	0.984564400182823	0.987945239033773	TE	Hyper	LOC_00009034	41788
chr16	22878379	0.451602524287007	0.0555759219529941	0.396026602334013	0.131430979668477	3.01319067493033	0.0407874169402253	0.0377151354734888	0.00258516433992267	0.984564400182823	0.987929757107844	Promoter	Hyper	LOC_00005130	996
chr9	62455776	0.212859067413066	0.637464822901632	-0.424605755488566	0.144311787588257	-2.94228047884784	0.0324742084984427	0.0351564878018839	0.00325804688775464	0.984564400182823	0.987893318195339	Intron	Hypo	LOC_00000860	0
chr15	12273714	0.850167299454591	0.464955693099552	0.385211606355038	0.126898757581863	3.03558217350187	0.0289566947401048	0.0363566185007509	0.00240071795053554	0.984564400182823	0.987763382361382	Intergenic	Hyper	LOC_00011766	1472
chr23	28569699	0.65171983515947	0.985771084454479	-0.334051249295009	0.104133132892262	-3.2079247019354	0.0298327703649673	0.0496621067424196	0.00133696497594754	0.984564400182823	0.987714991034415	Exon	Hypo	LOC_00011494	0
chr21	32199104	0.698978892042411	0.299409456284223	0.399569435758188	0.133492873767591	2.99318925783134	0.0295082027936616	0.0413992836777872	0.00276078489494247	0.984564400182823	0.987677727256801	TE	Hyper	LOC_00012798	635
chr5	30886408	0.40570979930618	0.0409286730839313	0.364781126222249	0.117963693059158	3.0923169389018	0.036573172886647	0.0371401445512195	0.00198600683812799	0.984564400182823	0.9876437746004	TE	Hyper	LOC_00015401	1202
chr21	39351440	0.424147124275072	0.01697480193504	0.407172322340032	0.13704359858654	2.97111522566237	0.0668299111752229	0.0498510849500372	0.00296720430631677	0.984564400182823	0.987608029137012	Intergenic	Hyper	LOC_00012906	330206
chr2	19661770	0.924069577020721	0.570848171074311	0.35322140594641	0.113057343460333	3.12426769580289	0.0491385454574673	0.0294768641096742	0.0017824820910011	0.984564400182823	0.987477289282679	TE	Hyper	LOC_00013317	478
chr21	30275752	0.718630648097964	0.246024528099431	0.472606119998533	0.167125205805315	2.8278566223522	0.0880114312687417	0.0379361869687743	0.00468607889895694	0.984564400182823	0.987415799546912	Intergenic	Hyper	LOC_00012776	6281
chr8	11745240	0.522042412299756	0.911430454534253	-0.389388042234497	0.12942876033897	-3.00851249146404	0.0310146673959729	0.0442183856745373	0.0026253000931706	0.984564400182823	0.987398459183986	Intron	Hypo	LOC_00024014	0
chr5	27050180	0.614368115533502	0.201942904117005	0.412425211416496	0.139904344828936	2.94790852936539	0.0415628189873843	0.0309813024796638	0.00319931714143588	0.984564400182823	0.987354753976833	TE	Hyper	LOC_00015334	993
chr14	25336383	0.0776436529197832	0.500939096218055	-0.423295443298272	0.144846115924172	-2.92238035240013	0.0485863079741182	0.0467094000620006	0.00347367054365153	0.984564400182823	0.987343743178345	Intron	Hypo	LOC_00009332	0
chr19	5633428	0.417499966223328	0.0155404178728854	0.401959548350443	0.135225740139365	2.97250765968209	0.0659811943619336	0.0503505480709122	0.00295377839872488	0.984564400182823	0.987328451750633	Intergenic	Hyper	LOC_00021327	94364
chr4	70679566	0.892750706230786	0.516263482465725	0.376487223765061	0.123758815782077	3.04210428474046	0.0298474112033246	0.0299926242795669	0.00234930487289721	0.984564400182823	0.98732015749447	Intron	Hyper	LOC_00004248	0
chr25	8221165	0.951702140651937	0.592682376396008	0.359019764255929	0.115915909113931	3.09724322571681	0.0360521722669244	0.0318913877507569	0.00195329535299099	0.984564400182823	0.98731399444215	Exon	Hyper	LOC_00004410	0
chr7	20119367	0.133584598057138	0.563505747537218	-0.42992114948008	0.147932890561306	-2.90619042086462	0.0563913362506112	0.0484300535663246	0.00365858727818145	0.984564400182823	0.987303563061135	Intron	Hypo	LOC_00002583	0
chr16	39460159	0.566570333264725	0.981862966464145	-0.41529263319942	0.141352120711684	-2.93800072548252	0.0759062416694729	0.0485558067094566	0.00330336250674548	0.984564400182823	0.987277904517036	Promoter	Hypo	LOC_00005336	645
chr1	75457493	0.450529680272383	0.889985005535472	-0.439455325263089	0.152481888900676	-2.882016536071	0.0522639452810906	0.0301040779911919	0.00395138996149819	0.984564400182823	0.987201350900432	Intergenic	Hypo	LOC_00006600	11993
chr10	9482456	0.430844502864762	0.030558801172416	0.400285701692346	0.134768195459695	2.97017927951746	0.0480142459725954	0.0471299221275651	0.00297626000565499	0.984564400182823	0.987167959673931	Intron	Hyper	LOC_00016963	0
chr21	46488929	0.38676095648509	0.0217981493986608	0.364962807086429	0.118945474453721	3.06832024305749	0.0331119601737545	0.0486019812012817	0.00215265793942854	0.984564400182823	0.987092694187828	Exon	Hyper	LOC_00012991	0
chr23	4084025	0.338920814074862	0.0168708429797787	0.322049971095084	0.0998279833929505	3.22604905107024	0.0291244372819575	0.04983724003038	0.00125511844738404	0.984564400182823	0.986948538856079	TE	Hyper	LOC_00011110	8194
chr18	10312021	0.559415338142191	0.101693346923849	0.457721991218342	0.161449393791922	2.83508027170582	0.0917897237021291	0.0585721914992117	0.00458141725841873	0.984564400182823	0.986919357297505	Intergenic	Hyper	LOC_00020816	13982
chr29	23020786	0.71499541491511	0.324339350219296	0.390656064695813	0.130915277062133	2.98403726029931	0.0287811476094298	0.032745748341793	0.00284472127793682	0.984564400182823	0.986886040073477	Exon	Hyper	XLOC_032067U_lncRNA	0
chr11	7038597	0.354521163147338	0.0139556489169263	0.340565514230411	0.108275399346617	3.14536373253333	0.0311743364629854	0.0507825604353723	0.00165880451190658	0.984564400182823	0.986874962140028	Intron	Hyper	LOC_00022568	0
chr29	25409048	0.656954196592311	0.129654819682105	0.527299376910206	0.193896230780948	2.71949266257742	0.16913663521662	0.0315292905410606	0.00653821455681718	0.984564400182823	0.986836854657431	TE	Hyper	LOC_00019409	4413
chr8	58423912	0.310507915450055	0.775511028275686	-0.46500311282563	0.165067912088154	-2.81704122226551	0.0521111177753092	0.101775155827228	0.00484683044346636	0.984564400182823	0.986799880176924	Intron	Hypo	LOC_00024632	0
chr9	34227390	0.417058348836456	0.844306115114802	-0.427247766278346	0.147994422287988	-2.88691803159275	0.0331333497495203	0.0339189315291518	0.00389035566979361	0.984564400182823	0.986673175927906	Intergenic	Hypo	LOC_00000477	153030
chr24	35702181	0.362116876187434	0.0200861426603198	0.342030733527114	0.109403298526607	3.1263292618543	0.032108333462321	0.0490253440500326	0.00177003252078941	0.984564400182823	0.986553021780297	Exon	Hyper	LOC_00016838	0
chr21	15867544	0.489400451007073	0.876545296064032	-0.387144845056959	0.129931164189817	-2.97961499437793	0.0308411480068259	0.0308639255506194	0.00288610878387429	0.984564400182823	0.986535291132538	TE	Hypo	XLOC_026695U_lncRNA	1269
chr3	39349099	0.272967946318352	0.753425560339206	-0.480457614020854	0.172845839364304	-2.77968862766898	0.115385028301381	0.0310125602370703	0.00544110428108384	0.984564400182823	0.986529090165899	Intron	Hypo	LOC_00018566	0
chr4	46363123	0.692584314503	0.24753945932877	0.44504485517423	0.156768205500169	2.83887191126742	0.0319554506604648	0.0370581376465818	0.00452733263046064	0.984564400182823	0.986385303759462	Intron	Hyper	LOC_00003909	0
chr9	31847542	0.340703975120115	0.773407273282878	-0.432703298162763	0.151197326313746	-2.86184490633698	0.0293442228866118	0.0587252846621708	0.00421182954717227	0.984564400182823	0.986325934495604	Intron	Hypo	LOC_00000468	0
chr28	15551508	0.830881450703343	0.277776977382575	0.553104473320768	0.207837288868959	2.66123791515342	0.0450978405386776	0.234796483937941	0.00778539242441814	0.984564400182823	0.986212581669879	TE	Hyper	LOC_00020271	2649
chr11	5594694	0.446955212336613	0.858230278953203	-0.41127506661659	0.141865276660893	-2.89905378043761	0.0302727470667424	0.0506410388489785	0.00374290687399254	0.984564400182823	0.986044743050208	Intron	Hypo	LOC_00022546	0
chr7	24739403	0.378311673417812	0.0133096839629164	0.365001989454895	0.120682644382729	3.02447788844715	0.0373655286361107	0.0509768162503172	0.00249062676986862	0.984564400182823	0.986007273776154	Intron	Hyper	LOC_00002657	0
chr1	66045001	0.555020506224271	0.921566467815166	-0.366545961590895	0.121685154028702	-3.01224881964185	0.0338375189016301	0.0302571618081182	0.00259319944799459	0.984564400182823	0.985817431895733	Intron	Hypo	LOC_00006469	0
chr7	38108612	0.442487791871162	0.0739450853531244	0.368542706518037	0.122707626532873	3.00342135962759	0.0398931664355666	0.0440193593666314	0.00266962533007759	0.984564400182823	0.985749698498911	Intergenic	Hyper	LOC_00002784	706
chr6	42512066	0.359213842528489	0.015015866901092	0.344197975627398	0.111584280434985	3.0846457429812	0.0453199099209323	0.0505535709153078	0.00203794734117042	0.984564400182823	0.985716360352436	Intergenic	Hyper	LOC_00007843	11409
chr5	33948583	0.372707078408169	0.0152127538366272	0.357494324571542	0.117707151224392	3.03715042674025	0.0369528267051677	0.0504053643110531	0.0023882623915597	0.984564400182823	0.98570085906218	TE	Hyper	LOC_00015461	912
chr17	11964867	0.377740154498839	0.0174458047935785	0.360294349705261	0.119015610522698	3.0272864889144	0.0438012995729906	0.0500174629371319	0.00246759967864563	0.984564400182823	0.985685924543668	TE	Hyper	LOC_00019611	75561
chr23	36747227	0.436926185933867	0.0957982593486191	0.341127926585247	0.110304369910811	3.09260573140552	0.0296265802748672	0.0335047537048086	0.00198407541216236	0.984564400182823	0.985624830997122	Intron	Hyper	LOC_00011589	0
