chr	window	sample	mean_beta	n_cpgs	condition
chr3	32500000	C1	20.158244325416	19230	Control
chr3	33500000	C1	27.6253157905151	10696	Control
chr3	34500000	C1	42.2472446838184	10436	Control
chr3	35500000	C1	33.4429809216603	13037	Control
chr3	36500000	C1	16.2288783861956	11862	Control
chr3	37500000	C1	20.4951721586111	14686	Control
chr3	38500000	C1	13.909860055815	16735	Control
chr3	39500000	C1	25.7583477311685	17237	Control
chr3	40500000	C1	13.1561319780294	16439	Control
chr3	41500000	C1	18.1544328578527	14806	Control
chr3	42500000	C1	13.9502371835257	18463	Control
chr3	43500000	C1	2.55109015745151	13058	Control
chr3	44500000	C1	30.0724745786854	14478	Control
chr3	45500000	C1	19.2443314370639	13261	Control
chr3	46500000	C1	17.5230940299229	13222	Control
chr3	47500000	C1	6.23109196874938	15597	Control
chr3	48500000	C1	28.6786073027412	15928	Control
chr3	49500000	C1	37.0068227010739	14514	Control
chr3	50500000	C1	44.5259377626356	17465	Control
chr3	51500000	C1	10.7029182061713	18575	Control
chr3	52500000	C1	14.0051451262046	18242	Control
chr3	53500000	C1	7.32842624653777	22454	Control
chr3	54500000	C1	7.03213091676933	17514	Control
chr3	55500000	C1	21.9020688761422	15742	Control
chr3	56500000	C1	21.6784969085722	16778	Control
chr3	57500000	C1	16.9205505412005	18104	Control
chr3	58500000	C1	5.55739684228776	16033	Control
chr3	59500000	C1	12.755240814849	14125	Control
chr3	60500000	C1	7.22318462505888	17004	Control
chr3	61500000	C1	0.972771926678392	11715	Control
chr3	62500000	C1	0.270796711423042	15853	Control
chr3	63500000	C1	0.28050958245725	2931	Control
chr3	64500000	C1	0.25687350159939	17464	Control
chr3	65500000	C1	0.322428870007623	7630	Control
chr3	66500000	C1	0.284797201518917	14188	Control
chr3	67500000	C1	2.41856813324232	13690	Control
chr3	68500000	C1	14.5600313136078	16781	Control
chr3	69500000	C1	12.7344673994573	19210	Control
chr3	70500000	C1	22.2375435636574	19168	Control
chr3	71500000	C1	33.9426064918272	16975	Control
chr3	72500000	C1	18.518227653842	16692	Control
chr3	73500000	C1	4.15470790159741	9980	Control
chr3	74500000	C1	19.7795873305795	11411	Control
chr3	75500000	C1	35.7715215345343	12272	Control
chr3	76500000	C1	0.894724291696673	4936	Control
chr3	77500000	C1	18.4535967217173	4892	Control
chr3	78500000	C1	14.4994142258297	10922	Control
chr3	79500000	C1	0.242456980779698	1413	Control
chr30	500000	C1	5.5196693416634	5127	Control
chr30	1500000	C1	14.3839858717091	10370	Control
chr30	2500000	C1	32.2989416419538	15524	Control
chr30	3500000	C1	28.1587961955335	16844	Control
chr30	4500000	C1	20.7259863726722	12758	Control
chr30	5500000	C1	7.67189160799812	17419	Control
chr30	6500000	C1	35.7095145915137	14678	Control
chr30	7500000	C1	36.8614285125487	12418	Control
chr30	8500000	C1	23.55340551638	15904	Control
chr30	9500000	C1	28.2014214576522	10929	Control
chr30	10500000	C1	44.0603039598161	15758	Control
chr30	11500000	C1	8.04008458489473	13373	Control
chr30	12500000	C1	12.9018290576975	12974	Control
chr30	13500000	C1	14.0065863619678	10619	Control
chr30	14500000	C1	14.4055566455841	16672	Control
chr30	15500000	C1	22.8265123295009	10891	Control
chr30	16500000	C1	11.417958479283	13594	Control
chr30	17500000	C1	17.3444442674414	18205	Control
chr30	18500000	C1	0.276754767908565	17626	Control
chr30	19500000	C1	13.8837406829169	13095	Control
chr30	20500000	C1	17.6238961051879	13533	Control
chr30	21500000	C1	30.4761826028185	13899	Control
chr30	22500000	C1	28.7250122592775	16102	Control
chr30	23500000	C1	33.6264296616353	17778	Control
chr30	24500000	C1	16.67640837118	15375	Control
chr30	25500000	C1	40.8182372545694	10791	Control
chr30	26500000	C1	37.4866589528663	2049	Control
chr31	500000	C1	26.4105038587088	3749	Control
chr31	1500000	C1	17.531844574467	8413	Control
chr31	2500000	C1	8.9154817825913	10917	Control
chr31	3500000	C1	18.7723665949105	17238	Control
chr31	4500000	C1	29.8612823997999	13778	Control
chr31	5500000	C1	7.75796871346677	11292	Control
chr31	6500000	C1	15.3915576970951	10816	Control
chr31	7500000	C1	41.2535424902011	13255	Control
chr31	8500000	C1	11.2440491534472	9158	Control
chr31	9500000	C1	23.2098093702737	7136	Control
chr31	10500000	C1	33.7405624732591	18362	Control
chr31	11500000	C1	21.8515520797481	11721	Control
chr31	12500000	C1	17.2038877959584	11295	Control
chr31	13500000	C1	24.7275880901247	8503	Control
chr31	14500000	C1	26.6195811577043	14285	Control
chr31	15500000	C1	5.76856551849309	10419	Control
chr31	16500000	C1	16.8330977874724	11768	Control
chr31	17500000	C1	15.6055824273463	15116	Control
chr31	18500000	C1	20.9325985293438	17335	Control
chr31	19500000	C1	21.5892220606062	15477	Control
chr31	20500000	C1	0.282779661951459	14819	Control
chr31	21500000	C1	12.5935621415353	17906	Control
chr31	22500000	C1	11.4490027936318	15753	Control
chr31	23500000	C1	35.7540603832728	15917	Control
chr31	24500000	C1	22.6115603882578	16722	Control
chr31	25500000	C1	9.902925518433	10203	Control
chr31	26500000	C1	66.678106830209	2939	Control
chr4	500000	C1	49.0936305990114	6550	Control
chr4	1500000	C1	58.5865637077168	6850	Control
chr4	2500000	C1	53.2132933339311	5932	Control
chr4	3500000	C1	10.1766613586395	3356	Control
chr4	4500000	C1	11.9628957194927	8342	Control
chr4	5500000	C1	20.8803173910322	10411	Control
chr4	6500000	C1	3.06716197712131	11649	Control
chr4	7500000	C1	4.54581889417446	11778	Control
chr4	8500000	C1	10.8801745658389	15513	Control
chr4	9500000	C1	33.0240052264502	15579	Control
chr4	10500000	C1	20.1505455997443	16581	Control
chr4	11500000	C1	4.06301702166803	17461	Control
chr4	12500000	C1	19.1464683894152	17137	Control
chr4	13500000	C1	13.3074931257772	17114	Control
chr4	14500000	C1	16.0075916863407	16092	Control
chr4	15500000	C1	36.0476774142273	13168	Control
chr4	16500000	C1	32.1565169617155	12098	Control
chr4	17500000	C1	29.5866131355996	17618	Control
chr4	18500000	C1	8.05795418223266	17968	Control
chr4	19500000	C1	27.1955607406145	18183	Control
chr4	20500000	C1	6.59399499857107	20508	Control
chr4	21500000	C1	20.9638086003288	18715	Control
chr4	22500000	C1	27.2407412474905	17127	Control
chr4	23500000	C1	15.7248696823919	16592	Control
chr4	24500000	C1	7.88114973904542	13634	Control
chr4	25500000	C1	28.9329085696624	16200	Control
chr4	26500000	C1	9.23270722315025	16905	Control
chr4	27500000	C1	11.8729501185914	16874	Control
chr4	28500000	C1	0.278946748933824	18602	Control
chr4	29500000	C1	7.65337495065997	18563	Control
chr4	30500000	C1	11.9636173203285	15048	Control
chr4	31500000	C1	8.88920261051596	17572	Control
chr4	32500000	C1	16.815018825531	15830	Control
chr4	33500000	C1	10.3212064212271	16606	Control
chr4	34500000	C1	0.318536102743142	17623	Control
chr4	35500000	C1	13.1642479920285	20319	Control
chr4	36500000	C1	7.3220678301284	12863	Control
chr4	37500000	C1	10.8647989851869	18998	Control
chr4	38500000	C1	15.1382402005679	18991	Control
chr4	39500000	C1	9.02561829511009	15719	Control
chr4	40500000	C1	25.7940861586019	16973	Control
chr4	41500000	C1	19.4687315713138	17853	Control
chr4	42500000	C1	8.44429727825807	12108	Control
chr4	43500000	C1	13.4066666040423	14650	Control
chr4	44500000	C1	10.3267426206654	17523	Control
chr4	45500000	C1	19.9949258981583	17579	Control
chr4	46500000	C1	41.90632701219	11851	Control
chr4	47500000	C1	55.0453043803875	14666	Control
chr4	48500000	C1	61.5376918427176	17935	Control
chr4	49500000	C1	54.5935036462372	12016	Control
chr4	50500000	C1	17.637574918644	11019	Control
chr4	51500000	C1	18.7623920885208	17735	Control
chr4	52500000	C1	13.1933050763816	17419	Control
chr4	53500000	C1	20.1579870737255	12552	Control
chr4	54500000	C1	6.22055773113282	17840	Control
chr4	55500000	C1	21.5379363144454	13909	Control
chr4	56500000	C1	2.47003017327733	21962	Control
chr4	57500000	C1	0.282015854116128	20338	Control
chr4	58500000	C1	0.273487476543077	19462	Control
chr4	59500000	C1	3.05474606241222	16521	Control
chr4	60500000	C1	0.283625455118033	12708	Control
chr4	61500000	C1	7.4288999039143	21510	Control
chr4	62500000	C1	21.2622286762548	17289	Control
chr4	63500000	C1	10.3221543458005	18993	Control
chr4	64500000	C1	38.021190816694	16904	Control
chr4	65500000	C1	28.6311122959408	16023	Control
chr4	66500000	C1	34.1677488550962	8536	Control
chr4	67500000	C1	35.4804301981888	15752	Control
chr4	68500000	C1	24.239074572082	12504	Control
chr4	69500000	C1	5.3928734588788	7759	Control
chr4	70500000	C1	27.5880584092822	12253	Control
chr4	71500000	C1	36.975331888912	6565	Control
chr4	72500000	C1	23.5770368590881	6520	Control
chr5	500000	C1	0.29508524796404	5072	Control
chr5	1500000	C1	8.15401741180183	7227	Control
chr5	2500000	C1	27.3016176471373	9121	Control
chr5	3500000	C1	10.7244151350143	6771	Control
chr5	4500000	C1	20.707562682555	10408	Control
chr5	5500000	C1	4.19862418616673	20107	Control
chr5	6500000	C1	0.276486779334233	14912	Control
chr5	7500000	C1	25.5701908008609	7535	Control
chr5	8500000	C1	9.20634912346843	13649	Control
chr5	9500000	C1	2.65892842000969	19551	Control
chr5	10500000	C1	9.1655685403169	12417	Control
chr5	11500000	C1	3.03536036081804	15248	Control
chr5	12500000	C1	26.8797717446014	10983	Control
chr5	13500000	C1	14.191727144407	16256	Control
chr5	14500000	C1	23.7271956969669	13846	Control
chr5	15500000	C1	7.97294600399825	18127	Control
chr5	16500000	C1	0.288161303219243	17963	Control
chr5	17500000	C1	31.3621721202087	16187	Control
chr5	18500000	C1	33.8684271883376	14173	Control
chr5	19500000	C1	31.3161974606134	16093	Control
chr5	20500000	C1	38.5673698454361	17505	Control
chr5	21500000	C1	30.7657678425245	17578	Control
chr5	22500000	C1	8.75950724335104	14783	Control
chr5	23500000	C1	13.2599316462484	13411	Control
chr5	24500000	C1	22.7230857493215	13048	Control
chr5	25500000	C1	14.8598790341992	12251	Control
chr5	26500000	C1	11.0723685110105	14823	Control
chr5	27500000	C1	28.8907776985051	17274	Control
chr5	28500000	C1	2.94701493187613	17026	Control
chr5	29500000	C1	12.8002431316512	14950	Control
chr5	30500000	C1	23.5086212196052	11039	Control
chr5	31500000	C1	39.5735580614118	15208	Control
chr5	32500000	C1	36.4290505814217	11010	Control
chr5	33500000	C1	29.2757020820394	13755	Control
chr5	34500000	C1	52.0522847527989	14504	Control
chr5	35500000	C1	11.2387472823373	6534	Control
chr5	36500000	C1	9.04648701168564	10446	Control
chr5	37500000	C1	2.9425018861433	10223	Control
chr5	38500000	C1	8.77783093455131	11744	Control
chr5	39500000	C1	30.9937252136068	16929	Control
chr5	40500000	C1	46.9378148182196	14402	Control
chr5	41500000	C1	26.1974329593722	17633	Control
chr5	42500000	C1	35.8047522292876	15547	Control
chr5	43500000	C1	34.1795062751565	15024	Control
chr5	44500000	C1	12.8001069115299	19601	Control
chr5	45500000	C1	17.1402037278794	18128	Control
chr5	46500000	C1	3.12688939310249	18559	Control
chr5	47500000	C1	25.9008705061248	16492	Control
chr5	48500000	C1	16.6410137918504	7762	Control
chr5	49500000	C1	19.871046482457	17716	Control
chr5	50500000	C1	6.10657051504901	20453	Control
chr5	51500000	C1	9.25247894914173	16024	Control
chr5	52500000	C1	29.0175570667774	17742	Control
chr5	53500000	C1	29.1333998793406	15167	Control
chr5	54500000	C1	21.347411018361	15256	Control
chr5	55500000	C1	2.46189365336454	12739	Control
chr5	56500000	C1	47.4218075716171	16978	Control
chr5	57500000	C1	17.6233933026835	17745	Control
chr5	58500000	C1	11.108395542632	17248	Control
chr5	59500000	C1	27.4966356239044	15046	Control
chr5	60500000	C1	0.611190939648716	19566	Control
chr5	61500000	C1	2.42469902051455	14922	Control
chr5	62500000	C1	20.9479775310649	16738	Control
chr5	63500000	C1	3.63252526379276	15268	Control
chr5	64500000	C1	13.0492028423552	16060	Control
chr5	65500000	C1	37.2797159532869	17111	Control
chr5	66500000	C1	10.1657569253801	17481	Control
chr5	67500000	C1	21.3660624527941	17559	Control
chr5	68500000	C1	17.8574067880886	13934	Control
chr5	69500000	C1	46.8223636897343	13231	Control
chr5	70500000	C1	18.1502910405703	13217	Control
chr5	71500000	C1	12.6041071975905	13844	Control
chr5	72500000	C1	18.6821312611306	17209	Control
chr5	73500000	C1	16.3350492042555	10136	Control
chr5	74500000	C1	37.8798036892758	15514	Control
chr5	75500000	C1	24.7285998718864	13531	Control
chr5	76500000	C1	4.52127882934211	14752	Control
chr5	77500000	C1	11.0241674235465	16036	Control
chr5	78500000	C1	0.364645939319099	11354	Control
chr5	79500000	C1	6.47077953009454	7162	Control
chr5	80500000	C1	20.4844849279417	16775	Control
chr5	81500000	C1	54.7800415751578	6419	Control
chr6	500000	C1	0.45478626280859	3986	Control
chr6	1500000	C1	28.1782996191391	9247	Control
chr6	2500000	C1	20.7755171746341	10066	Control
chr6	3500000	C1	22.4131832145435	11807	Control
chr6	4500000	C1	4.02923269121338	16593	Control
chr6	5500000	C1	11.1271250574532	11810	Control
chr6	6500000	C1	35.7492018774523	8823	Control
chr6	7500000	C1	30.7348752059229	14022	Control
chr6	8500000	C1	5.46605276106629	12444	Control
chr6	9500000	C1	0.290324210409768	11900	Control
chr6	10500000	C1	0.361606542225392	11787	Control
chr6	11500000	C1	29.7212367388326	14620	Control
chr6	12500000	C1	21.8772443807838	13880	Control
chr6	13500000	C1	15.0200080973355	14170	Control
chr6	14500000	C1	19.1215220655463	19089	Control
chr6	15500000	C1	31.3290541298336	18192	Control
chr6	16500000	C1	7.61740019469066	18022	Control
chr6	17500000	C1	5.64496793857565	11887	Control
chr6	18500000	C1	2.83150255083609	18671	Control
chr6	19500000	C1	2.51045903342301	18043	Control
chr6	20500000	C1	17.9160348061532	16632	Control
chr6	21500000	C1	14.6479235420598	20648	Control
chr6	22500000	C1	12.2003899993096	13762	Control
chr6	23500000	C1	0.299548293678377	19447	Control
chr6	24500000	C1	20.3866169192053	16394	Control
chr6	25500000	C1	9.69057449932151	15079	Control
chr6	26500000	C1	34.9465466180492	13662	Control
chr6	27500000	C1	22.9452419138372	15027	Control
chr6	28500000	C1	9.91213221364366	14211	Control
chr6	29500000	C1	3.47300743428937	14119	Control
chr6	30500000	C1	18.279980496676	15569	Control
chr6	31500000	C1	28.4029633877916	7888	Control
chr6	32500000	C1	5.46537950802058	19641	Control
chr6	33500000	C1	17.7332384130003	17190	Control
chr6	34500000	C1	27.2819649095806	15634	Control
chr6	35500000	C1	21.1723808728142	13770	Control
chr6	36500000	C1	36.7942288774734	15923	Control
chr6	37500000	C1	32.7744872880601	8227	Control
chr6	38500000	C1	10.5898484075746	14471	Control
chr6	39500000	C1	22.0722075268415	12133	Control
chr6	40500000	C1	9.20048337289276	14802	Control
chr6	41500000	C1	31.4170271539775	14561	Control
chr6	42500000	C1	23.5284886843669	18089	Control
chr6	43500000	C1	0.305832888226616	10193	Control
chr6	44500000	C1	0.341490578230614	10025	Control
chr6	45500000	C1	1.40256340260294	14298	Control
chr6	46500000	C1	4.97579684071553	19138	Control
chr6	47500000	C1	22.6202045884805	17836	Control
chr6	48500000	C1	3.96382375869572	19446	Control
chr6	49500000	C1	3.43893332358008	14615	Control
chr6	50500000	C1	46.4556121324774	14350	Control
chr6	51500000	C1	39.9966560133791	16219	Control
chr6	52500000	C1	48.0571223528377	14168	Control
chr6	53500000	C1	6.24905128290739	17513	Control
chr6	54500000	C1	5.71066623518037	13812	Control
chr6	55500000	C1	16.2159154306603	12308	Control
chr6	56500000	C1	13.2291889732667	16164	Control
chr6	57500000	C1	19.8421371875772	16916	Control
chr6	58500000	C1	10.1782728229386	17797	Control
chr6	59500000	C1	9.25777795123918	19262	Control
chr6	60500000	C1	10.2911302752014	15189	Control
chr6	61500000	C1	1.89957847163448	15828	Control
chr6	62500000	C1	10.5004951443226	19521	Control
chr6	63500000	C1	7.50615365892306	20015	Control
chr6	64500000	C1	26.4198254458296	17942	Control
chr6	65500000	C1	17.6111015012093	15699	Control
chr6	66500000	C1	23.1516123724068	15574	Control
chr6	67500000	C1	24.7413947919982	16030	Control
chr6	68500000	C1	38.3758530657331	14622	Control
chr6	69500000	C1	48.3418264593657	11845	Control
chr6	70500000	C1	25.5978548034718	8153	Control
chr6	71500000	C1	25.5379994777802	15142	Control
chr6	72500000	C1	26.9938002691975	11803	Control
chr6	73500000	C1	9.73468996805452	19637	Control
chr6	74500000	C1	11.4055936339726	13045	Control
chr6	75500000	C1	24.5879678477167	15125	Control
chr6	76500000	C1	30.8238613695908	12119	Control
chr6	77500000	C1	53.6298691212869	6851	Control
chr6	78500000	C1	16.2467403447846	5016	Control
chr6	79500000	C1	0.30363805418623	180	Control
chr7	500000	C1	3.9623299276044	4970	Control
chr7	1500000	C1	21.1967732534535	6664	Control
chr7	2500000	C1	3.64872748151981	9722	Control
chr7	3500000	C1	30.3651285244448	12316	Control
chr7	4500000	C1	16.9517159237229	13605	Control
chr7	5500000	C1	11.9059612482008	16642	Control
chr7	6500000	C1	16.3993802541582	16946	Control
chr7	7500000	C1	0.266812281049089	12406	Control
chr7	8500000	C1	0.278721222123005	13427	Control
chr7	9500000	C1	4.17598166667393	14602	Control
chr7	10500000	C1	20.0120329327407	10204	Control
chr7	11500000	C1	29.9983214612756	14430	Control
chr7	12500000	C1	39.8382002376702	14954	Control
chr7	13500000	C1	23.6356884211168	18655	Control
chr7	14500000	C1	28.2488009834038	18276	Control
chr7	15500000	C1	39.5184621162838	16913	Control
chr7	16500000	C1	12.440412767672	19334	Control
chr7	17500000	C1	24.1672393178111	18823	Control
chr7	18500000	C1	11.5013425935003	20809	Control
chr7	19500000	C1	27.74171488338	18849	Control
chr7	20500000	C1	20.3664764367191	14793	Control
chr7	21500000	C1	2.72948267818014	17076	Control
chr7	22500000	C1	42.498441371232	17056	Control
chr7	23500000	C1	16.9931049137323	14769	Control
chr7	24500000	C1	11.8122185797079	17080	Control
chr7	25500000	C1	4.68054494400543	18079	Control
chr7	26500000	C1	18.6324271076654	13546	Control
chr7	27500000	C1	57.0953123603311	13104	Control
chr7	28500000	C1	64.996889390998	15842	Control
chr7	29500000	C1	17.0520936900128	7885	Control
chr7	30500000	C1	31.3129798806936	9195	Control
chr7	31500000	C1	27.1237062585791	10777	Control
chr7	32500000	C1	14.8541954203815	12250	Control
chr7	33500000	C1	17.1023212070404	17225	Control
chr7	34500000	C1	15.6835788452983	11547	Control
chr7	35500000	C1	4.53411039929672	8225	Control
chr7	36500000	C1	12.4004298618991	17276	Control
chr7	37500000	C1	25.0610494737668	16090	Control
chr7	38500000	C1	19.4694193815879	18814	Control
chr7	39500000	C1	11.6078920964168	18989	Control
chr7	40500000	C1	15.5585719673131	17814	Control
chr7	41500000	C1	34.0077809183493	17059	Control
chr7	42500000	C1	11.2651678371282	18131	Control
chr7	43500000	C1	4.97017167352154	14478	Control
chr7	44500000	C1	43.2561233547408	16417	Control
chr7	45500000	C1	26.1581097960544	12058	Control
chr7	46500000	C1	22.8309730706975	15722	Control
chr7	47500000	C1	7.54435077490969	18562	Control
chr7	48500000	C1	16.7805749657458	18933	Control
chr7	49500000	C1	9.19926100529717	18112	Control
chr7	50500000	C1	7.13398449633641	11505	Control
chr7	51500000	C1	17.3550097364514	18643	Control
chr7	52500000	C1	20.8857733100972	19161	Control
chr7	53500000	C1	18.9284981439591	15749	Control
chr7	54500000	C1	15.3546767417139	14775	Control
chr7	55500000	C1	20.656087691333	18105	Control
chr7	56500000	C1	23.6768828854992	17448	Control
chr7	57500000	C1	4.81892967766877	17974	Control
chr7	58500000	C1	15.5163240265605	17350	Control
chr7	59500000	C1	6.0490506464863	15245	Control
chr7	60500000	C1	18.4474313079918	19743	Control
chr7	61500000	C1	2.25683030495949	18851	Control
chr7	62500000	C1	9.37549163200515	19247	Control
chr7	63500000	C1	13.9084914318809	13410	Control
chr7	64500000	C1	36.5247908299697	10265	Control
chr7	65500000	C1	39.1313217118785	14000	Control
chr7	66500000	C1	22.7788120114756	5592	Control
chr7	67500000	C1	14.5157115896205	7825	Control
chr7	68500000	C1	15.313334793563	10740	Control
chr7	69500000	C1	38.9245211856615	2658	Control
chr7	70500000	C1	31.3362676969616	5715	Control
chr8	500000	C1	2.45148175944647	3254	Control
chr8	1500000	C1	18.5317303196594	8168	Control
chr8	2500000	C1	1.3346458771674	11700	Control
chr8	3500000	C1	45.3778090627856	10772	Control
chr8	4500000	C1	17.325832430542	8573	Control
chr8	5500000	C1	20.588082358961	17119	Control
chr8	6500000	C1	23.1232229701804	9790	Control
chr8	7500000	C1	26.480333498769	15899	Control
chr8	8500000	C1	40.2065406888327	14532	Control
chr8	9500000	C1	7.01448078152598	13956	Control
chr8	10500000	C1	19.2986564169512	13327	Control
chr8	11500000	C1	18.325688417247	17718	Control
chr8	12500000	C1	9.34182935707261	18799	Control
chr8	13500000	C1	33.1779841086698	17354	Control
chr8	14500000	C1	7.01386300072023	19440	Control
chr8	15500000	C1	19.9761397398849	18446	Control
chr8	16500000	C1	23.5679785963981	19794	Control
chr8	17500000	C1	31.7440128828189	14822	Control
chr8	18500000	C1	18.1960799013821	17599	Control
chr8	19500000	C1	33.9293759777224	14571	Control
chr8	20500000	C1	9.10603923637984	19886	Control
chr8	21500000	C1	13.9439617209057	14373	Control
chr8	22500000	C1	31.5960624447891	14984	Control
chr8	23500000	C1	7.74100992631933	20406	Control
chr8	24500000	C1	7.32085923282477	9211	Control
chr8	25500000	C1	13.1712325068115	19894	Control
chr8	26500000	C1	17.2220890924994	20152	Control
chr8	27500000	C1	5.04867894977775	19661	Control
chr8	28500000	C1	10.0159713512598	17250	Control
chr8	29500000	C1	9.29938034328085	15947	Control
chr8	30500000	C1	20.6523767045694	13789	Control
chr8	31500000	C1	19.2765233138641	17196	Control
chr8	32500000	C1	10.479035218863	18153	Control
chr8	33500000	C1	9.13335968768082	11939	Control
chr8	34500000	C1	0.369425159458435	4230	Control
chr8	35500000	C1	12.8364129529925	15665	Control
chr8	36500000	C1	21.3763472694879	11262	Control
chr8	37500000	C1	39.16698484667	14610	Control
chr8	38500000	C1	46.5923279595115	19686	Control
chr8	39500000	C1	11.1399190177641	15296	Control
chr8	40500000	C1	5.84971672503133	16932	Control
chr8	41500000	C1	20.909345688638	10603	Control
chr8	42500000	C1	13.9456954106353	17826	Control
chr8	43500000	C1	20.4202092478122	15292	Control
chr8	44500000	C1	11.2868269697056	18848	Control
chr8	45500000	C1	2.16884729267142	22071	Control
chr8	46500000	C1	7.15972571071687	20905	Control
chr8	47500000	C1	30.8834887602337	14621	Control
chr8	48500000	C1	11.5112751447252	15717	Control
chr8	49500000	C1	31.0516159845865	17518	Control
chr8	50500000	C1	8.9998371582814	14173	Control
chr8	51500000	C1	22.2821428403189	16710	Control
chr8	52500000	C1	10.1843419504752	16433	Control
chr8	53500000	C1	29.4919885887809	16287	Control
chr8	54500000	C1	15.9237506276781	18241	Control
chr8	55500000	C1	10.2359225925898	15469	Control
chr8	56500000	C1	18.9547160692955	13751	Control
chr8	57500000	C1	8.25365629788192	7203	Control
chr8	58500000	C1	15.0452204225064	12507	Control
chr8	59500000	C1	22.8289432998639	9908	Control
chr8	60500000	C1	39.6096471174053	10267	Control
chr8	61500000	C1	36.5517455500439	6371	Control
chr8	62500000	C1	31.306115801936	5487	Control
chr8	63500000	C1	18.1379668279651	2604	Control
chr8	64500000	C1	41.9988990203838	3385	Control
chr9	500000	C1	1.48241747062686	2852	Control
chr9	1500000	C1	37.33202207132	6138	Control
chr9	2500000	C1	37.865382293587	7980	Control
chr9	3500000	C1	21.5228676452905	13231	Control
chr9	4500000	C1	19.8385326395978	14523	Control
chr9	5500000	C1	16.6117961717053	13251	Control
chr9	6500000	C1	10.0342508985484	16565	Control
chr9	7500000	C1	10.8719993824894	15805	Control
chr9	8500000	C1	16.6255165060742	17311	Control
chr9	9500000	C1	17.4914151529468	15327	Control
chr9	10500000	C1	25.2957146190838	14115	Control
chr9	11500000	C1	8.60808795071206	18485	Control
chr9	12500000	C1	24.7213866611239	16951	Control
chr9	13500000	C1	20.7023456140801	18211	Control
chr9	14500000	C1	3.93860422997103	18046	Control
chr9	15500000	C1	0.297027635092494	4908	Control
chr9	16500000	C1	19.5481568080554	16980	Control
chr9	17500000	C1	26.9702763393672	16106	Control
chr9	18500000	C1	13.1837877017965	19388	Control
chr9	19500000	C1	34.9220541453442	15729	Control
chr9	20500000	C1	29.5962239501623	16230	Control
chr9	21500000	C1	7.62719960359924	21695	Control
chr9	22500000	C1	13.2621630395349	16558	Control
chr9	23500000	C1	4.64027316622124	16944	Control
chr9	24500000	C1	22.8427343579912	18713	Control
chr9	25500000	C1	23.9824580288024	18162	Control
chr9	26500000	C1	12.3599923387648	18198	Control
chr9	27500000	C1	5.49005353485744	19834	Control
chr9	28500000	C1	20.4981400789266	18377	Control
chr9	29500000	C1	1.7364135245729	20708	Control
chr9	30500000	C1	3.25712767629693	18145	Control
chr9	31500000	C1	27.7619981206317	17480	Control
chr9	32500000	C1	2.42840656151889	17649	Control
chr9	33500000	C1	11.5101784402818	13434	Control
chr9	34500000	C1	14.1041280478812	18205	Control
chr9	35500000	C1	11.5672338730967	18823	Control
chr9	36500000	C1	0.316326219120958	15867	Control
chr9	37500000	C1	8.97144199722056	16654	Control
chr9	38500000	C1	15.080326018215	19372	Control
chr9	39500000	C1	12.8430323599732	18795	Control
chr9	40500000	C1	9.03966958352986	16775	Control
chr9	41500000	C1	42.0510038594682	9371	Control
chr9	42500000	C1	16.2481760650517	16900	Control
chr9	43500000	C1	28.8288786624127	8441	Control
chr9	44500000	C1	38.6994032997237	13574	Control
chr9	45500000	C1	41.7585578218523	18209	Control
chr9	46500000	C1	50.7338995265775	14394	Control
chr9	47500000	C1	21.4328837843133	11851	Control
chr9	48500000	C1	22.9113443079659	15335	Control
chr9	49500000	C1	19.9848945860837	15068	Control
chr9	50500000	C1	36.2287500541766	17426	Control
chr9	51500000	C1	16.1891423248708	17304	Control
chr9	52500000	C1	14.244758039193	16326	Control
chr9	53500000	C1	5.64757466611047	14096	Control
chr9	54500000	C1	0.323848277424667	6355	Control
chr9	55500000	C1	5.58405327061503	10749	Control
chr9	56500000	C1	2.53854153889961	18516	Control
chr9	57500000	C1	0.395798985468735	19121	Control
chr9	58500000	C1	9.12945154036903	19536	Control
chr9	59500000	C1	12.6558109418372	19597	Control
chr9	60500000	C1	29.8662916689194	17811	Control
chr9	61500000	C1	4.15280868885302	12538	Control
chr9	62500000	C1	18.1841067865687	15245	Control
chr9	63500000	C1	30.9901421089651	15675	Control
chr9	64500000	C1	5.75212278641161	12096	Control
chr9	65500000	C1	20.7728906201559	13411	Control
chr9	66500000	C1	27.2523056425536	11873	Control
chr9	67500000	C1	26.0029868855473	15250	Control
chr9	68500000	C1	63.8997949425264	3246	Control
chr9	69500000	C1	9.79172206648533	8981	Control
chr9	70500000	C1	20.5624770716256	6874	Control
chr9	71500000	C1	13.306962252662	1443	Control
chr9	72500000	C1	36.1247813327029	4603	Control
chr9	73500000	C1	28.4448159110535	3545	Control
chr9	74500000	C1	0.300296589223925	85	Control
chr1	500000	C2	9.86687086222575	3431	Control
chr1	1500000	C2	54.4165472009155	11195	Control
chr1	2500000	C2	14.0167599483342	4684	Control
chr1	3500000	C2	31.8165290072497	10053	Control
chr1	4500000	C2	17.6220387793786	12137	Control
chr1	5500000	C2	10.1538844123212	8885	Control
chr1	6500000	C2	11.9320580599533	15421	Control
chr1	7500000	C2	14.397183204379	11037	Control
chr1	8500000	C2	1.49820587064303	8655	Control
chr1	9500000	C2	2.28403253076656	12047	Control
chr1	10500000	C2	4.59671529332987	15354	Control
chr1	11500000	C2	20.4300721563867	18111	Control
chr1	12500000	C2	14.7502560733786	17119	Control
