gene_id	chr	tss	width	n_C	n_G	n_CpG	gc_pct	cpg_oe	weber_class
LOC_00009855	chr14	62592213	2001	718	354	41	53.5732133933034	0.322777489259242	LCP
LOC_00009856	chr14	62616937	2001	442	408	67	42.4787606196902	0.743428932659036	ICP
LOC_00009857	chr14	62626451	2001	583	406	47	49.4252873563218	0.397329086008331	LCP
LOC_00009858	chr14	63200411	2001	444	454	36	44.8775612193903	0.357363971901417	LCP
LOC_00009859	chr14	63311528	2001	429	368	59	39.8300849575212	0.747814685314685	ICP
LOC_00009860	chr14	63343656	2001	565	436	91	50.0249875062469	0.739185678330762	ICP
LOC_00009861	chr14	63347606	2001	557	441	54	49.8750624687656	0.43989301286044	LCP
LOC_00009862	chr14	63376296	2001	380	496	25	43.7781109445277	0.265412775891341	LCP
LOC_00009863	chr14	63432005	2001	388	402	54	39.480259870065	0.69276042468072	ICP
LOC_00009865	chr14	63439790	2001	442	406	58	42.3788105947027	0.646735617323853	ICP
LOC_00009864	chr14	63440001	2001	450	424	62	43.6781609195402	0.650220125786164	ICP
LOC_00009866	chr14	63476011	2001	437	418	42	42.7286356821589	0.460085620750441	LCP
LOC_00009867	chr14	63628631	2001	437	344	45	39.0304847576212	0.598990208078335	ICP
LOC_00009870	chr14	63657872	2001	444	500	87	47.176411794103	0.784175675675676	ICP
LOC_00009868	chr14	63664590	2001	411	471	83	44.0779610194903	0.857950935267408	ICP
LOC_00009869	chr14	63677638	2001	444	463	100	45.3273363318341	0.973381588932345	ICP
LOC_00009871	chr14	63781774	2001	441	460	68	45.0274862568716	0.670748299319728	ICP
LOC_00009872	chr14	63751078	2001	358	337	36	34.7326336831584	0.597085688709116	ICP
LOC_00009873	chr14	63804333	2001	525	330	57	42.7286356821589	0.658337662337662	ICP
XLOC_019583U_lncRNA	chr14	63815646	2001	400	358	40	37.8810594702649	0.558938547486034	ICP
XLOC_018962U_lncRNA	chr14	63957755	2001	423	380	68	40.1299350324838	0.846509891750653	ICP
XLOC_019584U_lncRNA	chr14	63975917	2001	352	449	57	40.0299850074963	0.72166050820004	ICP
LOC_00009874	chr14	63976519	2001	358	400	37	37.8810594702649	0.517018156424581	ICP
XLOC_019585U_lncRNA	chr14	63979144	2001	483	340	29	41.1294352823588	0.353361344537815	LCP
XLOC_018964U_lncRNA	chr14	63995393	2001	339	483	29	41.0794602698651	0.354403708386009	LCP
LOC_00009875	chr14	64011613	2001	430	389	38	40.9295352323838	0.454582411669756	LCP
LOC_00009876	chr14	64268133	2001	465	551	75	50.7746126936532	0.585738539898132	ICP
LOC_00009877	chr14	64351535	2001	483	597	108	53.9730134932534	0.749461593682699	ICP
XLOC_019588U_lncRNA	chr14	64529924	2001	839	250	45	54.4227886056972	0.429296781883194	LCP
LOC_00009878	chr14	64531586	2001	365	410	55	38.7306346826587	0.735415970598062	ICP
LOC_00009879	chr14	64566720	2001	442	409	56	42.5287356321839	0.619854185796944	ICP
LOC_00009880	chr14	64589384	2001	406	426	62	41.5792103948026	0.717303822937626	ICP
LOC_00009881	chr14	64958217	2001	356	417	52	38.6306846576712	0.700913426562121	ICP
LOC_00009883	chr14	64958128	2001	359	426	51	39.2303848075962	0.667287849660638	ICP
LOC_00009882	chr14	65016057	2001	342	362	56	35.1824087956022	0.905108074052535	ICP
LOC_00009884	chr14	65041633	2001	441	588	71	51.424287856072	0.547885140450738	ICP
LOC_00009885	chr14	65094180	2001	465	347	9	40.5797101449275	0.111611043971367	LCP
LOC_00009886	chr14	65192698	2001	405	380	60	39.2303848075962	0.780116959064328	ICP
LOC_00009887	chr14	65184400	2001	427	527	75	47.6761619190405	0.666914042190118	ICP
LOC_00009888	chr14	65204269	2001	407	446	37	42.6286856571714	0.407867916836527	LCP
XLOC_018971U_lncRNA	chr14	65319839	2001	398	557	59	47.7261369315342	0.532550544463791	ICP
LOC_00011698	chr15	1033942	2001	347	437	44	39.1804097951025	0.580615804641286	ICP
LOC_00011699	chr15	1327026	2001	481	501	81	49.0754622688656	0.672588295342786	ICP
LOC_00011700	chr15	1386936	2001	468	552	108	50.9745127436282	0.836538461538462	ICP
LOC_00011701	chr15	1562487	2001	368	438	72	40.279860069965	0.893835616438356	ICP
LOC_00011702	chr15	1652832	2001	421	396	50	40.8295852073963	0.600122363780321	ICP
LOC_00011703	chr15	1822571	2001	402	390	67	39.5802098950525	0.855128205128205	ICP
LOC_00011704	chr15	1819681	2001	374	444	34	40.8795602198901	0.40970515970516	LCP
LOC_00011705	chr15	2992892	2001	535	399	62	46.6766616691654	0.581181926779566	ICP
LOC_00011706	chr15	3147015	2001	643	391	80	51.6741629185407	0.636721251486598	ICP
LOC_00011707	chr15	3297550	2001	659	306	3	48.2258870564718	0.0297688119253771	LCP
LOC_00011708	chr15	3371096	2001	431	495	35	46.2768615692154	0.328271110173662	LCP
LOC_00011709	chr15	3488908	2001	384	367	46	37.5312343828086	0.653142029972752	ICP
LOC_00011710	chr15	3619142	2001	571	346	50	45.8270864567716	0.506413046779304	ICP
LOC_00011711	chr15	3940575	2001	506	415	58	46.0269865067466	0.552683461117196	ICP
LOC_00011712	chr15	3792984	2001	412	493	59	45.2273863068466	0.581239291833238	ICP
LOC_00011713	chr15	4098330	2001	338	362	46	46.6355762824784	0.752280231455752	ICP
LOC_00011714	chr15	4193181	2001	475	363	59	41.8790604697651	0.684697694649848	ICP
LOC_00011715	chr15	4338760	2001	453	395	34	42.3788105947027	0.380216279654623	LCP
LOC_00011716	chr15	4561241	2001	410	394	52	40.1799100449775	0.644125294044819	ICP
LOC_00011717	chr15	4563920	2001	450	367	57	40.8295852073963	0.690626702997275	ICP
LOC_00011721	chr15	4652530	2001	498	531	77	51.424287856072	0.582658316883353	ICP
LOC_00011718	chr15	4754826	2001	352	384	27	36.7816091954023	0.399702592329545	LCP
LOC_00011719	chr15	4752956	2001	383	411	47	39.68015992004	0.597453831640335	ICP
LOC_00011720	chr15	4769832	2001	457	379	51	41.7791104447776	0.589198801406442	ICP
LOC_00011722	chr15	4857758	2001	542	380	15	46.0769615192404	0.145732181006021	LCP
XLOC_020062U_lncRNA	chr15	4865990	2001	226	701	20	46.3268365817091	0.252610051380455	LCP
LOC_00011723	chr15	5916778	2001	481	514	90	49.7251374312844	0.728419230364756	ICP
LOC_00011724	chr15	5918261	2001	370	541	37	45.5272363818091	0.369870609981516	LCP
XLOC_020066U_lncRNA	chr15	6471852	2001	397	460	82	42.8285857071464	0.898488664987406	ICP
LOC_00011725	chr15	6824783	2001	556	451	93	50.3248375812094	0.742127805516119	ICP
LOC_00011726	chr15	6837711	2001	243	832	66	53.7231384307846	0.653222934472935	ICP
LOC_00011727	chr15	6852134	2001	478	513	57	49.5252373813094	0.46513249651325	LCP
LOC_00011728	chr15	7318116	2001	496	306	41	40.07996001999	0.540540006325111	ICP
LOC_00011729	chr15	7419740	2001	372	280	39	32.583708145927	0.749222350230415	ICP
LOC_00011730	chr15	7576319	2001	545	361	31	45.2773613193403	0.315286284276602	LCP
LOC_00011731	chr15	7586609	2001	500	488	70	49.3753123438281	0.57405737704918	ICP
LOC_00011732	chr15	7847865	2001	538	373	32	45.5272363818091	0.319084684612855	LCP
LOC_00011734	chr15	8332282	2001	354	593	102	47.3263368315842	0.972275416583302	ICP
LOC_00011733	chr15	7853479	2001	571	331	69	45.0774612693653	0.730519944338919	ICP
LOC_00011735	chr15	8879701	2001	346	409	36	37.7311344327836	0.509037975041339	ICP
LOC_00011736	chr15	8886450	2001	431	439	78	43.4782608695652	0.824897335750414	ICP
LOC_00011737	chr15	9567170	2001	464	491	112	47.7261369315342	0.983706720977597	ICP
LOC_00011738	chr15	9833194	2001	482	498	80	48.9755122438781	0.666899965005249	ICP
LOC_00011739	chr15	9842619	2001	340	647	47	49.3253373313343	0.427525229566324	LCP
LOC_00011740	chr15	9977406	2001	368	410	70	38.8805597201399	0.928353658536585	ICP
LOC_00011741	chr15	10012948	2001	408	443	76	42.5287356321839	0.84138892577347	ICP
LOC_00011742	chr15	10093718	2001	397	422	112	40.9295352323838	1.33771055427555	ICP
LOC_00011743	chr15	10391443	2001	563	325	42	44.3778110944528	0.459308648722503	LCP
LOC_00011744	chr15	10526656	2001	431	432	77	43.1284357821089	0.827516756896107	ICP
LOC_00011745	chr15	10873549	2001	393	388	25	39.0304847576212	0.328067207051232	LCP
LOC_00011746	chr15	10941608	2001	470	323	20	39.6301849075462	0.263618997430999	LCP
LOC_00011747	chr15	10979637	2001	528	365	38	44.6276861569215	0.394551681195517	LCP
LOC_00011748	chr15	11099260	2001	391	373	51	38.1809095452274	0.699731903485255	ICP
LOC_00011749	chr15	11259489	2001	410	374	60	39.1804097951025	0.782965958001826	ICP
LOC_00011750	chr15	11264000	2001	381	302	29	34.1329335332334	0.504328101371435	ICP
LOC_00011751	chr15	11342723	2001	426	305	38	36.5317341329335	0.585222812283537	ICP
LOC_00011752	chr15	11496845	2001	356	336	18	34.5827086456772	0.301113563402889	LCP
LOC_00011753	chr15	11670769	2001	434	543	89	48.8255872063968	0.755696718181124	ICP
LOC_00011754	chr15	11675784	2001	391	449	84	41.9790104947526	0.957421721472553	ICP
LOC_00011755	chr15	11787085	2001	315	299	49	30.6846576711644	1.04102564102564	ICP
LOC_00011756	chr15	11788385	2001	305	345	48	32.4837581209395	0.912786885245902	ICP
LOC_00011757	chr15	11842811	2001	357	391	55	37.3813093453273	0.78843302026693	ICP
LOC_00011758	chr15	11888405	2001	401	390	45	39.5302348825587	0.575772108191061	ICP
LOC_00011759	chr15	12005666	2001	524	434	100	47.8760619690155	0.879885320294087	ICP
LOC_00011760	chr15	12019840	2001	370	353	37	36.1319340329835	0.56685552407932	ICP
LOC_00011761	chr15	12034125	2001	404	383	66	39.3303348325837	0.853514463717912	ICP
LOC_00011762	chr15	12074875	2001	348	292	45	31.984007996002	0.886130136986301	ICP
LOC_00011763	chr15	12075256	2001	326	307	36	31.6341829085457	0.719769788773206	ICP
LOC_00011764	chr15	12125210	2001	414	356	62	38.4807596201899	0.841760299625468	ICP
LOC_00011765	chr15	12132793	2001	355	384	47	36.9315342328836	0.689898767605634	ICP
LOC_00011766	chr15	12250077	2001	381	350	61	36.5317341329335	0.915343082114736	ICP
LOC_00011767	chr15	12307362	2001	400	401	21	40.0299850074963	0.261976309226933	LCP
LOC_00011768	chr15	12335208	2001	393	388	82	39.0304847576212	1.07606043912804	ICP
LOC_00011769	chr15	13540450	2001	435	448	26	44.127936031984	0.266964285714286	LCP
LOC_00011770	chr15	13665738	2001	496	478	95	48.6756621689156	0.801790896207315	ICP
LOC_00011771	chr15	13846349	2001	410	334	49	37.1814092953523	0.715999707901271	ICP
LOC_00011772	chr15	13869119	2001	333	413	48	37.2813593203398	0.698383613637851	ICP
LOC_00011773	chr15	13929079	2001	390	418	59	40.3798100949525	0.724199484725801	ICP
LOC_00011774	chr15	13994929	2001	348	410	66	37.8810594702649	0.925609756097561	ICP
LOC_00011775	chr15	14207965	2001	476	424	89	44.9775112443778	0.882397534485492	ICP
LOC_00011776	chr15	14223550	2001	383	361	54	37.1814092953523	0.781510599364978	ICP
LOC_00011777	chr15	14228563	2001	412	324	39	36.7816091954023	0.584614347357066	ICP
LOC_00011778	chr15	14252010	2001	425	349	65	38.6806596701649	0.876891960222485	ICP
LOC_00011779	chr15	14288193	2001	403	383	59	39.28035982009	0.76488347835101	ICP
LOC_00011780	chr15	14291150	2001	373	362	61	36.7316341829085	0.9039814554234	ICP
LOC_00011781	chr15	14331119	2001	405	354	48	37.9310344827586	0.66993094789705	ICP
LOC_00011782	chr15	14337357	2001	459	398	59	42.8285857071464	0.646254146549742	ICP
LOC_00011783	chr15	14360630	2001	416	326	25	37.0814592703648	0.368872404436055	LCP
LOC_00011784	chr15	14359449	2001	416	345	36	38.0309845077461	0.501923076923077	ICP
LOC_00011785	chr15	14451339	2001	370	366	39	36.7816091954023	0.576273814798405	ICP
LOC_00011786	chr15	14451548	2001	388	374	48	38.0809595202399	0.661888748001544	ICP
LOC_00011787	chr15	14530025	2001	405	397	52	40.07996001999	0.647149920701558	ICP
LOC_00011788	chr15	14544833	2001	338	390	44	36.3818090954523	0.667910787437415	ICP
LOC_00011789	chr15	14679803	2001	451	341	65	39.5802098950525	0.845725692660819	ICP
LOC_00011790	chr15	14651359	2001	402	406	63	40.3798100949525	0.772388059701493	ICP
LOC_00011791	chr15	14738960	2001	424	421	71	42.2288855572214	0.795898131134316	ICP
LOC_00011792	chr15	15190314	2001	432	398	63	41.4792603698151	0.733197236180905	ICP
LOC_00011793	chr15	15240383	2001	325	507	51	41.5792103948026	0.619335457441966	ICP
LOC_00011794	chr15	15317616	2001	405	448	57	42.6286856571714	0.628621031746032	ICP
LOC_00011796	chr15	15317552	2001	404	443	53	42.3288355822089	0.592567552466308	ICP
LOC_00011795	chr15	15339711	2001	373	447	69	40.9795102448776	0.828094355578747	ICP
LOC_00011797	chr15	15390935	2001	448	300	46	37.3813093453273	0.684866071428572	ICP
LOC_00011798	chr15	15685754	2001	497	378	40	43.728135932034	0.426048353613746	LCP
LOC_00011799	chr15	15963156	2001	422	370	63	39.5802098950525	0.807371589599078	ICP
LOC_00011800	chr15	15980951	2001	406	345	38	37.5312343828086	0.542857142857143	ICP
LOC_00011801	chr15	15987473	2001	398	343	30	37.0314842578711	0.4397351187424	LCP
LOC_00011802	chr15	16016165	2001	341	422	52	38.1309345327336	0.723075426331809	ICP
LOC_00011803	chr15	16018237	2001	351	430	60	39.0304847576212	0.795468097793679	ICP
LOC_00011804	chr15	16035794	2001	366	425	52	39.5302348825587	0.668929604628737	ICP
LOC_00011805	chr15	16083734	2001	370	436	54	40.279860069965	0.66981155467394	ICP
LOC_00011806	chr15	16536194	2001	461	452	79	45.6271864067966	0.75863839671357	ICP
LOC_00011807	chr15	16558805	2001	443	380	55	41.1294352823588	0.653766187477724	ICP
LOC_00011808	chr15	16647449	2001	440	446	30	44.2778610694653	0.305900937627395	LCP
LOC_00011809	chr15	16698941	2001	365	430	71	39.7301349325337	0.905199107996177	ICP
LOC_00011810	chr15	16831056	2001	348	503	57	42.5287356321839	0.651590457256461	ICP
LOC_00011813	chr15	16972554	2001	619	507	86	56.271864067966	0.548336217032626	ICP
LOC_00011811	chr15	16906717	2001	371	362	21	36.631684157921	0.31288439487126	LCP
LOC_00011812	chr15	17293100	2001	391	405	66	39.7801099450275	0.833986928104575	ICP
XLOC_020126U_lncRNA	chr15	17319536	2001	305	440	85	37.2313843078461	1.26739940387481	ICP
LOC_00011814	chr15	17421782	2001	391	405	59	39.7801099450275	0.745533769063181	ICP
LOC_00011815	chr15	17483188	2001	340	414	46	37.6811594202899	0.653921568627451	ICP
XLOC_019668U_lncRNA	chr15	17518267	2001	468	380	56	42.3788105947027	0.630094466936572	ICP
LOC_00011816	chr15	17556221	2001	474	343	61	40.8295852073963	0.750765767428129	ICP
LOC_00011817	chr15	17562749	2001	487	379	57	43.2783608195902	0.617950621163442	ICP
XLOC_019671U_lncRNA	chr15	17577779	2001	299	274	35	28.6356821589205	0.854856822010107	ICP
LOC_00011818	chr15	17665325	2001	386	385	44	38.5307346326837	0.592450037009623	ICP
LOC_00011819	chr15	17697322	2001	431	412	63	42.1289355322339	0.709926114477508	ICP
LOC_00011820	chr15	17736155	2001	402	399	70	40.0299850074963	0.873265252683949	ICP
LOC_00011821	chr15	17785271	2001	379	396	66	38.7306346826587	0.879947229551451	ICP
LOC_00011822	chr15	17811629	2001	385	375	42	37.9810094952524	0.582109090909091	ICP
LOC_00011823	chr15	17893983	2001	234	764	58	49.8750624687656	0.649181098133978	ICP
LOC_00011824	chr15	17926767	2001	372	323	41	34.7326336831584	0.682787376410666	ICP
LOC_00011825	chr15	17962810	2001	410	368	24	38.8805597201399	0.318292682926829	LCP
LOC_00011826	chr15	18112096	2001	341	388	37	36.431784107946	0.559580675393778	ICP
LOC_00011827	chr15	18007977	2001	403	442	66	42.2288855572214	0.741418995542481	ICP
LOC_00011828	chr15	18130599	2001	410	379	73	39.4302848575712	0.94004118669155	ICP
LOC_00011829	chr15	18152316	2001	304	393	19	34.8325837081459	0.318225190839695	LCP
LOC_00011830	chr15	18168935	2001	444	435	64	43.928035982009	0.663063063063063	ICP
LOC_00011831	chr15	18184051	2001	368	392	40	37.9810094952524	0.55484693877551	ICP
LOC_00011832	chr15	18197949	2001	336	340	48	33.7831084457771	0.840756302521008	ICP
LOC_00011833	chr15	18288497	2001	395	391	74	39.28035982009	0.958749069247952	ICP
LOC_00011834	chr15	18365564	2001	440	409	39	42.4287856071964	0.43364636585908	LCP
LOC_00011835	chr15	18379621	2001	317	381	38	34.8825587206397	0.629573511512954	ICP
LOC_00011836	chr15	18492113	2001	512	251	41	38.1309345327336	0.638391745517928	ICP
LOC_00011837	chr15	18608149	2001	424	276	14	34.9825087456272	0.23938679245283	LCP
LOC_00011838	chr15	18608875	2001	385	284	10	33.4332833583208	0.183007133711359	LCP
LOC_00011839	chr15	18657834	2001	409	350	52	37.9310344827586	0.726873908487601	ICP
LOC_00011840	chr15	19388849	2001	384	468	82	42.5787106446777	0.913027510683761	ICP
LOC_00011841	chr15	19564486	2001	378	411	63	39.4302848575712	0.811435523114355	ICP
LOC_00011842	chr15	19824672	2001	468	390	73	42.8785607196402	0.800312294543064	ICP
LOC_00011843	chr15	19910664	2001	416	396	54	40.5797101449275	0.655922202797203	ICP
LOC_00011844	chr15	19920500	2001	310	433	43	37.1314342828586	0.641011696342099	ICP
LOC_00011845	chr15	20299609	2001	393	451	82	42.1789105447276	0.925746009715475	ICP
LOC_00011846	chr15	20513259	2001	301	474	48	38.7306346826587	0.673199041170781	ICP
LOC_00011847	chr15	21348732	2001	383	329	41	35.5822088955522	0.65108287634814	ICP
LOC_00011848	chr15	21369147	2001	348	377	36	36.231884057971	0.549071618037135	ICP
LOC_00011849	chr15	21414076	2001	317	393	56	35.4822588705647	0.899462999975919	ICP
LOC_00011850	chr15	21461249	2001	390	365	49	37.7311344327836	0.688788198103267	ICP
LOC_00011852	chr15	21469524	2001	364	515	61	43.928035982009	0.651130907927024	ICP
LOC_00011851	chr15	21476850	2001	368	408	65	38.7806096951524	0.866268382352941	ICP
LOC_00011853	chr15	21591019	2001	474	352	59	41.2793603198401	0.70758414844649	ICP
LOC_00011854	chr15	21700528	2001	392	388	43	38.9805097451274	0.56571507468967	ICP
LOC_00011855	chr15	22108912	2001	387	393	52	38.9805097451274	0.684143045939602	ICP
LOC_00011856	chr15	22148318	2001	377	401	50	38.8805597201399	0.661807020909265	ICP
LOC_00011857	chr15	22177754	2001	350	435	47	39.2303848075962	0.617714285714286	ICP
LOC_00011858	chr15	22168731	2001	330	380	47	35.4822588705647	0.749976076555024	ICP
LOC_00011859	chr15	22355753	2001	416	398	77	40.679660169915	0.930596492075763	ICP
LOC_00011860	chr15	22385743	2001	351	366	40	35.832083958021	0.623044229601607	ICP
LOC_00011861	chr15	22407206	2001	371	386	72	37.8310844577711	1.00604723265785	ICP
LOC_00011862	chr15	22549551	2001	417	378	52	39.7301349325337	0.660119523428876	ICP
LOC_00011863	chr15	22518213	2001	419	549	81	48.375812093953	0.704605031495755	ICP
LOC_00011864	chr15	22750934	2001	426	376	58	40.07996001999	0.724565477974228	ICP
LOC_00011865	chr15	22967455	2001	351	453	63	40.1799100449775	0.792834097469859	ICP
XLOC_019701U_lncRNA	chr15	22878428	2001	465	393	2	42.8785607196402	0.0218993679717639	LCP
LOC_00011866	chr15	22980702	2001	507	329	54	41.7791104447776	0.647794104422582	ICP
LOC_00011867	chr15	23001223	2001	362	416	45	38.8805597201399	0.59794012962176	ICP
LOC_00011868	chr15	23016008	2001	335	410	37	37.2313843078461	0.539038951583546	ICP
LOC_00011869	chr15	23039376	2001	446	372	51	40.8795602198901	0.615091132648633	ICP
LOC_00011870	chr15	23091081	2001	401	452	83	42.6286856571714	0.916309888994328	ICP
LOC_00011871	chr15	23166591	2001	423	412	72	41.7291354322839	0.826688700681677	ICP
LOC_00011872	chr15	23260491	2001	351	407	50	37.8810594702649	0.7003507003507	ICP
LOC_00011873	chr15	23261183	2001	323	367	51	34.4827586206897	0.860892012046465	ICP
LOC_00011874	chr15	23275099	2001	516	503	116	50.9245377311344	0.894308567201443	ICP
LOC_00011875	chr15	23277631	2001	532	471	134	50.1249375312344	1.07008763948087	ICP
LOC_00011876	chr15	23279028	2001	506	497	121	50.1249375312344	0.962776659959759	ICP
LOC_00011877	chr15	23279890	2001	460	520	93	48.9755122438781	0.777980769230769	ICP
XLOC_020163U_lncRNA	chr15	23294331	2001	416	390	44	40.279860069965	0.542677514792899	ICP
LOC_00011878	chr15	23297294	2001	410	458	74	43.3783108445777	0.788550431355842	ICP
LOC_00011879	chr15	23375175	2001	395	390	51	39.2303848075962	0.662453748782863	ICP
LOC_00011880	chr15	23418627	2001	422	451	28	43.6281859070465	0.29438530490432	LCP
LOC_00011881	chr15	23458678	2001	552	423	77	48.7256371814093	0.659869976359338	ICP
LOC_00011882	chr15	23753790	2001	299	714	91	50.6246876561719	0.852941176470588	ICP
LOC_00011883	chr15	23794295	2001	412	379	62	39.5302348825587	0.794515459692087	ICP
LOC_00011884	chr15	23820631	2001	356	333	40	34.4327836081959	0.675169551574046	ICP
LOC_00011885	chr15	23830666	2001	321	341	34	33.0834582708646	0.621536437635322	ICP
LOC_00011886	chr15	23916912	2001	362	382	25	37.1814092953523	0.361755517630384	LCP
LOC_00011887	chr15	23938695	2001	439	346	45	39.2303848075962	0.592814726058962	ICP
LOC_00011888	chr15	23964371	2001	383	341	52	36.1819090454773	0.796704516741576	ICP
LOC_00011889	chr15	24120160	2001	421	380	91	40.0299850074963	1.1382110263783	ICP
LOC_00011890	chr15	24135443	2001	375	360	45	36.7316341829085	0.667	ICP
LOC_00011891	chr15	24184225	2001	410	505	89	45.7271364317841	0.860125573532963	ICP
LOC_00011892	chr15	24194008	2001	480	243	41	36.1319340329835	0.703369341563786	ICP
LOC_00011893	chr15	24381264	2001	452	413	71	43.2283858070965	0.761056590027642	ICP
LOC_00011894	chr15	24407506	2001	521	325	56	42.2788605697151	0.661780599438949	ICP
LOC_00011895	chr15	24448520	2001	430	380	46	40.47976011994	0.563317013463892	ICP
LOC_00011896	chr15	24477945	2001	472	422	72	44.6776611694153	0.72331110932605	ICP
LOC_00011897	chr15	24776627	2001	417	404	67	41.0294852573713	0.795800982975996	ICP
LOC_00011898	chr15	24783550	2001	291	424	48	35.7321339330335	0.778447772806847	ICP
LOC_00011899	chr15	24807324	2001	300	389	21	34.4327836081959	0.360077120822622	LCP
LOC_00011900	chr15	25001907	2001	446	360	55	40.279860069965	0.685444693572496	ICP
LOC_00011901	chr15	25006191	2001	321	359	40	33.9830084957521	0.694556530341291	ICP
LOC_00011902	chr15	25016023	2001	359	344	17	35.1324337831085	0.275450217011077	LCP
LOC_00011903	chr15	25091364	2001	403	452	53	42.7286356821589	0.582209754276554	ICP
LOC_00011904	chr15	25118101	2001	397	348	44	37.2313843078461	0.63727959697733	ICP
LOC_00011905	chr15	25316768	2001	328	472	80	39.9800099950025	1.03400165357586	ICP
LOC_00011906	chr15	25924692	2001	361	341	60	35.0824587706147	0.975296707581579	ICP
LOC_00011907	chr15	25975082	2001	367	470	73	41.8290854572714	0.846849092701026	ICP
LOC_00011908	chr15	26036065	2001	392	451	70	42.1289355322339	0.792286981311372	ICP
LOC_00011909	chr15	26050429	2001	415	422	63	41.8290854572714	0.719825272654599	ICP
XLOC_020185U_lncRNA	chr15	26063964	2001	405	377	48	39.0804597701149	0.629059829059829	ICP
LOC_00011910	chr15	26088575	2001	442	301	52	37.1314342828586	0.782098886066054	ICP
LOC_00011911	chr15	26079648	2001	452	326	61	38.8805597201399	0.828363374776047	ICP
LOC_00011912	chr15	26110663	2001	521	352	76	43.6281859070465	0.829240097714186	ICP
LOC_00011913	chr15	26233047	2001	352	422	59	38.6806596701649	0.794774612236105	ICP
LOC_00011914	chr15	26244045	2001	362	328	46	34.4827586206897	0.775215604365989	ICP
LOC_00011915	chr15	26409909	2001	387	404	25	39.5302348825587	0.319959321513547	LCP
LOC_00011916	chr15	26456725	2001	273	401	38	33.6831584207896	0.694582225754296	ICP
LOC_00011917	chr15	26592884	2001	378	366	61	37.1814092953523	0.882275132275132	ICP
LOC_00011918	chr15	26639527	2001	544	402	49	47.2763618190905	0.448351075504829	LCP
XLOC_019731U_lncRNA	chr15	26737072	2001	504	332	53	41.7791104447776	0.633803069420539	ICP
LOC_00011919	chr15	26843658	2001	389	352	52	37.0314842578711	0.759903014723066	ICP
LOC_00011920	chr15	26904453	2001	343	340	28	34.1329335332334	0.480432172869148	ICP
LOC_00011921	chr15	26912899	2001	286	420	30	35.2823588205897	0.49975024975025	ICP
LOC_00011922	chr15	27124542	2001	390	333	44	36.1319340329835	0.677939477939478	ICP
LOC_00011923	chr15	27148200	2001	338	405	53	37.1314342828586	0.774731536269998	ICP
LOC_00011924	chr15	27152208	2001	411	383	51	39.68015992004	0.648300966248023	ICP
LOC_00011925	chr15	27185657	2001	441	349	50	39.480259870065	0.650059450714383	ICP
LOC_00011926	chr15	27190558	2001	363	380	42	37.1314342828586	0.609264897781644	ICP
LOC_00011927	chr15	27306742	2001	349	334	44	34.1329335332334	0.755314585728257	ICP
LOC_00011928	chr15	27320303	2001	315	344	38	32.9335332333833	0.70171650055371	ICP
LOC_00011929	chr15	27338171	2001	351	439	28	39.480259870065	0.363608044701439	LCP
LOC_00011930	chr15	27343284	2001	419	454	69	43.6281859070465	0.725815608802162	ICP
LOC_00011931	chr15	27387658	2001	442	354	38	39.7801099450275	0.48596518137894	ICP
LOC_00011932	chr15	27397629	2001	337	364	45	35.0324837581209	0.734054521146509	ICP
LOC_00011933	chr15	27447557	2001	393	451	74	42.1789105447276	0.835429325840795	ICP
LOC_00011934	chr15	27466614	2001	425	327	39	37.5812093953024	0.561532649757151	ICP
LOC_00011935	chr15	27678544	2001	345	358	37	35.1324337831085	0.599441340782123	ICP
LOC_00011936	chr15	27687151	2001	348	373	47	36.031984007996	0.724530831099196	ICP
LOC_00011937	chr15	28177008	2001	577	306	76	44.127936031984	0.861317837360247	ICP
LOC_00011938	chr15	28183641	2001	393	330	56	36.1319340329835	0.864029609067777	ICP
XLOC_020202U_lncRNA	chr15	28221316	2001	339	371	33	35.4822588705647	0.525033990888057	ICP
LOC_00011939	chr15	28273189	2001	341	353	37	34.6826586706647	0.61506317861979	ICP
LOC_00011940	chr15	28686545	2001	372	408	66	38.9805097451274	0.870137571157495	ICP
LOC_00011941	chr15	29083991	2001	434	329	61	38.1309345327336	0.854852716652893	ICP
LOC_00011942	chr15	29165437	2001	369	383	64	37.5812093953024	0.906153813496359	ICP
LOC_00011943	chr15	29215835	2001	318	411	48	36.431784107946	0.734885002065831	ICP
LOC_00011944	chr15	29276092	2001	355	391	50	37.2813593203398	0.72079536039768	ICP
LOC_00011945	chr15	29351616	2001	346	441	51	39.3303348325837	0.66880972041996	ICP
LOC_00011946	chr15	29496935	2001	432	331	39	38.1309345327336	0.545757804632427	ICP
LOC_00011947	chr15	29521066	2001	394	359	39	37.6311844077961	0.551722918993821	ICP
LOC_00011948	chr15	29606448	2001	452	278	41	36.4817591204398	0.652901572547272	ICP
LOC_00011949	chr15	29709083	2001	370	424	57	39.68015992004	0.727033401325854	ICP
LOC_00011950	chr15	29708819	2001	353	401	51	37.6811594202899	0.720938447083425	ICP
LOC_00011951	chr15	29747368	2001	380	507	65	44.327836081959	0.675101214574899	ICP
LOC_00011952	chr15	29773340	2001	412	354	18	38.2808595702149	0.246955734737535	LCP
LOC_00011953	chr15	29791576	2001	323	332	43	32.7336331834083	0.802370472602484	ICP
LOC_00011955	chr15	29842679	2001	447	367	71	40.679660169915	0.866027833147413	ICP
