motif_id	motif_name	tf_class	methyl_sens	odds_ratio	pvalue	n_dmp_hits	n_total_hits	fdr	log2OR
MA0025.3	NFIL3	CEBP-related	Unknown	145.292495978145	0	1242	14125	0	7.18281638280273
MA0638.2	CREB3	CREB-related factors	Unknown	145.277824235886	0	1214	13671	0	7.18267069104866
MA0059.2	MAX::MYC	bHLH-ZIP	MethylMinus	145.240053981086	0	1396	17056	0	7.18229556122922
MA2156.1	xbp-1	XBP-1-related factors	Unknown	145.168983074004	0	1166	12829	0	7.18158942860824
MA1556.1	RXRG	RXR-related receptors (NR2)	Unknown	145.003276931069	0	1192	13319	0	7.17994169386861
MA0858.1	Rarb	Thyroid hormone receptor-related factors (NR1)	Unknown	144.942066734871	0	1313	15528	0	7.17933256080441
MA1853.2	Erf-a	Ets-related	MethylMinus	144.732483266789	0	1248	14282	0	7.17724494155852
MA1986.2	ZNF692	More than 3 adjacent zinc fingers	Unknown	144.588203975954	0	1469	18724	0	7.17580604663103
MA0905.2	HOXC10	HOX	Unknown	144.479961473964	0	1159	12768	0	7.17472560300702
MA0786.2	POU3F1	POU domain factors	Unknown	144.455345235019	0	1376	16724	0	7.17447977824893
MA1137.2	FOSL1::JUNB	Fos-related	MethylMinus	144.368628972295	0	1121	12157	0	7.17361347117522
MA1877.2	Hes-b	Hairy-related factors	Unknown	144.283472488218	0	1140	12471	0	7.17276223995106
MA0770.1	HSF2	HSF factors	Unknown	144.255527432275	0	1254	14444	0	7.17248278938276
MA0643.2	Esrrg	Steroid hormone receptors (NR3)	Unknown	143.933593312286	0	1241	14228	0	7.16925953827323
MA1533.2	NR1I2	Thyroid hormone receptor-related factors (NR1)	Unknown	143.879547517336	0	1379	16850	0	7.16871771727752
MA1464.2	ARNT2	PAS domain factors	Unknown	143.87791776353	0	1125	12259	0	7.16870137547571
MA1142.2	FOSL1::JUND	Fos-related	MethylMinus	143.632980107119	0	1180	13229	0	7.16624323959051
MA0017.3	NR2F1	RXR-related receptors (NR2)	Unknown	143.615186677184	0	1439	18169	0	7.16606450568632
MA0456.1	opa	More than 3 adjacent zinc fingers	Unknown	143.521600913289	0	1395	17227	0	7.16512407779213
MA1144.2	FOSL2::JUND	Fos-related	MethylMinus	143.357169019531	0	1042	11002	0	7.16347024259392
MA0799.3	RFX4	RFX-related factors	Unknown	143.234898196694	0	993	10286	0	7.16223922791741
MA0069.1	PAX6	Paired plus homeo domain	MethylPlus	143.099008593279	0	1171	13121	0	7.16086986671342
MA1134.2	FOS::JUNB	Fos-related	MethylMinus	143.023176697044	0	1040	10995	0	7.16010514234862
MA1566.3	TBX3	TBX2-related factors	Unknown	142.79908518408	0	1277	15039	0	7.15784292681247
MA1555.1	RXRB	RXR-related receptors (NR2)	Unknown	142.667686128238	0	876	8700	0	7.15651479479376
MA0477.3	FOSL1	Fos-related	MethylMinus	142.551642665993	0	1120	12281	0	7.15534085376071
MA1841.2	kn	EBF-related	Unknown	142.026619311293	0	1373	16931	0	7.15001754168271
MA0592.4	ESRRA	Steroid hormone receptors (NR3)	Unknown	141.816305501049	0	1324	15946	0	7.14787960749396
MA1571.1	TGIF2LX	TALE-type homeo domain factors	Unknown	141.715091227704	0	1070	11549	0	7.14684958868046
MA1130.2	FOSL2::JUN	Fos-related	MethylMinus	141.489969263701	0	1083	11770	0	7.14455596858126
MA0814.3	TFAP2C	AP-2	Unknown	141.447043215553	0	1393	17421	0	7.1441182089773
MA2171.1	lsl-1	More than 3 adjacent zinc fingers	Unknown	141.325440291438	0	1273	15113	0	7.14287738141009
MA0751.2	ZIC4	More than 3 adjacent zinc fingers	Unknown	141.204409639976	0	1298	15491	0	7.14164133267837
MA1515.2	KLF2	Three-zinc finger Kruppel-related	Unknown	141.142977187851	0	1640	23453	0	7.14101353656929
MA0813.1	TFAP2B	AP-2	Unknown	141.076996648813	0	1237	14440	0	7.14033895782204
MA0043.4	HLF	CEBP-related	Unknown	140.904632957426	0	1146	12882	0	7.13857523814916
MA2248.1	kay	Fos-related	Unknown	140.83566843616	0	851	8470	0	7.13786895101649
MA1633.2	BACH1	Jun-related	MethylMinus	140.825100132916	0	1195	13689	0	7.13776068717296
MA0116.1	Znf423	Factors with multiple dispersed zinc fingers	Unknown	140.675467630239	0	1158	13102	0	7.13622694895271
MA0780.1	PAX3	Paired plus homeo domain	Unknown	140.648042368539	0	1071	11644	0	7.13594566219374
MA0746.3	SP3	Three-zinc finger Kruppel-related	MethylMinus	140.598274855793	0	1573	21704	0	7.135435082391
MA0544.1	snpc-4	Myb/SANT domain factors	Unknown	140.508965912342	0	1423	18185	0	7.13451838189045
MA1475.2	CREB3L4	CREB-related factors	Unknown	140.373003943484	0	1122	12527	0	7.13312169791219
MA2263.1	Poxm	Paired domain only	Unknown	140.34952454901	0	1162	13195	0	7.13288036632949
MA0201.1	Ptx1	Paired-related HD factors	Unknown	140.341645964684	0	1301	15643	0	7.13279937771472
MA1572.1	TGIF2LY	TALE-type homeo domain factors	Unknown	140.074401843793	0	1058	11483	0	7.13004952165151
MA2305.1	cyc	PAS domain factors	Unknown	139.964841039155	0	931	9608	0	7.12892065959657
MA1992.2	Ikzf3	Three-zinc finger Kruppel-related	Unknown	139.870285822059	0	1480	19591	0	7.12794569730706
MA0528.3	ZNF263	More than 3 adjacent zinc fingers	Unknown	139.771218599434	0	1450	18883	0	7.12692350428839
MA2182.1	nfi-1	Nuclear factor 1	Unknown	139.62198886161	0	1097	12138	0	7.12538235713495
MA0803.1	TBX15	TBX1-related factors	Unknown	139.455696491215	0	1072	11750	0	7.12366305660258
MA0244.1	slbo	CEBP-related	Unknown	139.336758064754	0	1194	13804	0	7.1224320915199
MA1926.2	Usf	bHLH-ZIP	MethylMinus	139.113243708431	0	1096	12162	0	7.12011596208451
MA0023.1	dl	Rel homology domain (RHD)	LittleEffect	138.984690612722	0	1414	18170	0	7.1187821662954
MA2153.1	sex-1	Thyroid hormone receptor-related factors (NR1)	Unknown	138.954844408329	0	1420	18307	0	7.11847232213286
MA1939.2	ERF::SREBF2	Ets-related	MethylMinus	138.750241012653	0	1145	13041	0	7.11634646723716
MA2127.1	atf-2	CEBP-related	Unknown	138.432243650217	0	907	9366	0	7.11303620454408
MA0737.1	GLIS3	More than 3 adjacent zinc fingers	Unknown	138.385865353368	0	1221	14409	0	7.11255278429577
MA2210.1	CrebB	CREB-related factors	Unknown	138.142121663942	0	917	9524	0	7.11000947642414
MA0733.2	EGR4	Three-zinc finger Kruppel-related	Unknown	137.97876392277	0	1578	22239	0	7.10830243111987
MA0762.2	ETV2	Ets-related	MethylMinus	137.841213213852	0	1455	19261	0	7.10686349443271
MA1579.2	ZBTB26	More than 3 adjacent zinc fingers	Unknown	137.777167702101	0	1283	15561	0	7.10619301560941
MA0763.2	ETV3	Ets-related	MethylMinus	137.592018557027	0	1195	13995	0	7.10425297433389
MA0758.1	E2F7	E2F	Unknown	137.453184146834	0	1302	15978	0	7.10279651750328
MA0650.4	Hoxa13	HOX	Unknown	137.276259719814	0	1027	11208	0	7.100938340053
MA1899.2	Mitf	bHLH-ZIP	MethylMinus	137.270537342986	0	1204	14199	0	7.10087819988921
MA0461.3	Atoh1	Tal-related	Unknown	136.975474795878	0	1302	16031	0	7.09777379421783
MA2181.1	lsy-2	More than 3 adjacent zinc fingers	Unknown	136.934170079403	0	1230	14733	0	7.09733868642815
MA2257.1	Mitf	bHLH-ZIP	MethylMinus	136.650858358752	0	1075	12058	0	7.09435071180946
MA0831.3	TFE3	bHLH-ZIP	MethylMinus	136.551959658644	0	978	10514	0	7.09330620815856
MA1931.1	ELK1::HOXA1	Ets-related	MethylMinus	136.512578443419	0	1042	11500	0	7.09289007880908
MA0794.1	PROX1	HD-PROS factors	Unknown	136.099862607973	0	1040	11500	0	7.08852180022503
MA0603.2	Arntl	PAS domain factors	Unknown	136.035658623635	0	1078	12156	0	7.08784106019442
MA1548.2	PLAGL2	More than 3 adjacent zinc fingers	Unknown	135.591391217338	0	1196	14220	0	7.08312177354162
MA2239.1	gsb	Paired plus homeo domain	Unknown	135.53751014623	0	1087	12344	0	7.08254836395881
MA0490.3	JUNB	Jun-related	Unknown	135.502860310312	0	1030	11388	0	7.08217949531659
MA1958.2	HOXD12::ELK1	HOX	Unknown	135.457340349878	0	1397	18227	0	7.08169476418902
MA2329.1	ZBTB11	More than 3 adjacent zinc fingers	Unknown	135.305737910071	0	1380	17870	0	7.08007921075124
MA0795.1	SMAD3	SMAD factors	Unknown	135.072101145544	0	1080	12267	0	7.07758590962401
MA0510.3	RFX5	RFX-related factors	Unknown	134.9762438133	0	1146	13353	0	7.07656170113505
MA0003.5	TFAP2A	AP-2	Unknown	134.968713409808	0	1308	16380	0	7.07648121009059
MA1708.2	ETV7	Ets-related	MethylMinus	134.757826289451	0	1386	18070	0	7.07422525214845
MA0111.1	Spz1	bHLH-ZIP	MethylMinus	134.645988050638	0	1138	13267	0	7.07302743331146
MA1888.2	Irf-b	Interferon-regulatory factors	Unknown	134.248039112763	0	1069	12154	0	7.06875720548669
MA1138.2	FOSL2::JUNB	Fos-related	MethylMinus	134.205164109916	0	968	10529	0	7.06829637615951
MA0598.4	EHF	Ets-related	MethylMinus	134.179951679824	0	1422	18979	0	7.06802531904174
MA2148.1	odd-2	More than 3 adjacent zinc fingers	Unknown	134.144716871174	0	1239	15086	0	7.0676464266777
MA2260.1	pdm3	POU domain factors	Unknown	134.121710639175	0	998	10993	0	7.06739897881622
MA0771.1	HSF4	HSF factors	Unknown	133.773173922757	0	1269	15722	0	7.06364502526931
MA1937.2	ERF::HOXB13	Ets-related	MethylMinus	133.692751762097	0	1344	17286	0	7.06277744069336
MA2168.1	hif-1	PAS domain factors	Unknown	133.665779497124	0	952	10327	0	7.0624863502773
MA1933.2	ELK1::SREBF2	Ets-related	MethylMinus	133.549449895935	0	1256	15487	0	7.06123022314916
MA1564.2	SP9	Three-zinc finger Kruppel-related	Unknown	133.498554292145	0	1587	23202	0	7.06068030826548
MA1911.2	Rel	NF-kappaB-related factors	LittleEffect	133.429605491937	0	1050	11911	0	7.05993499840812
MA0460.1	ttk	Other factors with up to three adjacent zinc fingers	Unknown	133.427469920099	0	1155	13669	0	7.059911907554
MA0766.3	GATA5	C4-GATA-related	Unknown	133.312066768033	0	997	11038	0	7.05866356193831
MA1701.2	elt-2	C4-GATA-related	Unknown	133.305291053965	0	880	9305	0	7.05859023371118
MA2256.1	mid	TBX1-related factors	Unknown	133.16879933515	0	1232	15055	0	7.05711229682966
MA2307.1	D19B	More than 3 adjacent zinc fingers	Unknown	133.156661293297	0	1082	12453	0	7.05698079237073
MA0478.2	FOSL2	Fos-related	MethylMinus	133.094989489822	0	1060	12101	0	7.05631245017367
MA0602.2	Arid5a	ARID-related	Unknown	133.024943866765	0	1109	12913	0	7.05555298451411
MA0640.3	ELF3	Ets-related	MethylMinus	132.948338711177	0	1415	18987	0	7.05472193953052
MA1568.2	TCF21	Tal-related	Unknown	132.819091064112	0	1180	14204	0	7.05331872052564
MA0531.2	CTCF	More than 3 adjacent zinc fingers	Unknown	132.509066438009	0	1371	18020	0	7.04994726384803
MA1109.2	NEUROD1	Tal-related	Unknown	131.981033202882	0	1436	19643	0	7.04418680670528
MA0608.1	Creb3l2	CREB-related factors	Unknown	131.88058197114	0	1200	14573	0	7.04308834832746
MA1547.2	PITX2	Paired-related HD factors	MethylPlus	131.735752965748	0	916	9927	0	7.04150313465754
MA2262.1	pnt	Ets-related	MethylMinus	131.712638615668	0	1307	16739	0	7.04124997723176
MA0782.3	PKNOX1	TALE-type homeo domain factors	Unknown	131.592640763426	0	1461	20166	0	7.03993499928115
MA2311.1	ftz-f1	FTZF1related(NR5A)	Unknown	131.560362020721	0	1085	12634	0	7.03958107299668
MA1444.2	cebp-1	CEBP-related	Unknown	131.550899779368	0	1079	12535	0	7.03947730603065
MA2192.1	Atf-2	Jun-related	Unknown	131.490037145989	0	1215	14906	0	7.03880968203308
MA0829.3	SREBF1	bHLH-ZIP	MethylMinus	131.309798270769	0	1016	11450	0	7.03683076319689
MA0464.3	BHLHE40	Hairy-related factors	Unknown	131.212396320729	0	707	7115	0	7.03576021510885
MA0641.1	ELF4	Ets-related	MethylMinus	131.001971076851	0	1322	17142	0	7.03344470872375
MA0067.3	PAX2	Paired domain only	MethylPlus	130.689651513113	0	1203	14760	0	7.03000109753552
MA0804.2	TBX19	Brachyury-related factors	Unknown	130.67017339271	0	1015	11485	0	7.02978606075415
MA1135.2	FOSB::JUNB	Fos-related	Unknown	130.470410773022	0	968	10766	0	7.02757884659851
MA0679.3	ONECUT1	HD-CUT	Unknown	130.263156834211	0	1246	15656	0	7.02528528466518
MA0712.3	OTX2	Paired-related HD factors	MethylPlus	130.10095529951	0	1036	11950	0	7.02348774522633
MA0645.2	ETV6	Ets-related	MethylMinus	129.992071569416	0	1298	16756	0	7.02227982336462
MA0828.3	SREBF2	bHLH-ZIP	MethylMinus	129.846652999991	0	845	9029	0	7.0206650165554
MA1520.2	MAF	Maf-related	Unknown	129.782251742514	0	1034	11943	0	7.0199492921118
MA0463.3	BCL6	More than 3 adjacent zinc fingers	Unknown	129.763765032059	0	1223	15254	0	7.01974377413952
MA1521.2	MAFA	Maf-related	Unknown	129.401628770669	0	1080	12734	0	7.01571196633682
MA0819.3	CLOCK	PAS domain factors	Unknown	129.273720083903	0	1082	12779	0	7.01428521079988
MA1846.2	Brachyury	Brachyury-related factors	Unknown	128.896024420376	0	1192	14743	0	7.01006395667476
MA0526.5	USF2	bHLH-ZIP	MethylMinus	128.845752414963	0	956	10704	0	7.00950116724486
MA0806.1	TBX4	TBX2-related factors	Unknown	128.80432930459	0	1168	14291	0	7.00903727516277
MA0147.4	MYC	bHLH-ZIP	MethylMinus	128.237986772245	0	1172	14429	0	7.00267987146766
MA0883.2	Dmbx1	Paired-related HD factors	Unknown	127.998353233884	0	1006	11557	0	6.99998143908913
MA1516.2	KLF3	Three-zinc finger Kruppel-related	Unknown	127.973277770873	0	1340	17919	0	6.99969878084214
MA0657.2	KLF13	Three-zinc finger Kruppel-related	Unknown	127.807067530281	0	1259	16206	0	6.99782380703743
MA0466.4	CEBPB	CEBP-related	MethylMinus	127.799866785737	0	476	4536	0	6.99774252224386
MA1553.2	RARG	Thyroid hormone receptor-related factors (NR1)	Unknown	127.731025418824	0	962	10882	0	6.99696518295466
MA0447.1	gt	CEBP-related	Unknown	127.46033758805	0	545	5325	0	6.99390457672608
MA1973.2	ZKSCAN3	More than 3 adjacent zinc fingers	Unknown	127.141989647745	0	1172	14549	0	6.99029676026115
MA0928.2	zfh-2	HD-ZF factors	Unknown	127.067931898313	0	1058	12565	0	6.98945617347194
MA1932.2	ELK1::HOXB13	Ets-related	MethylMinus	127.063073603867	0	1173	14577	0	6.9894010126521
MA0872.1	TFAP2A	AP-2	Unknown	126.957328601261	0	1174	14608	0	6.98819986661543
MA0450.1	hkb	Three-zinc finger Kruppel-related	Unknown	126.93138951858	0	1246	16043	0	6.98790507457933
MA0815.1	TFAP2C	AP-2	Unknown	126.756092225667	0	1091	13169	0	6.98591127832514
MA0113.4	NR3C1	Steroid hormone receptors (NR3)	Unknown	126.672980792873	0	998	11611	0	6.98496502180607
MA2165.1	elt-1	C4-GATA-related	Unknown	126.544287443393	0	1007	11766	0	6.98349857147772
MA0807.1	TBX5	TBX2-related factors	Unknown	126.464055000887	0	1162	14431	0	6.98258357436985
MA0074.1	RXRA::VDR	RXR-related receptors (NR2)	Unknown	126.422146386473	0	1233	15838	0	6.98210540394847
MA2194.1	Atf6	Jun-related	Unknown	126.097371054969	0	1141	14070	0	6.97839438768118
MA0750.3	ZBTB7A	More than 3 adjacent zinc fingers	MethylPlus	126.050701805038	0	1340	18199	0	6.9778603404014
MA2280.1	Spps	Three-zinc finger Kruppel-related	Unknown	125.949830442216	0	1444	20609	0	6.97670536964491
MA0801.1	MGA	TBX6-related factors	Unknown	125.798678566623	0	1064	12773	0	6.97497295749755
MA0472.2	EGR2	Three-zinc finger Kruppel-related	MethylMinus	125.78768135705	0	1339	18214	0	6.97484683285606
MA0475.3	FLI1	Ets-related	MethylMinus	125.453346839691	0	1312	17632	0	6.97100714919951
MA1943.2	ETV2::HOXB13	Ets-related	MethylMinus	125.018380480167	0	1180	14942	0	6.96599640848741
MA1998.2	Prdm14	More than 3 adjacent zinc fingers	Unknown	124.909549554458	0	1151	14391	0	6.96473996750685
MA1484.2	ETS2	Ets-related	MethylMinus	124.722343112891	0	1275	16919	0	6.96257612655996
MA0885.3	Dlx2	NK	MethylPlus	124.658062702391	0	1007	11921	0	6.96183238704118
MA0019.2	Ddit3::Cebpa	CEBP-related	Unknown	124.381485836739	0	1002	11862	0	6.95862794630968
MA0655.1	JDP2	Fos-related	Unknown	124.361917656799	0	902	10215	0	6.95840095804932
MA2259.1	org-1	TBX1-related factors	Unknown	124.165418443933	0	1004	11913	0	6.95611961142998
MA0873.2	HOXD12	HOX	Unknown	123.8314698998	0	942	10875	0	6.95223419010106
MA1557.1	SMAD5	SMAD factors	Unknown	123.742016140079	0	1022	12249	0	6.95119163499373
MA2216.1	Doc2	TBX6-related factors	Unknown	123.628858779118	0	1165	14806	0	6.94987174173679
MA1602.2	ZSCAN29	More than 3 adjacent zinc fingers	Unknown	123.506944929349	0	1190	15314	0	6.94844835817111
MA1542.2	OSR1	Other factors with up to three adjacent zinc fingers	Unknown	123.342838747765	0	1176	15055	0	6.94653014535599
MA1717.2	ZNF784	Factors with multiple dispersed zinc fingers	Unknown	123.271004987865	0	773	8429	0	6.94568968797909
MA1466.2	ATF6	Jun-related	Unknown	123.263161491222	0	1237	16301	0	6.94559788915157
MA1970.2	TRPS1	C4-GATA-related	Unknown	123.221439127187	0	941	10977	0	6.94510948015473
MA1506.2	HOXD10	HOX	Unknown	123.20877233234	0	944	11025	0	6.94496116780278
MA1715.1	ZNF707	More than 3 adjacent zinc fingers	Unknown	122.939187316791	0	1381	19509	0	6.94180104312744
MA1518.3	Lhx1	HD-LIM	Unknown	122.499450800413	0	606	6264	0	6.93663147100831
MA1575.2	THRB	Thyroid hormone receptor-related factors (NR1)	Unknown	122.466325164985	0	862	9751	0	6.93624129250226
MA0101.1	REL	NF-kappaB-related factors	LittleEffect	122.464697122012	0	1262	16929	0	6.9362221134738
MA0906.2	HOXC12	HOX	Unknown	122.425757507168	0	974	11567	0	6.93576331249858
MA1922.2	Tbx2/3	TBX2-related factors	Unknown	122.383409155858	0	939	11010	0	6.93526418284697
MA0649.2	HEY2	Hairy-related factors	Unknown	122.338471986888	0	982	11705	0	6.9347343517485
MA0724.1	VENTX	NK	Unknown	122.179770617177	0	932	10846	0	6.93286162676261
MA0636.1	BHLHE41	Hairy-related factors	Unknown	121.964080858729	0	913	10568	0	6.93031251791586
MA0884.2	DUXA	Paired-related HD factors	Unknown	121.727482357089	0	816	9125	0	6.92751111118888
MA1957.1	HOXB2::ELK1	HOX	Unknown	121.645409991535	0	1105	13874	0	6.92653807431427
MA0646.2	GCM1	GCM	Unknown	121.54240758433	0	983	11789	0	6.92531596481519
MA0623.2	NEUROG1	Tal-related	Unknown	121.481075078159	0	995	11994	0	6.92458777095172
MA0663.1	MLX	bHLH-ZIP	MethylMinus	121.431480105274	0	882	10130	0	6.92399866659378
MA0491.3	JUND	Jun-related	MethylMinus	121.192119676974	0	922	10766	0	6.92115208270634
MA2215.1	dm	bHLH-ZIP	MethylMinus	121.155916885852	0	1090	13645	0	6.9207210531148
MA2255.1	Max	bHLH-ZIP	MethylMinus	121.155916885852	0	1090	13645	0	6.9207210531148
MA2126.1	Zfp961	More than 3 adjacent zinc fingers	Unknown	121.043343790333	0	1267	17240	0	6.91937993706114
MA0817.2	BHLHE23	Tal-related	Unknown	120.915915713765	0	1134	14511	0	6.91786034346089
MA0098.4	ETS1	Ets-related	MethylMinus	120.88883061118	0	1298	17977	0	6.91753714431829
MA1483.3	ELF2	Ets-related	MethylMinus	120.855841864272	0	1189	15609	0	6.91714340077575
MA0732.2	EGR3	Three-zinc finger Kruppel-related	Unknown	120.657117227247	0	1456	21787	0	6.91476920840016
MA1711.2	ZNF343	More than 3 adjacent zinc fingers	Unknown	120.551354116826	0	1289	17818	0	6.91350404616234
MA2296.1	aop	Ets-related	MethylMinus	120.482698072111	0	917	10811	0	6.91268217276299
MA0535.1	Mad	SMAD factors	Unknown	120.43647469167	0	1332	18712	0	6.91212857429436
MA2201.1	Bteb2	Three-zinc finger Kruppel-related	Unknown	120.187149101129	0	1110	14131	0	6.90913883524795
MA0686.2	SPDEF	Ets-related	MethylMinus	120.095417730894	0	1062	13238	0	6.90803729549743
MA0735.2	GLIS1	More than 3 adjacent zinc fingers	Unknown	120.068713207425	0	1114	14221	0	6.90771646087833
MA1503.2	HOXB9	HOX	Unknown	119.856255090689	0	967	11669	0	6.90516139248589
MA1104.3	GATA6	C4-GATA-related	Unknown	119.76811307345	0	923	10962	0	6.90410004753274
MA0760.2	ERF	Ets-related	MethylMinus	119.719959238071	0	1209	16160	0	6.90351988251855
MA1570.1	TFAP4	bHLH-ZIP	MethylMinus	119.681927227587	0	985	11985	0	6.9030615018918
MA0107.1	RELA	NF-kappaB-related factors	LittleEffect	119.449812134313	0	1125	14504	0	6.90026077456011
MA0525.2	TP63	p53-related factors	MethylMinus	119.356323745711	0	1115	14321	0	6.89913119519641
MA1463.2	ARGFX	Paired-related HD factors	Unknown	119.333105842692	0	887	10366	0	6.89885052626433
MA0818.2	BHLHE22	Tal-related	Unknown	119.332906939951	0	971	11781	0	6.89884812159854
MA0727.2	NR3C2	Steroid hormone receptors (NR3)	Unknown	119.294206411258	0	1000	12284	0	6.8983801692311
MA0616.3	HES2	Hairy-related factors	Unknown	119.225681804576	0	948	11410	0	6.89755122273361
MA0826.1	OLIG1	Tal-related	Unknown	119.07209975916	0	1073	13554	0	6.89569159916082
MA0926.1	unc-86	POU domain factors	Unknown	118.946231658724	0	918	10948	0	6.89416575617091
MA0843.2	TEF	CEBP-related	Unknown	118.775261440954	0	679	7403	0	6.89209057210044
MA2264.1	Rel	NF-kappaB-related factors	LittleEffect	118.631197165696	0	1101	14134	0	6.89033964382143
MA0639.2	DBP	CEBP-related	Unknown	118.591196033049	0	654	7078	0	6.88985310091569
MA1608.2	Isl1	HD-LIM	MethylPlus	118.466556617865	0	1146	15032	0	6.88833603023783
MA1585.2	ZKSCAN1	More than 3 adjacent zinc fingers	Unknown	118.453103051138	0	1046	13119	0	6.88817218234063
MA0764.4	ETV4	Ets-related	MethylMinus	118.439056212409	0	1150	15115	0	6.88800108926046
MA2188.1	acj6	POU domain factors	Unknown	118.429106402984	0	877	10280	0	6.88787988647351
MA1546.2	PAX3	Paired plus homeo domain	Unknown	118.303935631649	0	1000	12386	0	6.886354258565
MA2223.1	EcR	Thyroid hormone receptor-related factors (NR1)	Unknown	118.107988999238	0	826	9528	0	6.88396274383889
MA1702.2	Pdp1	CEBP-related	Unknown	117.623441326702	0	836	9715	0	6.87803179515033
MA0736.1	GLIS2	More than 3 adjacent zinc fingers	Unknown	117.569298662749	0	1162	15462	0	6.87736756245192
MA0861.2	TP73	p53-related factors	MethylMinus	117.530788531498	0	1053	13349	0	6.87689492650746
MA0007.4	Ar	Steroid hormone receptors (NR3)	Unknown	117.519991425939	0	940	11424	0	6.87676238552496
MA1474.2	CREB3L4	CREB-related factors	Unknown	117.426748595111	0	1149	15217	0	6.87561726662112
MA0506.3	Nrf1	""	MethylMinus	117.401912669868	0	1180	15851	0	6.87531210228449
MA0485.3	HOXC9	HOX	MethylPlus	117.276147099281	0	945	11528	0	6.87376580193968
MA0106.3	TP53	p53-related factors	MethylMinus	117.259376990126	0	1005	12585	0	6.87355948647043
MA2222.1	E(spl)mgamma-HLH	Hairy-related factors	Unknown	117.206662292478	0	883	10531	0	6.87291076792345
MA1713.2	ZNF610	More than 3 adjacent zinc fingers	Unknown	117.088560275812	0	1205	16421	0	6.87145631907616
MA0822.1	HES7	Hairy-related factors	Unknown	117.045727270975	0	786	9009	0	6.87092845991465
MA2175.1	mxl-1	bHLH-ZIP	MethylMinus	116.904084477604	0	897	10777	0	6.8691815264248
MA0911.2	Hoxa11	HOX	Unknown	116.870663594916	0	947	11597	0	6.8687690255671
MA1712.2	ZNF454	More than 3 adjacent zinc fingers	Unknown	116.835143626136	0	1213	16636	0	6.86833048718575
MA0604.1	Atf1	CREB-related factors	MethylMinus	116.830836323361	0	666	7330	0	6.86827729908917
MA2209.1	CrebA	CREB-related factors	Unknown	116.670078528743	0	769	8786	0	6.86629080143567
MA0449.1	h	Helix-Loop-Helix	MethylMinus	116.601875164122	0	739	8358	0	6.86544717958437
MA0823.1	HEY1	Hairy-related factors	Unknown	116.561838778245	0	855	10082	0	6.86495173117218
MA2176.1	mxl-3	bHLH-ZIP	MethylMinus	116.398591325576	0	890	10706	0	6.86292978839976
MA0927.1	vab-7	HOX	Unknown	116.350219530273	0	888	10678	0	6.86233012260598
MA0793.2	POU6F2	POU domain factors	Unknown	116.261252676011	0	908	11007	0	6.86122654809618
MA1982.2	ZNF574	Factors with multiple dispersed zinc fingers	Unknown	116.168325309041	0	1297	18541	0	6.86007294398266
MA0237.2	pan	High Mobility Group box (HMG)	LittleEffect	114.84491603091	0	1328	19497	0	6.84354318249982
MA0148.5	FOXA1	FOX	MethylMinus	114.683118239573	0	970	12221	0	6.84150922694756
MA0908.2	HOXD11	HOX	Unknown	114.348015318433	0	919	11353	0	6.83728751560212
MA0009.2	TBXT	Brachyury-related factors	Unknown	114.34161948254	0	841	10095	0	6.83720681897819
MA2155.1	sptf-3	Three-zinc finger Kruppel-related	Unknown	114.259013545753	0	1146	15549	0	6.83616416936731
MA2315.1	insv	""	Unknown	114.25127917496	0	691	7828	0	6.8360665077849
MA0476.2	FOS	Fos-related	MethylMinus	114.160912076717	0	903	11104	0	6.83492495600885
MA0229.1	inv	NK	Unknown	113.845885313899	0	933	11634	0	6.83093833944419
MA0776.1	MYBL1	Myb/SANT domain factors	Unknown	113.743509360361	0	653	7331	0	6.82964041173848
MA0651.3	HOXC11	HOX	Unknown	113.742151464012	0	882	10796	0	6.82962318840825
MA0607.2	BHLHA15	Tal-related	Unknown	113.530731622447	0	874	10684	0	6.82693906313285
MA0146.3	Zfx	More than 3 adjacent zinc fingers	Unknown	113.371946920337	0	1191	16653	0	6.82491988961609
MA0841.2	NFE2	Jun-related	Unknown	113.242552213735	0	825	9930	0	6.82327235936067
MA0844.2	XBP1	XBP-1-related factors	Unknown	113.227617063762	0	976	12399	0	6.82308207498989
MA2258.1	Mnt	bHLH-ZIP	MethylMinus	113.206352420441	0	981	12492	0	6.82281110508528
MA0076.3	ELK4	Ets-related	MethylMinus	112.398564658486	0	1176	16463	0	6.81247980208351
MA2301.1	clk	PAS domain factors	Unknown	112.123619476121	0	674	7721	0	6.80894641182258
MA0162.5	EGR1	Three-zinc finger Kruppel-related	MethylMinus	111.932453928187	0	1422	22422	0	6.80648458473862
MA1856.2	Fli-Erg-b	Ets-related	MethylMinus	111.832590403529	0	1128	15497	0	6.8051968713535
MA2217.1	dpn	Hairy-related factors	Unknown	111.223282538834	0	1194	16926	0	6.79731501099612
MA0028.3	ELK1	Ets-related	MethylMinus	110.88328342906	0	1023	13530	0	6.79289807347257
MA0112.4	ESR1	Steroid hormone receptors (NR3)	Unknown	110.810142413216	0	914	11621	0	6.79194612657319
MA0626.2	Npas2	PAS domain factors	Unknown	110.748715780307	0	915	11645	0	6.79114615945231
MA2230.1	Ets97D	Ets-related	MethylMinus	110.605581522331	0	1113	15351	0	6.78928038033295
MA2132.1	egrh-1	Three-zinc finger Kruppel-related	Unknown	110.467290250399	0	1201	17199	0	6.78747543559561
